streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
1,0,interleaved,1,True,1,0.056,1,2026-08-27T16:41:06.080369,2026-08-27T16:41:06.136399
1,0,interleaved,1,True,2,0.4076,1,2026-08-27T16:41:06.136500,2026-08-27T16:41:06.544154
1,0,interleaved,1,True,3,0.6402,1,2026-08-27T16:41:06.544285,2026-08-27T16:41:07.184521
1,0,interleaved,1,True,4,1.3434,1,2026-08-27T16:41:07.184640,2026-08-27T16:41:08.528082
1,0,interleaved,1,True,5,0.3886,1,2026-08-27T16:41:08.528175,2026-08-27T16:41:08.916756
1,0,interleaved,1,True,6,2.2422,1,2026-08-27T16:41:08.916842,2026-08-27T16:41:11.159085
1,0,interleaved,1,True,7,0.0243,1,2026-08-27T16:41:11.159178,2026-08-27T16:41:11.183540
1,0,interleaved,1,True,8,0.0269,18,2026-08-27T16:41:11.183610,2026-08-27T16:41:11.210490
1,0,interleaved,1,True,9,0.8452,10,2026-08-27T16:41:11.210567,2026-08-27T16:41:12.055795
1,0,interleaved,1,True,10,0.2939,10,2026-08-27T16:41:12.055880,2026-08-27T16:41:12.349812
1,0,interleaved,1,True,11,0.4796,10,2026-08-27T16:41:12.349897,2026-08-27T16:41:12.829532
1,0,interleaved,1,True,12,0.292,10,2026-08-27T16:41:12.829615,2026-08-27T16:41:13.121669
1,0,interleaved,1,True,13,0.1869,10,2026-08-27T16:41:13.121752,2026-08-27T16:41:13.308673
1,0,interleaved,1,True,14,0.3464,10,2026-08-27T16:41:13.308758,2026-08-27T16:41:13.655225
1,0,interleaved,1,True,15,0.5203,10,2026-08-27T16:41:13.655309,2026-08-27T16:41:14.175598
1,0,interleaved,1,True,16,0.1696,10,2026-08-27T16:41:14.175685,2026-08-27T16:41:14.345281
1,0,interleaved,1,True,17,0.3702,10,2026-08-27T16:41:14.345375,2026-08-27T16:41:14.715644
1,0,interleaved,1,True,18,0.3646,10,2026-08-27T16:41:14.715730,2026-08-27T16:41:15.080353
1,0,interleaved,1,True,19,2.7757,10,2026-08-27T16:41:15.080439,2026-08-27T16:41:17.856212
1,0,interleaved,1,True,20,0.0107,4,2026-08-27T16:41:17.856296,2026-08-27T16:41:17.866996
