sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,16,10,firsttouch,1,True,11,3.6549,0,2026-08-27T15:34:48.657455,2026-08-27T15:34:52.312340
30,16,15,firsttouch,1,True,16,4.7207,27840,2026-08-27T15:34:48.740880,2026-08-27T15:34:53.461577
30,16,1,firsttouch,1,True,2,6.0428,100,2026-08-27T15:34:48.616126,2026-08-27T15:34:54.658980
30,16,3,firsttouch,1,True,4,12.9258,5,2026-08-27T15:34:48.621869,2026-08-27T15:35:01.547658
30,16,10,firsttouch,1,True,12,9.2975,2,2026-08-27T15:34:52.312432,2026-08-27T15:35:01.609927
30,16,13,firsttouch,1,True,14,13.0571,1,2026-08-27T15:34:48.735409,2026-08-27T15:35:01.792528
30,16,14,firsttouch,1,True,15,13.2148,1,2026-08-27T15:34:48.738153,2026-08-27T15:35:01.952991
30,16,11,firsttouch,1,True,12,13.3437,2,2026-08-27T15:34:48.726813,2026-08-27T15:35:02.070526
30,16,15,firsttouch,1,True,17,9.0181,1,2026-08-27T15:34:53.461655,2026-08-27T15:35:02.479755
30,16,1,firsttouch,1,True,3,8.2341,10,2026-08-27T15:34:54.659053,2026-08-27T15:35:02.893183
30,16,7,firsttouch,1,True,8,14.6643,2,2026-08-27T15:34:48.634136,2026-08-27T15:35:03.298501
30,16,5,firsttouch,1,True,6,14.8492,1,2026-08-27T15:34:48.626393,2026-08-27T15:35:03.475666
30,16,6,firsttouch,1,True,7,15.2672,4,2026-08-27T15:34:48.630026,2026-08-27T15:35:03.897231
30,16,1,firsttouch,1,True,4,1.4584,5,2026-08-27T15:35:02.893275,2026-08-27T15:35:04.351745
30,16,13,firsttouch,1,True,15,3.3063,1,2026-08-27T15:35:01.792615,2026-08-27T15:35:05.098911
30,16,4,firsttouch,1,True,5,16.5181,5,2026-08-27T15:34:48.623644,2026-08-27T15:35:05.141738
30,16,1,firsttouch,1,True,5,0.8843,5,2026-08-27T15:35:04.351991,2026-08-27T15:35:05.236273
30,16,1,firsttouch,1,True,6,0.0897,1,2026-08-27T15:35:05.236409,2026-08-27T15:35:05.326129
30,16,4,firsttouch,1,True,6,0.2574,1,2026-08-27T15:35:05.141841,2026-08-27T15:35:05.399234
30,16,3,firsttouch,1,True,5,3.8883,5,2026-08-27T15:35:01.547758,2026-08-27T15:35:05.436079
30,16,12,firsttouch,1,True,13,16.8641,45,2026-08-27T15:34:48.731640,2026-08-27T15:35:05.595757
30,16,6,firsttouch,1,True,8,1.79,2,2026-08-27T15:35:03.897339,2026-08-27T15:35:05.687408
30,16,2,firsttouch,1,True,3,17.0797,10,2026-08-27T15:34:48.619745,2026-08-27T15:35:05.699519
30,16,3,firsttouch,1,True,6,0.6698,1,2026-08-27T15:35:05.436207,2026-08-27T15:35:06.106041
30,16,7,firsttouch,1,True,9,2.8919,175,2026-08-27T15:35:03.298606,2026-08-27T15:35:06.190500
30,16,12,firsttouch,1,True,14,0.6841,1,2026-08-27T15:35:05.601905,2026-08-27T15:35:06.288718
30,16,9,firsttouch,1,True,10,17.6839,20,2026-08-27T15:34:48.653167,2026-08-27T15:35:06.337108
30,16,13,firsttouch,1,True,16,1.3091,27840,2026-08-27T15:35:05.099017,2026-08-27T15:35:06.409481
30,16,1,firsttouch,1,True,7,1.2434,4,2026-08-27T15:35:05.326237,2026-08-27T15:35:06.569627
30,16,8,firsttouch,1,True,9,18.035,175,2026-08-27T15:34:48.642545,2026-08-27T15:35:06.677622
30,16,9,firsttouch,1,True,11,0.3973,0,2026-08-27T15:35:06.337228,2026-08-27T15:35:06.734507
30,16,13,firsttouch,1,True,17,0.5051,1,2026-08-27T15:35:06.409626,2026-08-27T15:35:06.914788
30,16,2,firsttouch,1,True,4,1.4789,5,2026-08-27T15:35:05.699652,2026-08-27T15:35:07.178633
30,16,4,firsttouch,1,True,7,2.0178,4,2026-08-27T15:35:05.399375,2026-08-27T15:35:07.417153
