sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
10,1,0,numa-balancing,1,True,1,2.005,4,2026-08-27T17:10:55.776862,2026-08-27T17:10:57.781948
10,1,0,numa-balancing,1,True,2,0.3421,100,2026-08-27T17:10:57.782055,2026-08-27T17:10:58.124146
10,1,0,numa-balancing,1,True,3,1.1752,10,2026-08-27T17:10:58.124241,2026-08-27T17:10:59.299475
10,1,0,numa-balancing,1,True,4,0.9261,5,2026-08-27T17:10:59.299568,2026-08-27T17:11:00.225689
10,1,0,numa-balancing,1,True,5,0.3144,5,2026-08-27T17:11:00.225789,2026-08-27T17:11:00.540214
10,1,0,numa-balancing,1,True,6,0.0197,1,2026-08-27T17:11:00.540302,2026-08-27T17:11:00.560056
10,1,0,numa-balancing,1,True,7,0.1368,4,2026-08-27T17:11:00.560141,2026-08-27T17:11:00.696957
10,1,0,numa-balancing,1,True,8,0.3231,2,2026-08-27T17:11:00.697040,2026-08-27T17:11:01.020280
10,1,0,numa-balancing,1,True,9,0.3039,175,2026-08-27T17:11:01.020574,2026-08-27T17:11:01.324481
10,1,0,numa-balancing,1,True,10,0.4642,20,2026-08-27T17:11:01.324565,2026-08-27T17:11:01.788813
10,1,0,numa-balancing,1,True,11,0.0403,0,2026-08-27T17:11:01.788909,2026-08-27T17:11:01.829254
10,1,0,numa-balancing,1,True,12,0.1093,2,2026-08-27T17:11:01.829342,2026-08-27T17:11:01.938644
10,1,0,numa-balancing,1,True,13,0.8128,45,2026-08-27T17:11:01.938726,2026-08-27T17:11:02.751524
10,1,0,numa-balancing,1,True,14,0.079,1,2026-08-27T17:11:02.751603,2026-08-27T17:11:02.830612
10,1,0,numa-balancing,1,True,15,0.0508,1,2026-08-27T17:11:02.830699,2026-08-27T17:11:02.881560
10,1,0,numa-balancing,1,True,16,0.1692,27840,2026-08-27T17:11:02.881669,2026-08-27T17:11:03.050904
10,1,0,numa-balancing,1,True,17,0.0848,1,2026-08-27T17:11:03.050993,2026-08-27T17:11:03.135785
10,1,0,numa-balancing,1,True,18,0.2752,100,2026-08-27T17:11:03.135892,2026-08-27T17:11:03.411151
