streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
16,0,firsttouch,1,True,1,0.0704,1,2026-08-27T15:41:38.231290,2026-08-27T15:41:38.301676
16,6,firsttouch,1,True,7,2.8413,1,2026-08-27T15:41:38.236590,2026-08-27T15:41:41.077892
16,0,firsttouch,1,True,2,3.0268,1,2026-08-27T15:41:38.301752,2026-08-27T15:41:41.328582
16,1,firsttouch,1,True,2,3.0959,1,2026-08-27T15:41:38.232723,2026-08-27T15:41:41.328672
16,6,firsttouch,1,True,8,0.5873,18,2026-08-27T15:41:41.077974,2026-08-27T15:41:41.665300
16,7,firsttouch,1,True,8,3.4278,18,2026-08-27T15:41:38.237601,2026-08-27T15:41:41.665381
16,2,firsttouch,1,True,3,5.7831,1,2026-08-27T15:41:38.233423,2026-08-27T15:41:44.016530
16,1,firsttouch,1,True,3,2.6097,1,2026-08-27T15:41:41.415983,2026-08-27T15:41:44.025709
16,0,firsttouch,1,True,3,2.6116,1,2026-08-27T15:41:41.417119,2026-08-27T15:41:44.028719
16,3,firsttouch,1,True,4,5.8027,1,2026-08-27T15:41:38.234484,2026-08-27T15:41:44.037246
16,6,firsttouch,1,True,9,2.5712,10,2026-08-27T15:41:41.665432,2026-08-27T15:41:44.236664
16,7,firsttouch,1,True,9,2.5791,10,2026-08-27T15:41:41.666270,2026-08-27T15:41:44.245385
16,8,firsttouch,1,True,9,6.1092,10,2026-08-27T15:41:38.240568,2026-08-27T15:41:44.349808
16,12,firsttouch,1,True,13,6.1483,10,2026-08-27T15:41:38.246754,2026-08-27T15:41:44.395083
16,5,firsttouch,1,True,6,6.2743,1,2026-08-27T15:41:38.235940,2026-08-27T15:41:44.510248
16,5,firsttouch,1,True,7,0.0318,1,2026-08-27T15:41:44.510363,2026-08-27T15:41:44.542173
16,11,firsttouch,1,True,12,6.5834,10,2026-08-27T15:41:38.245393,2026-08-27T15:41:44.828824
16,10,firsttouch,1,True,11,6.6061,10,2026-08-27T15:41:38.243754,2026-08-27T15:41:44.849901
