sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,1,0,imbalanced,1,True,1,6.091,4,2026-08-27T15:57:39.256641,2026-08-27T15:57:45.347700
30,1,0,imbalanced,1,True,2,0.9233,100,2026-08-27T15:57:45.347797,2026-08-27T15:57:46.271168
30,1,0,imbalanced,1,True,3,3.4672,10,2026-08-27T15:57:46.271252,2026-08-27T15:57:49.738505
30,1,0,imbalanced,1,True,4,2.015,5,2026-08-27T15:57:49.738592,2026-08-27T15:57:51.753607
30,1,0,imbalanced,1,True,5,1.1173,5,2026-08-27T15:57:51.753676,2026-08-27T15:57:52.870970
30,1,0,imbalanced,1,True,6,0.0357,1,2026-08-27T15:57:52.871026,2026-08-27T15:57:52.906784
30,1,0,imbalanced,1,True,7,0.226,4,2026-08-27T15:57:52.906851,2026-08-27T15:57:53.132843
30,1,0,imbalanced,1,True,8,0.5319,2,2026-08-27T15:57:53.132918,2026-08-27T15:57:53.664846
30,1,0,imbalanced,1,True,9,1.0339,175,2026-08-27T15:57:53.664940,2026-08-27T15:57:54.698912
30,1,0,imbalanced,1,True,10,1.1006,20,2026-08-27T15:57:54.698996,2026-08-27T15:57:55.799630
30,1,0,imbalanced,1,True,11,0.0695,0,2026-08-27T15:57:55.799720,2026-08-27T15:57:55.869210
30,1,0,imbalanced,1,True,12,0.2132,2,2026-08-27T15:57:55.869300,2026-08-27T15:57:56.082551
30,1,0,imbalanced,1,True,13,2.2085,45,2026-08-27T15:57:56.082640,2026-08-27T15:57:58.291180
30,1,0,imbalanced,1,True,14,0.1484,1,2026-08-27T15:57:58.291267,2026-08-27T15:57:58.439732
30,1,0,imbalanced,1,True,15,0.1061,1,2026-08-27T15:57:58.439820,2026-08-27T15:57:58.545980
30,1,0,imbalanced,1,True,16,0.3525,27840,2026-08-27T15:57:58.546064,2026-08-27T15:57:58.898570
30,1,0,imbalanced,1,True,17,0.1656,1,2026-08-27T15:57:58.898659,2026-08-27T15:57:59.064318
30,1,0,imbalanced,1,True,18,0.8218,100,2026-08-27T15:57:59.064401,2026-08-27T15:57:59.886232
30,1,0,imbalanced,1,True,19,0.1279,1,2026-08-27T15:57:59.886313,2026-08-27T15:58:00.014201
30,1,0,imbalanced,1,True,20,0.2,5404,2026-08-27T15:58:00.014282,2026-08-27T15:58:00.214283
30,1,0,imbalanced,1,True,21,0.4172,100,2026-08-27T15:58:00.214367,2026-08-27T15:58:00.631611
30,1,0,imbalanced,1,True,22,0.2206,7,2026-08-27T15:58:00.631696,2026-08-27T15:58:00.852346
30,1,0,imbalanced,2,False,1,0.1124,4,2026-08-27T15:58:00.859899,2026-08-27T15:58:00.972331
30,1,0,imbalanced,2,False,2,0.109,100,2026-08-27T15:58:00.972418,2026-08-27T15:58:01.081498
30,1,0,imbalanced,2,False,3,0.2741,10,2026-08-27T15:58:01.081578,2026-08-27T15:58:01.355655
30,1,0,imbalanced,2,False,4,0.186,5,2026-08-27T15:58:01.355743,2026-08-27T15:58:01.541754
30,1,0,imbalanced,2,False,5,0.2664,5,2026-08-27T15:58:01.541843,2026-08-27T15:58:01.808263
30,1,0,imbalanced,2,False,6,0.0374,1,2026-08-27T15:58:01.808349,2026-08-27T15:58:01.845772
30,1,0,imbalanced,2,False,7,0.2052,4,2026-08-27T15:58:01.845854,2026-08-27T15:58:02.051107
30,1,0,imbalanced,2,False,8,0.2803,2,2026-08-27T15:58:02.051193,2026-08-27T15:58:02.331557
30,1,0,imbalanced,2,False,9,0.825,175,2026-08-27T15:58:02.331644,2026-08-27T15:58:03.156704
30,1,0,imbalanced,2,False,10,0.4372,20,2026-08-27T15:58:03.156788,2026-08-27T15:58:03.594019
30,1,0,imbalanced,2,False,11,0.0527,0,2026-08-27T15:58:03.594107,2026-08-27T15:58:03.646783
30,1,0,imbalanced,2,False,12,0.2114,2,2026-08-27T15:58:03.646872,2026-08-27T15:58:03.858284
30,1,0,imbalanced,2,False,13,0.4627,45,2026-08-27T15:58:03.858372,2026-08-27T15:58:04.321110
30,1,0,imbalanced,2,False,14,0.1389,1,2026-08-27T15:58:04.321200,2026-08-27T15:58:04.460162
30,1,0,imbalanced,2,False,15,0.1072,1,2026-08-27T15:58:04.460251,2026-08-27T15:58:04.567503
30,1,0,imbalanced,2,False,16,0.3156,27840,2026-08-27T15:58:04.567586,2026-08-27T15:58:04.883189
30,1,0,imbalanced,2,False,17,0.1569,1,2026-08-27T15:58:04.883271,2026-08-27T15:58:05.040161
30,1,0,imbalanced,2,False,18,0.7215,100,2026-08-27T15:58:05.040250,2026-08-27T15:58:05.761793
30,1,0,imbalanced,2,False,19,0.1315,1,2026-08-27T15:58:05.761877,2026-08-27T15:58:05.893439
30,1,0,imbalanced,2,False,20,0.2005,5404,2026-08-27T15:58:05.893538,2026-08-27T15:58:06.094048
30,1,0,imbalanced,2,False,21,0.4166,100,2026-08-27T15:58:06.094133,2026-08-27T15:58:06.510730
30,1,0,imbalanced,2,False,22,0.2133,7,2026-08-27T15:58:06.510812,2026-08-27T15:58:06.724110
30,1,0,imbalanced,3,False,1,0.1163,4,2026-08-27T15:58:06.730807,2026-08-27T15:58:06.847169
