streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
16,0,repl,1,True,1,0.0822,1,2026-08-27T15:05:50.920253,2026-08-27T15:05:51.002530
16,6,repl,1,True,7,3.1115,1,2026-08-27T15:05:50.928072,2026-08-27T15:05:54.039625
16,1,repl,1,True,2,3.3209,1,2026-08-27T15:05:50.922134,2026-08-27T15:05:54.243114
16,0,repl,1,True,2,3.2418,1,2026-08-27T15:05:51.002638,2026-08-27T15:05:54.244490
16,2,repl,1,True,3,3.4659,1,2026-08-27T15:05:50.923469,2026-08-27T15:05:54.389424
16,7,repl,1,True,8,3.5609,18,2026-08-27T15:05:50.928977,2026-08-27T15:05:54.489868
16,6,repl,1,True,8,0.4502,18,2026-08-27T15:05:54.039754,2026-08-27T15:05:54.490011
16,1,repl,1,True,3,1.0325,1,2026-08-27T15:05:54.243218,2026-08-27T15:05:55.275705
16,0,repl,1,True,3,1.438,1,2026-08-27T15:05:54.244614,2026-08-27T15:05:55.682590
16,12,repl,1,True,13,5.0817,10,2026-08-27T15:05:50.938125,2026-08-27T15:05:56.019862
16,3,repl,1,True,4,6.2101,1,2026-08-27T15:05:50.925105,2026-08-27T15:05:57.135259
16,0,repl,1,True,4,1.4599,1,2026-08-27T15:05:55.682677,2026-08-27T15:05:57.142629
16,1,repl,1,True,4,1.8768,1,2026-08-27T15:05:55.275802,2026-08-27T15:05:57.152663
16,2,repl,1,True,4,2.7753,1,2026-08-27T15:05:54.389515,2026-08-27T15:05:57.164871
16,10,repl,1,True,11,6.4711,10,2026-08-27T15:05:50.935554,2026-08-27T15:05:57.406676
16,11,repl,1,True,12,6.4781,10,2026-08-27T15:05:50.936680,2026-08-27T15:05:57.414834
16,8,repl,1,True,9,6.5671,10,2026-08-27T15:05:50.932768,2026-08-27T15:05:57.499867
16,7,repl,1,True,9,3.068,10,2026-08-27T15:05:54.522545,2026-08-27T15:05:57.590552
16,6,repl,1,True,9,3.1384,10,2026-08-27T15:05:54.521320,2026-08-27T15:05:57.659796
16,10,repl,1,True,12,0.8006,10,2026-08-27T15:05:57.406806,2026-08-27T15:05:58.207407
16,15,repl,1,True,16,7.2911,10,2026-08-27T15:05:50.942468,2026-08-27T15:05:58.233572
16,11,repl,1,True,13,0.8685,10,2026-08-27T15:05:57.414962,2026-08-27T15:05:58.283543
16,4,repl,1,True,5,7.3598,1,2026-08-27T15:05:50.926194,2026-08-27T15:05:58.286050
16,7,repl,1,True,10,0.9045,10,2026-08-27T15:05:57.590675,2026-08-27T15:05:58.495226
16,8,repl,1,True,10,1.2467,10,2026-08-27T15:05:57.499987,2026-08-27T15:05:58.746752
16,6,repl,1,True,10,1.1738,10,2026-08-27T15:05:57.659920,2026-08-27T15:05:58.833736
16,4,repl,1,True,6,0.6839,1,2026-08-27T15:05:58.286189,2026-08-27T15:05:58.970079
16,7,repl,1,True,11,0.4816,10,2026-08-27T15:05:58.495364,2026-08-27T15:05:58.977025
16,4,repl,1,True,7,0.0537,1,2026-08-27T15:05:58.970197,2026-08-27T15:05:59.023920
16,4,repl,1,True,8,0.0589,18,2026-08-27T15:05:59.024008,2026-08-27T15:05:59.082946
16,8,repl,1,True,11,0.3589,10,2026-08-27T15:05:58.746880,2026-08-27T15:05:59.105790
16,10,repl,1,True,13,0.9061,10,2026-08-27T15:05:58.207508,2026-08-27T15:05:59.113651
16,6,repl,1,True,11,0.335,10,2026-08-27T15:05:58.833862,2026-08-27T15:05:59.168901
16,15,repl,1,True,17,1.1111,10,2026-08-27T15:05:58.233693,2026-08-27T15:05:59.344856
16,6,repl,1,True,12,0.2806,10,2026-08-27T15:05:59.169594,2026-08-27T15:05:59.450201
16,7,repl,1,True,12,0.4902,10,2026-08-27T15:05:58.977156,2026-08-27T15:05:59.467368
16,8,repl,1,True,12,0.6895,10,2026-08-27T15:05:59.109621,2026-08-27T15:05:59.799223
16,4,repl,1,True,9,0.77,10,2026-08-27T15:05:59.083078,2026-08-27T15:05:59.853086
16,7,repl,1,True,13,0.4831,10,2026-08-27T15:05:59.467491,2026-08-27T15:05:59.950648
16,6,repl,1,True,13,0.5042,10,2026-08-27T15:05:59.450339,2026-08-27T15:05:59.954546
16,8,repl,1,True,13,0.7204,10,2026-08-27T15:05:59.799354,2026-08-27T15:06:00.519736
16,10,repl,1,True,14,1.4158,10,2026-08-27T15:05:59.113841,2026-08-27T15:06:00.529636
16,4,repl,1,True,10,0.8815,10,2026-08-27T15:05:59.853219,2026-08-27T15:06:00.734716
16,7,repl,1,True,14,1.0943,10,2026-08-27T15:05:59.950760,2026-08-27T15:06:01.045130
16,4,repl,1,True,11,0.3729,10,2026-08-27T15:06:00.734852,2026-08-27T15:06:01.107808
16,6,repl,1,True,14,1.1533,10,2026-08-27T15:05:59.954648,2026-08-27T15:06:01.107972
16,10,repl,1,True,15,0.6292,10,2026-08-27T15:06:00.529769,2026-08-27T15:06:01.158983
16,4,repl,1,True,12,0.2978,10,2026-08-27T15:06:01.108030,2026-08-27T15:06:01.405883
16,7,repl,1,True,15,0.4056,10,2026-08-27T15:06:01.045257,2026-08-27T15:06:01.450932
16,6,repl,1,True,15,0.5699,10,2026-08-27T15:06:01.110555,2026-08-27T15:06:01.680465
16,15,repl,1,True,18,2.3423,10,2026-08-27T15:05:59.344958,2026-08-27T15:06:01.687305
16,10,repl,1,True,16,0.6208,10,2026-08-27T15:06:01.159122,2026-08-27T15:06:01.780004
16,3,repl,1,True,5,4.6602,1,2026-08-27T15:05:57.135487,2026-08-27T15:06:01.795671
16,13,repl,1,True,14,10.8839,10,2026-08-27T15:05:50.939229,2026-08-27T15:06:01.823198
16,4,repl,1,True,13,0.5171,10,2026-08-27T15:06:01.405999,2026-08-27T15:06:01.923174
16,7,repl,1,True,16,0.5141,10,2026-08-27T15:06:01.451056,2026-08-27T15:06:01.965153
16,11,repl,1,True,14,3.6892,10,2026-08-27T15:05:58.283675,2026-08-27T15:06:01.972882
16,6,repl,1,True,16,0.336,10,2026-08-27T15:06:01.680591,2026-08-27T15:06:02.016650
16,8,repl,1,True,14,1.5036,10,2026-08-27T15:06:00.519851,2026-08-27T15:06:02.023449
16,5,repl,1,True,6,11.3493,1,2026-08-27T15:05:50.926944,2026-08-27T15:06:02.276270
16,5,repl,1,True,7,0.0285,1,2026-08-27T15:06:02.276387,2026-08-27T15:06:02.304910
16,11,repl,1,True,15,0.4333,10,2026-08-27T15:06:01.973671,2026-08-27T15:06:02.406996
16,8,repl,1,True,15,0.4475,10,2026-08-27T15:06:02.023567,2026-08-27T15:06:02.471094
16,3,repl,1,True,6,0.7491,1,2026-08-27T15:06:01.795819,2026-08-27T15:06:02.544903
16,3,repl,1,True,7,0.0274,1,2026-08-27T15:06:02.545008,2026-08-27T15:06:02.572417
16,5,repl,1,True,8,0.411,18,2026-08-27T15:06:02.305010,2026-08-27T15:06:02.716053
16,3,repl,1,True,8,0.1724,18,2026-08-27T15:06:02.572522,2026-08-27T15:06:02.744984
16,11,repl,1,True,16,0.3712,10,2026-08-27T15:06:02.409601,2026-08-27T15:06:02.780904
16,4,repl,1,True,14,0.8746,10,2026-08-27T15:06:01.923284,2026-08-27T15:06:02.797954
16,8,repl,1,True,16,0.3667,10,2026-08-27T15:06:02.471324,2026-08-27T15:06:02.838038
16,4,repl,1,True,15,0.9322,10,2026-08-27T15:06:02.798047,2026-08-27T15:06:03.730319
16,11,repl,1,True,17,1.3362,10,2026-08-27T15:06:02.781035,2026-08-27T15:06:04.117252
16,8,repl,1,True,17,1.3813,10,2026-08-27T15:06:02.838149,2026-08-27T15:06:04.219500
16,3,repl,1,True,9,1.4945,10,2026-08-27T15:06:02.745093,2026-08-27T15:06:04.239580
16,4,repl,1,True,16,0.5679,10,2026-08-27T15:06:03.730438,2026-08-27T15:06:04.298394
16,6,repl,1,True,17,2.7515,10,2026-08-27T15:06:02.016758,2026-08-27T15:06:04.768274
16,4,repl,1,True,17,1.0484,10,2026-08-27T15:06:04.298515,2026-08-27T15:06:05.346961
16,9,repl,1,True,10,14.499,10,2026-08-27T15:05:50.933929,2026-08-27T15:06:05.432954
16,8,repl,1,True,18,1.346,10,2026-08-27T15:06:04.219607,2026-08-27T15:06:05.565599
16,15,repl,1,True,19,3.991,10,2026-08-27T15:06:01.687444,2026-08-27T15:06:05.678492
16,11,repl,1,True,18,1.5698,10,2026-08-27T15:06:04.117386,2026-08-27T15:06:05.687208
16,9,repl,1,True,11,0.2664,10,2026-08-27T15:06:05.433049,2026-08-27T15:06:05.699453
16,3,repl,1,True,10,1.4986,10,2026-08-27T15:06:04.239685,2026-08-27T15:06:05.738280
