sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,1,0,numa-balancing,1,True,1,6.1041,4,2026-08-27T17:11:31.072971,2026-08-27T17:11:37.177111
30,1,0,numa-balancing,1,True,2,0.882,100,2026-08-27T17:11:37.177196,2026-08-27T17:11:38.059197
30,1,0,numa-balancing,1,True,3,3.4684,10,2026-08-27T17:11:38.059286,2026-08-27T17:11:41.527817
30,1,0,numa-balancing,1,True,4,2.008,5,2026-08-27T17:11:41.528085,2026-08-27T17:11:43.536075
30,1,0,numa-balancing,1,True,5,1.1213,5,2026-08-27T17:11:43.536175,2026-08-27T17:11:44.657487
30,1,0,numa-balancing,1,True,6,0.036,1,2026-08-27T17:11:44.657588,2026-08-27T17:11:44.693600
30,1,0,numa-balancing,1,True,7,0.2304,4,2026-08-27T17:11:44.693709,2026-08-27T17:11:44.924165
30,1,0,numa-balancing,1,True,8,0.5154,2,2026-08-27T17:11:44.924266,2026-08-27T17:11:45.439723
30,1,0,numa-balancing,1,True,9,0.8409,175,2026-08-27T17:11:45.439829,2026-08-27T17:11:46.280786
30,1,0,numa-balancing,1,True,10,1.1024,20,2026-08-27T17:11:46.280886,2026-08-27T17:11:47.383281
30,1,0,numa-balancing,1,True,11,0.0635,0,2026-08-27T17:11:47.383403,2026-08-27T17:11:47.446957
30,1,0,numa-balancing,1,True,12,0.2051,2,2026-08-27T17:11:47.447053,2026-08-27T17:11:47.652213
30,1,0,numa-balancing,1,True,13,2.1863,45,2026-08-27T17:11:47.652295,2026-08-27T17:11:49.838663
30,1,0,numa-balancing,1,True,14,0.1291,1,2026-08-27T17:11:49.838749,2026-08-27T17:11:49.967827
30,1,0,numa-balancing,1,True,15,0.0954,1,2026-08-27T17:11:49.967908,2026-08-27T17:11:50.063337
30,1,0,numa-balancing,1,True,16,0.3297,27840,2026-08-27T17:11:50.063436,2026-08-27T17:11:50.393142
30,1,0,numa-balancing,1,True,17,0.1566,1,2026-08-27T17:11:50.393226,2026-08-27T17:11:50.549846
30,1,0,numa-balancing,1,True,18,0.6377,100,2026-08-27T17:11:50.549949,2026-08-27T17:11:51.187655
30,1,0,numa-balancing,1,True,19,0.1234,1,2026-08-27T17:11:51.187740,2026-08-27T17:11:51.311150
30,1,0,numa-balancing,1,True,20,0.1899,5404,2026-08-27T17:11:51.311242,2026-08-27T17:11:51.501186
30,1,0,numa-balancing,1,True,21,0.3902,100,2026-08-27T17:11:51.501273,2026-08-27T17:11:51.891458
30,1,0,numa-balancing,1,True,22,0.192,7,2026-08-27T17:11:51.891548,2026-08-27T17:11:52.083549
30,1,0,numa-balancing,2,False,1,0.113,4,2026-08-27T17:11:52.089653,2026-08-27T17:11:52.202680
30,1,0,numa-balancing,2,False,2,0.0934,100,2026-08-27T17:11:52.202756,2026-08-27T17:11:52.296222
