sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,16,10,interleaved,1,True,11,3.1212,0,2026-08-27T16:45:49.486650,2026-08-27T16:45:52.607919
30,16,15,interleaved,1,True,16,4.189,27840,2026-08-27T16:45:49.635505,2026-08-27T16:45:53.824542
30,16,1,interleaved,1,True,2,5.2706,100,2026-08-27T16:45:49.415004,2026-08-27T16:45:54.685614
30,16,3,interleaved,1,True,4,12.5708,5,2026-08-27T16:45:49.420913,2026-08-27T16:46:01.991702
30,16,11,interleaved,1,True,12,13.1473,2,2026-08-27T16:45:49.624187,2026-08-27T16:46:02.771551
30,16,10,interleaved,1,True,12,10.1653,2,2026-08-27T16:45:52.608008,2026-08-27T16:46:02.773338
30,16,13,interleaved,1,True,14,13.3092,1,2026-08-27T16:45:49.629941,2026-08-27T16:46:02.939214
30,16,14,interleaved,1,True,15,13.5472,1,2026-08-27T16:45:49.632510,2026-08-27T16:46:03.179773
30,16,5,interleaved,1,True,6,14.6824,1,2026-08-27T16:45:49.426124,2026-08-27T16:46:04.108517
30,16,15,interleaved,1,True,17,11.2597,1,2026-08-27T16:45:53.824614,2026-08-27T16:46:05.084348
30,16,1,interleaved,1,True,3,10.5973,10,2026-08-27T16:45:54.685687,2026-08-27T16:46:05.283000
30,16,13,interleaved,1,True,15,2.5453,1,2026-08-27T16:46:02.939320,2026-08-27T16:46:05.484642
30,16,6,interleaved,1,True,7,16.119,4,2026-08-27T16:45:49.431482,2026-08-27T16:46:05.550567
30,16,10,interleaved,1,True,13,2.8425,45,2026-08-27T16:46:02.773436,2026-08-27T16:46:05.615943
30,16,14,interleaved,1,True,16,2.4451,27840,2026-08-27T16:46:03.179850,2026-08-27T16:46:05.624980
30,16,11,interleaved,1,True,13,2.9867,45,2026-08-27T16:46:02.771652,2026-08-27T16:46:05.758382
30,16,7,interleaved,1,True,8,16.3366,2,2026-08-27T16:45:49.447067,2026-08-27T16:46:05.783745
30,16,1,interleaved,1,True,4,0.5506,5,2026-08-27T16:46:05.283122,2026-08-27T16:46:05.833736
30,16,14,interleaved,1,True,17,0.3982,1,2026-08-27T16:46:05.628097,2026-08-27T16:46:06.026361
30,16,10,interleaved,1,True,14,0.4141,1,2026-08-27T16:46:05.616056,2026-08-27T16:46:06.030149
30,16,11,interleaved,1,True,14,0.4961,1,2026-08-27T16:46:05.758500,2026-08-27T16:46:06.254663
30,16,15,interleaved,1,True,18,1.3045,100,2026-08-27T16:46:05.084444,2026-08-27T16:46:06.388968
30,16,10,interleaved,1,True,15,0.5453,1,2026-08-27T16:46:06.030205,2026-08-27T16:46:06.575523
