sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,16,3,imbalanced,1,True,4,12.3189,5,2026-08-27T16:04:35.051858,2026-08-27T16:04:47.370774
30,16,11,imbalanced,1,True,12,12.4501,2,2026-08-27T16:04:35.123968,2026-08-27T16:04:47.574085
30,16,14,imbalanced,1,True,15,12.3362,1,2026-08-27T16:04:35.258976,2026-08-27T16:04:47.595266
30,16,13,imbalanced,1,True,14,12.6221,1,2026-08-27T16:04:35.134556,2026-08-27T16:04:47.756670
30,16,15,imbalanced,1,True,16,13.0303,27840,2026-08-27T16:04:35.261675,2026-08-27T16:04:48.291974
30,16,13,imbalanced,1,True,15,1.0519,1,2026-08-27T16:04:47.756742,2026-08-27T16:04:48.808707
30,16,7,imbalanced,1,True,8,14.3501,2,2026-08-27T16:04:35.067302,2026-08-27T16:04:49.417398
30,16,3,imbalanced,1,True,5,2.0734,5,2026-08-27T16:04:47.370883,2026-08-27T16:04:49.444269
30,16,6,imbalanced,1,True,7,14.8742,4,2026-08-27T16:04:35.061713,2026-08-27T16:04:49.935948
30,16,3,imbalanced,1,True,6,0.7486,1,2026-08-27T16:04:49.444366,2026-08-27T16:04:50.193043
30,16,14,imbalanced,1,True,16,2.747,27840,2026-08-27T16:04:47.595547,2026-08-27T16:04:50.342978
30,16,15,imbalanced,1,True,17,2.3024,1,2026-08-27T16:04:48.292082,2026-08-27T16:04:50.594570
30,16,13,imbalanced,1,True,16,2.2023,27840,2026-08-27T16:04:48.808782,2026-08-27T16:04:51.011057
30,16,10,imbalanced,1,True,11,16.0762,0,2026-08-27T16:04:35.118404,2026-08-27T16:04:51.194719
30,16,3,imbalanced,1,True,7,1.0583,4,2026-08-27T16:04:50.193233,2026-08-27T16:04:51.251642
30,16,14,imbalanced,1,True,17,0.945,1,2026-08-27T16:04:50.343092,2026-08-27T16:04:51.288169
30,16,11,imbalanced,1,True,13,3.7512,45,2026-08-27T16:04:47.574187,2026-08-27T16:04:51.325460
30,16,1,imbalanced,1,True,2,16.2803,100,2026-08-27T16:04:35.045705,2026-08-27T16:04:51.326050
30,16,13,imbalanced,1,True,17,1.02,1,2026-08-27T16:04:51.021121,2026-08-27T16:04:52.041248
