round,elapsed_ms,tag
0,0.007722,pgtable_sync_repl
1,0.007674,pgtable_sync_repl
2,0.007630,pgtable_sync_repl
3,0.008071,pgtable_sync_repl
4,0.007608,pgtable_sync_repl
5,0.007792,pgtable_sync_repl
6,0.007235,pgtable_sync_repl
7,0.007638,pgtable_sync_repl
8,0.007652,pgtable_sync_repl
9,0.007589,pgtable_sync_repl
10,0.007871,pgtable_sync_repl
11,0.008154,pgtable_sync_repl
12,0.007478,pgtable_sync_repl
13,0.007241,pgtable_sync_repl
14,0.007795,pgtable_sync_repl
15,0.007668,pgtable_sync_repl
16,0.008164,pgtable_sync_repl
17,0.007501,pgtable_sync_repl
18,0.007805,pgtable_sync_repl
19,0.007240,pgtable_sync_repl
0,0.004149,pgtable_sync_norepl
1,0.004127,pgtable_sync_norepl
2,0.004118,pgtable_sync_norepl
3,0.004177,pgtable_sync_norepl
4,0.004118,pgtable_sync_norepl
5,0.004117,pgtable_sync_norepl
6,0.004119,pgtable_sync_norepl
7,0.004083,pgtable_sync_norepl
8,0.004187,pgtable_sync_norepl
9,0.004042,pgtable_sync_norepl
10,0.003977,pgtable_sync_norepl
11,0.003972,pgtable_sync_norepl
12,0.004225,pgtable_sync_norepl
13,0.004175,pgtable_sync_norepl
14,0.004137,pgtable_sync_norepl
15,0.004113,pgtable_sync_norepl
16,0.004026,pgtable_sync_norepl
17,0.003958,pgtable_sync_norepl
18,0.004184,pgtable_sync_norepl
19,0.004117,pgtable_sync_norepl
