sf,tag,pass,warmup,query,elapsed_s,rows
30-raw,numa-balancing,1,True,1,29.1742,4
30-raw,numa-balancing,1,True,2,3.035,100
30-raw,numa-balancing,1,True,3,7.7284,10
30-raw,numa-balancing,1,True,4,5.623,5
30-raw,numa-balancing,1,True,5,4.319,5
30-raw,numa-balancing,1,True,6,0.056,1
30-raw,numa-balancing,1,True,7,0.2066,4
30-raw,numa-balancing,1,True,8,2.433,2
30-raw,numa-balancing,1,True,9,1.3455,175
30-raw,numa-balancing,1,True,10,1.6523,20
30-raw,numa-balancing,1,True,11,0.3345,0
30-raw,numa-balancing,1,True,12,3.4125,2
30-raw,numa-balancing,1,True,13,5.4256,45
30-raw,numa-balancing,1,True,14,0.1408,1
30-raw,numa-balancing,1,True,15,0.097,1
30-raw,numa-balancing,1,True,16,0.3026,27840
30-raw,numa-balancing,1,True,17,0.2915,1
30-raw,numa-balancing,1,True,18,0.9282,100
30-raw,numa-balancing,1,True,19,4.2663,1
30-raw,numa-balancing,1,True,20,0.2182,5404
30-raw,numa-balancing,1,True,21,0.5915,100
30-raw,numa-balancing,1,True,22,0.1692,7
30-raw,numa-balancing,2,False,1,0.2583,4
30-raw,numa-balancing,2,False,2,0.0817,100
30-raw,numa-balancing,2,False,3,0.2947,10
30-raw,numa-balancing,2,False,4,0.2067,5
30-raw,numa-balancing,2,False,5,0.2759,5
30-raw,numa-balancing,2,False,6,0.055,1
30-raw,numa-balancing,2,False,7,0.2174,4
30-raw,numa-balancing,2,False,8,0.2076,2
30-raw,numa-balancing,2,False,9,0.9485,175
30-raw,numa-balancing,2,False,10,0.3879,20
30-raw,numa-balancing,2,False,11,0.0487,0
30-raw,numa-balancing,2,False,12,0.2147,2
30-raw,numa-balancing,2,False,13,0.442,45
30-raw,numa-balancing,2,False,14,0.1404,1
30-raw,numa-balancing,2,False,15,0.0943,1
30-raw,numa-balancing,2,False,16,0.2202,27840
30-raw,numa-balancing,2,False,17,0.1846,1
30-raw,numa-balancing,2,False,18,0.6018,100
30-raw,numa-balancing,2,False,19,0.1982,1
30-raw,numa-balancing,2,False,20,0.205,5404
30-raw,numa-balancing,2,False,21,0.4692,100
30-raw,numa-balancing,2,False,22,0.164,7
30-raw,numa-balancing,3,False,1,0.2566,4
30-raw,numa-balancing,3,False,2,0.0672,100
30-raw,numa-balancing,3,False,3,0.2998,10
30-raw,numa-balancing,3,False,4,0.2132,5
30-raw,numa-balancing,3,False,5,0.2819,5
30-raw,numa-balancing,3,False,6,0.0563,1
30-raw,numa-balancing,3,False,7,0.2043,4
30-raw,numa-balancing,3,False,8,0.2038,2
30-raw,numa-balancing,3,False,9,0.923,175
30-raw,numa-balancing,3,False,10,0.3815,20
30-raw,numa-balancing,3,False,11,0.0492,0
30-raw,numa-balancing,3,False,12,0.2181,2
30-raw,numa-balancing,3,False,13,0.436,45
30-raw,numa-balancing,3,False,14,0.1411,1
30-raw,numa-balancing,3,False,15,0.1079,1
30-raw,numa-balancing,3,False,16,0.2187,27840
30-raw,numa-balancing,3,False,17,0.1766,1
30-raw,numa-balancing,3,False,18,0.6046,100
30-raw,numa-balancing,3,False,19,0.2013,1
30-raw,numa-balancing,3,False,20,0.2081,5404
30-raw,numa-balancing,3,False,21,0.4741,100
30-raw,numa-balancing,3,False,22,0.1656,7
30-raw,numa-balancing,4,False,1,0.2594,4
30-raw,numa-balancing,4,False,2,0.08,100
30-raw,numa-balancing,4,False,3,0.3259,10
30-raw,numa-balancing,4,False,4,0.2145,5
30-raw,numa-balancing,4,False,5,0.2833,5
30-raw,numa-balancing,4,False,6,0.0567,1
30-raw,numa-balancing,4,False,7,0.2118,4
30-raw,numa-balancing,4,False,8,0.2071,2
30-raw,numa-balancing,4,False,9,0.9547,175
30-raw,numa-balancing,4,False,10,0.4004,20
30-raw,numa-balancing,4,False,11,0.0518,0
30-raw,numa-balancing,4,False,12,0.2166,2
30-raw,numa-balancing,4,False,13,0.436,45
30-raw,numa-balancing,4,False,14,0.1395,1
30-raw,numa-balancing,4,False,15,0.0966,1
30-raw,numa-balancing,4,False,16,0.2179,27840
30-raw,numa-balancing,4,False,17,0.1728,1
30-raw,numa-balancing,4,False,18,0.6005,100
30-raw,numa-balancing,4,False,19,0.2082,1
30-raw,numa-balancing,4,False,20,0.2047,5404
30-raw,numa-balancing,4,False,21,0.4542,100
30-raw,numa-balancing,4,False,22,0.1815,7
30-raw,numa-balancing,5,False,1,0.2601,4
30-raw,numa-balancing,5,False,2,0.0968,100
30-raw,numa-balancing,5,False,3,0.298,10
30-raw,numa-balancing,5,False,4,0.2244,5
30-raw,numa-balancing,5,False,5,0.2846,5
30-raw,numa-balancing,5,False,6,0.0561,1
30-raw,numa-balancing,5,False,7,0.2086,4
30-raw,numa-balancing,5,False,8,0.214,2
30-raw,numa-balancing,5,False,9,0.9417,175
30-raw,numa-balancing,5,False,10,0.382,20
30-raw,numa-balancing,5,False,11,0.0503,0
30-raw,numa-balancing,5,False,12,0.2119,2
30-raw,numa-balancing,5,False,13,0.4416,45
30-raw,numa-balancing,5,False,14,0.1414,1
30-raw,numa-balancing,5,False,15,0.0996,1
