variant,tag,pass,warmup,query,elapsed_s,rows
base,repl,1,True,1,0.0416,1
base,repl,1,True,2,0.3105,1
base,repl,1,True,3,0.5011,1
base,repl,1,True,4,1.0391,1
base,repl,1,True,5,0.2052,1
base,repl,1,True,6,1.7773,1
base,repl,1,True,7,0.0214,1
base,repl,1,True,8,0.0162,18
base,repl,1,True,9,0.6539,10
base,repl,1,True,10,0.3328,10
base,repl,1,True,11,0.39,10
base,repl,1,True,12,0.2525,10
base,repl,1,True,13,0.1984,10
base,repl,1,True,14,0.2975,10
base,repl,1,True,15,0.3791,10
base,repl,1,True,16,0.1993,10
base,repl,1,True,17,0.3811,10
base,repl,1,True,18,0.3575,10
base,repl,1,True,19,2.1496,10
base,repl,1,True,20,0.0065,4
base,repl,1,True,21,10.0992,1
base,repl,1,True,22,0.4868,10
base,repl,1,True,23,4.9891,10
base,repl,1,True,24,0.3663,10
base,repl,1,True,25,0.017,10
base,repl,1,True,26,0.0491,10
base,repl,1,True,27,0.0173,10
base,repl,1,True,28,0.3169,25
base,repl,1,True,29,5.8116,25
base,repl,1,True,30,0.0454,1
base,repl,1,True,31,0.4555,10
base,repl,1,True,32,1.7851,10
base,repl,1,True,33,0.9586,10
base,repl,1,True,34,0.7998,10
base,repl,1,True,35,0.9175,10
base,repl,1,True,36,0.1587,10
base,repl,1,True,37,0.0375,10
base,repl,1,True,38,0.0139,10
base,repl,1,True,39,0.0246,10
base,repl,1,True,40,0.0801,10
base,repl,1,True,41,0.0485,10
base,repl,1,True,42,0.0135,10
base,repl,1,True,43,0.0222,10
base,repl,2,False,1,0.0013,1
base,repl,2,False,2,0.0189,1
base,repl,2,False,3,0.0135,1
base,repl,2,False,4,0.0132,1
base,repl,2,False,5,0.1461,1
base,repl,2,False,6,0.1315,1
base,repl,2,False,7,0.0272,1
base,repl,2,False,8,0.0099,18
base,repl,2,False,9,0.2132,10
base,repl,2,False,10,0.3092,10
base,repl,2,False,11,0.0646,10
base,repl,2,False,12,0.0657,10
base,repl,2,False,13,0.1466,10
base,repl,2,False,14,0.2787,10
base,repl,2,False,15,0.1613,10
base,repl,2,False,16,0.167,10
base,repl,2,False,17,0.347,10
base,repl,2,False,18,0.3482,10
base,repl,2,False,19,0.7225,10
base,repl,2,False,20,0.0058,4
base,repl,2,False,21,0.268,1
base,repl,2,False,22,0.2652,10
base,repl,2,False,23,0.4126,10
base,repl,2,False,24,0.0558,10
base,repl,2,False,25,0.0144,10
base,repl,2,False,26,0.0504,10
base,repl,2,False,27,0.0154,10
base,repl,2,False,28,0.2247,25
base,repl,2,False,29,3.2797,25
base,repl,2,False,30,0.0389,1
base,repl,2,False,31,0.1545,10
base,repl,2,False,32,0.234,10
base,repl,2,False,33,0.9221,10
base,repl,2,False,34,0.7292,10
base,repl,2,False,35,0.805,10
base,repl,2,False,36,0.1573,10
base,repl,2,False,37,0.0388,10
base,repl,2,False,38,0.0207,10
base,repl,2,False,39,0.0148,10
base,repl,2,False,40,0.069,10
base,repl,2,False,41,0.0122,10
base,repl,2,False,42,0.0165,10
base,repl,2,False,43,0.0128,10
base,repl,3,False,1,0.0011,1
base,repl,3,False,2,0.0195,1
base,repl,3,False,3,0.0119,1
base,repl,3,False,4,0.013,1
base,repl,3,False,5,0.1594,1
base,repl,3,False,6,0.1209,1
base,repl,3,False,7,0.0271,1
base,repl,3,False,8,0.0102,18
base,repl,3,False,9,0.1861,10
base,repl,3,False,10,0.291,10
base,repl,3,False,11,0.0639,10
base,repl,3,False,12,0.0723,10
base,repl,3,False,13,0.1506,10
base,repl,3,False,14,0.2626,10
base,repl,3,False,15,0.1687,10
base,repl,3,False,16,0.1704,10
base,repl,3,False,17,0.3491,10
base,repl,3,False,18,0.3485,10
base,repl,3,False,19,0.6977,10
base,repl,3,False,20,0.0046,4
base,repl,3,False,21,0.2506,1
base,repl,3,False,22,0.2567,10
base,repl,3,False,23,0.3629,10
base,repl,3,False,24,0.0487,10
base,repl,3,False,25,0.0133,10
base,repl,3,False,26,0.0493,10
base,repl,3,False,27,0.0152,10
base,repl,3,False,28,0.1931,25
base,repl,3,False,29,3.1763,25
base,repl,3,False,30,0.0404,1
base,repl,3,False,31,0.1533,10
base,repl,3,False,32,0.2195,10
base,repl,3,False,33,0.8918,10
base,repl,3,False,34,0.7161,10
base,repl,3,False,35,0.8296,10
base,repl,3,False,36,0.157,10
base,repl,3,False,37,0.0394,10
base,repl,3,False,38,0.0123,10
base,repl,3,False,39,0.0188,10
base,repl,3,False,40,0.0773,10
base,repl,3,False,41,0.0157,10
base,repl,3,False,42,0.0153,10
base,repl,3,False,43,0.0128,10
base,repl,4,False,1,0.0012,1
base,repl,4,False,2,0.0218,1
base,repl,4,False,3,0.0117,1
base,repl,4,False,4,0.0133,1
base,repl,4,False,5,0.1479,1
base,repl,4,False,6,0.1306,1
base,repl,4,False,7,0.0269,1
base,repl,4,False,8,0.0116,18
base,repl,4,False,9,0.1912,10
base,repl,4,False,10,0.2958,10
base,repl,4,False,11,0.0555,10
base,repl,4,False,12,0.0676,10
base,repl,4,False,13,0.1461,10
base,repl,4,False,14,0.2706,10
base,repl,4,False,15,0.1576,10
base,repl,4,False,16,0.1688,10
base,repl,4,False,17,0.3576,10
base,repl,4,False,18,0.3437,10
base,repl,4,False,19,0.6797,10
base,repl,4,False,20,0.0054,4
base,repl,4,False,21,0.2523,1
base,repl,4,False,22,0.2495,10
base,repl,4,False,23,0.3322,10
base,repl,4,False,24,0.0524,10
base,repl,4,False,25,0.0131,10
base,repl,4,False,26,0.0512,10
base,repl,4,False,27,0.0155,10
base,repl,4,False,28,0.1935,25
base,repl,4,False,29,3.1409,25
base,repl,4,False,30,0.0644,1
base,repl,4,False,31,0.1528,10
base,repl,4,False,32,0.2134,10
base,repl,4,False,33,0.9029,10
base,repl,4,False,34,0.7185,10
base,repl,4,False,35,0.8061,10
