sf,tag,pass,warmup,query,elapsed_s,rows
30,firsttouch,1,True,1,4.8808,4
30,firsttouch,1,True,2,0.6765,100
30,firsttouch,1,True,3,2.6174,10
30,firsttouch,1,True,4,1.5846,5
30,firsttouch,1,True,5,0.7883,5
30,firsttouch,1,True,6,0.0594,1
30,firsttouch,1,True,7,0.2254,4
30,firsttouch,1,True,8,0.2953,2
30,firsttouch,1,True,9,1.0186,175
30,firsttouch,1,True,10,0.8867,20
30,firsttouch,1,True,11,0.0528,0
30,firsttouch,1,True,12,0.2255,2
30,firsttouch,1,True,13,1.6827,45
30,firsttouch,1,True,14,0.1551,1
30,firsttouch,1,True,15,0.1135,1
30,firsttouch,1,True,16,0.2271,27840
30,firsttouch,1,True,17,0.1996,1
30,firsttouch,1,True,18,0.6157,100
30,firsttouch,1,True,19,0.1753,1
30,firsttouch,1,True,20,0.2277,5404
30,firsttouch,1,True,21,0.4956,100
30,firsttouch,1,True,22,0.1721,7
30,firsttouch,2,False,1,0.1983,4
30,firsttouch,2,False,2,0.0958,100
30,firsttouch,2,False,3,0.3152,10
30,firsttouch,2,False,4,0.2231,5
30,firsttouch,2,False,5,0.3103,5
30,firsttouch,2,False,6,0.0597,1
30,firsttouch,2,False,7,0.2251,4
30,firsttouch,2,False,8,0.2407,2
30,firsttouch,2,False,9,0.9327,175
30,firsttouch,2,False,10,0.3844,20
30,firsttouch,2,False,11,0.0535,0
30,firsttouch,2,False,12,0.2239,2
30,firsttouch,2,False,13,0.494,45
30,firsttouch,2,False,14,0.1543,1
30,firsttouch,2,False,15,0.1241,1
30,firsttouch,2,False,16,0.222,27840
30,firsttouch,2,False,17,0.2112,1
30,firsttouch,2,False,18,0.5931,100
30,firsttouch,2,False,19,0.1638,1
30,firsttouch,2,False,20,0.227,5404
30,firsttouch,2,False,21,0.4896,100
30,firsttouch,2,False,22,0.1828,7
30,firsttouch,3,False,1,0.1987,4
30,firsttouch,3,False,2,0.0841,100
30,firsttouch,3,False,3,0.3012,10
30,firsttouch,3,False,4,0.2242,5
30,firsttouch,3,False,5,0.2998,5
30,firsttouch,3,False,6,0.0592,1
30,firsttouch,3,False,7,0.2307,4
30,firsttouch,3,False,8,0.2379,2
30,firsttouch,3,False,9,0.9477,175
30,firsttouch,3,False,10,0.3942,20
30,firsttouch,3,False,11,0.0503,0
30,firsttouch,3,False,12,0.2231,2
30,firsttouch,3,False,13,0.4999,45
30,firsttouch,3,False,14,0.1593,1
30,firsttouch,3,False,15,0.1132,1
30,firsttouch,3,False,16,0.2291,27840
30,firsttouch,3,False,17,0.1983,1
30,firsttouch,3,False,18,0.599,100
30,firsttouch,3,False,19,0.1699,1
30,firsttouch,3,False,20,0.2429,5404
30,firsttouch,3,False,21,0.4896,100
