sf,tag,pass,warmup,query,elapsed_s,rows
30-raw,interleaved,1,True,1,29.049,4
30-raw,interleaved,1,True,2,3.0368,100
30-raw,interleaved,1,True,3,7.7272,10
30-raw,interleaved,1,True,4,5.5384,5
30-raw,interleaved,1,True,5,4.4146,5
30-raw,interleaved,1,True,6,0.0529,1
30-raw,interleaved,1,True,7,0.2164,4
30-raw,interleaved,1,True,8,2.4368,2
30-raw,interleaved,1,True,9,1.332,175
30-raw,interleaved,1,True,10,1.6494,20
30-raw,interleaved,1,True,11,0.3413,0
30-raw,interleaved,1,True,12,3.4098,2
30-raw,interleaved,1,True,13,5.3873,45
30-raw,interleaved,1,True,14,0.156,1
30-raw,interleaved,1,True,15,0.1054,1
30-raw,interleaved,1,True,16,0.3294,27840
30-raw,interleaved,1,True,17,0.2945,1
30-raw,interleaved,1,True,18,1.0241,100
30-raw,interleaved,1,True,19,4.3547,1
30-raw,interleaved,1,True,20,0.2582,5404
30-raw,interleaved,1,True,21,0.5751,100
30-raw,interleaved,1,True,22,0.16,7
30-raw,interleaved,2,False,1,0.2616,4
30-raw,interleaved,2,False,2,0.0671,100
30-raw,interleaved,2,False,3,0.3098,10
30-raw,interleaved,2,False,4,0.2138,5
30-raw,interleaved,2,False,5,0.3069,5
30-raw,interleaved,2,False,6,0.0523,1
30-raw,interleaved,2,False,7,0.2156,4
30-raw,interleaved,2,False,8,0.2385,2
30-raw,interleaved,2,False,9,0.991,175
30-raw,interleaved,2,False,10,0.4077,20
30-raw,interleaved,2,False,11,0.0601,0
30-raw,interleaved,2,False,12,0.2208,2
30-raw,interleaved,2,False,13,0.4736,45
30-raw,interleaved,2,False,14,0.1487,1
30-raw,interleaved,2,False,15,0.1043,1
30-raw,interleaved,2,False,16,0.2452,27840
30-raw,interleaved,2,False,17,0.185,1
30-raw,interleaved,2,False,18,0.7373,100
30-raw,interleaved,2,False,19,0.2346,1
30-raw,interleaved,2,False,20,0.216,5404
30-raw,interleaved,2,False,21,0.4798,100
