sf,tag,pass,warmup,query,elapsed_s,rows
10,imbalanced,1,True,1,1.5619,4
10,imbalanced,1,True,2,0.2633,100
10,imbalanced,1,True,3,0.8442,10
10,imbalanced,1,True,4,0.7532,5
10,imbalanced,1,True,5,0.2094,5
10,imbalanced,1,True,6,0.0226,1
10,imbalanced,1,True,7,0.1037,4
10,imbalanced,1,True,8,0.1516,2
10,imbalanced,1,True,9,0.3819,175
10,imbalanced,1,True,10,0.3954,20
10,imbalanced,1,True,11,0.028,0
10,imbalanced,1,True,12,0.0798,2
10,imbalanced,1,True,13,0.6011,45
10,imbalanced,1,True,14,0.0714,1
10,imbalanced,1,True,15,0.0489,1
10,imbalanced,1,True,16,0.1332,27840
10,imbalanced,1,True,17,0.0746,1
10,imbalanced,1,True,18,0.2733,100
10,imbalanced,1,True,19,0.0809,1
10,imbalanced,1,True,20,0.0956,1804
10,imbalanced,1,True,21,0.1846,100
10,imbalanced,1,True,22,0.0955,7
10,imbalanced,2,False,1,0.0721,4
10,imbalanced,2,False,2,0.047,100
10,imbalanced,2,False,3,0.1056,10
10,imbalanced,2,False,4,0.1346,5
10,imbalanced,2,False,5,0.1214,5
10,imbalanced,2,False,6,0.0234,1
10,imbalanced,2,False,7,0.0974,4
10,imbalanced,2,False,8,0.1215,2
10,imbalanced,2,False,9,0.3321,175
10,imbalanced,2,False,10,0.2475,20
10,imbalanced,2,False,11,0.0266,0
10,imbalanced,2,False,12,0.0802,2
10,imbalanced,2,False,13,0.2483,45
10,imbalanced,2,False,14,0.0704,1
10,imbalanced,2,False,15,0.0471,1
10,imbalanced,2,False,16,0.1317,27840
10,imbalanced,2,False,17,0.073,1
10,imbalanced,2,False,18,0.2666,100
10,imbalanced,2,False,19,0.0773,1
10,imbalanced,2,False,20,0.0925,1804
10,imbalanced,2,False,21,0.1858,100
10,imbalanced,2,False,22,0.101,7
10,imbalanced,3,False,1,0.0715,4
10,imbalanced,3,False,2,0.0462,100
10,imbalanced,3,False,3,0.1013,10
10,imbalanced,3,False,4,0.1071,5
10,imbalanced,3,False,5,0.1196,5
10,imbalanced,3,False,6,0.0225,1
10,imbalanced,3,False,7,0.0955,4
10,imbalanced,3,False,8,0.1174,2
10,imbalanced,3,False,9,0.3312,175
10,imbalanced,3,False,10,0.2476,20
10,imbalanced,3,False,11,0.0279,0
10,imbalanced,3,False,12,0.0895,2
10,imbalanced,3,False,13,0.2477,45
10,imbalanced,3,False,14,0.0716,1
10,imbalanced,3,False,15,0.0502,1
10,imbalanced,3,False,16,0.1345,27840
10,imbalanced,3,False,17,0.0742,1
10,imbalanced,3,False,18,0.2613,100
10,imbalanced,3,False,19,0.078,1
10,imbalanced,3,False,20,0.0973,1804
10,imbalanced,3,False,21,0.1818,100
10,imbalanced,3,False,22,0.0851,7
10,imbalanced,4,False,1,0.0712,4
10,imbalanced,4,False,2,0.0439,100
10,imbalanced,4,False,3,0.1063,10
10,imbalanced,4,False,4,0.1271,5
10,imbalanced,4,False,5,0.1138,5
10,imbalanced,4,False,6,0.0228,1
10,imbalanced,4,False,7,0.1064,4
10,imbalanced,4,False,8,0.1142,2
10,imbalanced,4,False,9,0.342,175
10,imbalanced,4,False,10,0.2341,20
10,imbalanced,4,False,11,0.0269,0
10,imbalanced,4,False,12,0.0792,2
10,imbalanced,4,False,13,0.2421,45
10,imbalanced,4,False,14,0.0764,1
10,imbalanced,4,False,15,0.0473,1
10,imbalanced,4,False,16,0.1317,27840
10,imbalanced,4,False,17,0.0747,1
10,imbalanced,4,False,18,0.2711,100
10,imbalanced,4,False,19,0.0853,1
10,imbalanced,4,False,20,0.0967,1804
10,imbalanced,4,False,21,0.1892,100
10,imbalanced,4,False,22,0.0984,7
10,imbalanced,5,False,1,0.0699,4
10,imbalanced,5,False,2,0.0467,100
10,imbalanced,5,False,3,0.1077,10
10,imbalanced,5,False,4,0.1304,5
10,imbalanced,5,False,5,0.1226,5
10,imbalanced,5,False,6,0.0224,1
10,imbalanced,5,False,7,0.1043,4
10,imbalanced,5,False,8,0.1236,2
10,imbalanced,5,False,9,0.3482,175
10,imbalanced,5,False,10,0.2462,20
10,imbalanced,5,False,11,0.0269,0
10,imbalanced,5,False,12,0.0787,2
10,imbalanced,5,False,13,0.2537,45
10,imbalanced,5,False,14,0.071,1
10,imbalanced,5,False,15,0.0483,1
10,imbalanced,5,False,16,0.1312,27840
10,imbalanced,5,False,17,0.0721,1
10,imbalanced,5,False,18,0.2693,100
10,imbalanced,5,False,19,0.0804,1
10,imbalanced,5,False,20,0.0951,1804
10,imbalanced,5,False,21,0.1878,100
10,imbalanced,5,False,22,0.0981,7
10,imbalanced,6,False,1,0.0714,4
10,imbalanced,6,False,2,0.0423,100
10,imbalanced,6,False,3,0.11,10
10,imbalanced,6,False,4,0.1032,5
10,imbalanced,6,False,5,0.1237,5
10,imbalanced,6,False,6,0.0226,1
10,imbalanced,6,False,7,0.1024,4
10,imbalanced,6,False,8,0.1194,2
10,imbalanced,6,False,9,0.3455,175
10,imbalanced,6,False,10,0.238,20
10,imbalanced,6,False,11,0.0281,0
10,imbalanced,6,False,12,0.0837,2
10,imbalanced,6,False,13,0.2476,45
10,imbalanced,6,False,14,0.0711,1
10,imbalanced,6,False,15,0.0477,1
10,imbalanced,6,False,16,0.1369,27840
10,imbalanced,6,False,17,0.0728,1
10,imbalanced,6,False,18,0.2808,100
10,imbalanced,6,False,19,0.0775,1
10,imbalanced,6,False,20,0.095,1804
10,imbalanced,6,False,21,0.1839,100
10,imbalanced,6,False,22,0.0887,7
10,imbalanced,7,False,1,0.0712,4
10,imbalanced,7,False,2,0.0475,100
10,imbalanced,7,False,3,0.107,10
10,imbalanced,7,False,4,0.1039,5
10,imbalanced,7,False,5,0.1203,5
10,imbalanced,7,False,6,0.0239,1
10,imbalanced,7,False,7,0.106,4
10,imbalanced,7,False,8,0.1231,2
10,imbalanced,7,False,9,0.3449,175
10,imbalanced,7,False,10,0.2498,20
10,imbalanced,7,False,11,0.0271,0
10,imbalanced,7,False,12,0.0831,2
10,imbalanced,7,False,13,0.2416,45
10,imbalanced,7,False,14,0.0692,1
10,imbalanced,7,False,15,0.0488,1
10,imbalanced,7,False,16,0.1404,27840
10,imbalanced,7,False,17,0.0729,1
10,imbalanced,7,False,18,0.2736,100
10,imbalanced,7,False,19,0.0813,1
10,imbalanced,7,False,20,0.0925,1804
10,imbalanced,7,False,21,0.1783,100
10,imbalanced,7,False,22,0.0945,7
10,imbalanced,8,False,1,0.0704,4
10,imbalanced,8,False,2,0.0428,100
10,imbalanced,8,False,3,0.1026,10
10,imbalanced,8,False,4,0.119,5
10,imbalanced,8,False,5,0.1193,5
10,imbalanced,8,False,6,0.0233,1
10,imbalanced,8,False,7,0.1019,4
10,imbalanced,8,False,8,0.1194,2
10,imbalanced,8,False,9,0.3523,175
10,imbalanced,8,False,10,0.2411,20
10,imbalanced,8,False,11,0.0287,0
10,imbalanced,8,False,12,0.077,2
10,imbalanced,8,False,13,0.2547,45
10,imbalanced,8,False,14,0.0716,1
10,imbalanced,8,False,15,0.0472,1
10,imbalanced,8,False,16,0.1385,27840
10,imbalanced,8,False,17,0.0728,1
10,imbalanced,8,False,18,0.2645,100
10,imbalanced,8,False,19,0.0761,1
10,imbalanced,8,False,20,0.0946,1804
10,imbalanced,8,False,21,0.1822,100
10,imbalanced,8,False,22,0.1005,7
10,imbalanced,9,False,1,0.0722,4
10,imbalanced,9,False,2,0.0438,100
10,imbalanced,9,False,3,0.1031,10
10,imbalanced,9,False,4,0.1319,5
10,imbalanced,9,False,5,0.124,5
10,imbalanced,9,False,6,0.0227,1
10,imbalanced,9,False,7,0.1014,4
10,imbalanced,9,False,8,0.1241,2
10,imbalanced,9,False,9,0.3533,175
10,imbalanced,9,False,10,0.2534,20
10,imbalanced,9,False,11,0.0277,0
10,imbalanced,9,False,12,0.09,2
10,imbalanced,9,False,13,0.2422,45
10,imbalanced,9,False,14,0.0729,1
10,imbalanced,9,False,15,0.0526,1
10,imbalanced,9,False,16,0.1349,27840
10,imbalanced,9,False,17,0.0746,1
10,imbalanced,9,False,18,0.2661,100
10,imbalanced,9,False,19,0.0775,1
10,imbalanced,9,False,20,0.0979,1804
10,imbalanced,9,False,21,0.1789,100
10,imbalanced,9,False,22,0.0969,7
10,imbalanced,10,False,1,0.0713,4
10,imbalanced,10,False,2,0.0432,100
10,imbalanced,10,False,3,0.107,10
10,imbalanced,10,False,4,0.1045,5
10,imbalanced,10,False,5,0.1243,5
10,imbalanced,10,False,6,0.0233,1
10,imbalanced,10,False,7,0.0969,4
10,imbalanced,10,False,8,0.1228,2
10,imbalanced,10,False,9,0.3407,175
10,imbalanced,10,False,10,0.2426,20
10,imbalanced,10,False,11,0.0331,0
10,imbalanced,10,False,12,0.0812,2
10,imbalanced,10,False,13,0.2426,45
10,imbalanced,10,False,14,0.0745,1
10,imbalanced,10,False,15,0.0517,1
10,imbalanced,10,False,16,0.1344,27840
10,imbalanced,10,False,17,0.073,1
10,imbalanced,10,False,18,0.2761,100
10,imbalanced,10,False,19,0.0778,1
10,imbalanced,10,False,20,0.0962,1804
10,imbalanced,10,False,21,0.1862,100
10,imbalanced,10,False,22,0.084,7
10,imbalanced,11,False,1,0.072,4
10,imbalanced,11,False,2,0.0459,100
10,imbalanced,11,False,3,0.112,10
10,imbalanced,11,False,4,0.1102,5
10,imbalanced,11,False,5,0.119,5
10,imbalanced,11,False,6,0.0225,1
10,imbalanced,11,False,7,0.1024,4
10,imbalanced,11,False,8,0.1244,2
10,imbalanced,11,False,9,0.3347,175
10,imbalanced,11,False,10,0.2496,20
10,imbalanced,11,False,11,0.0273,0
