sf,tag,pass,warmup,query,elapsed_s,rows
30,interleaved,1,True,1,5.8179,4
30,interleaved,1,True,2,0.9878,100
30,interleaved,1,True,3,3.0535,10
30,interleaved,1,True,4,1.8449,5
30,interleaved,1,True,5,0.9471,5
30,interleaved,1,True,6,0.0597,1
30,interleaved,1,True,7,0.2518,4
30,interleaved,1,True,8,0.4145,2
30,interleaved,1,True,9,1.1559,175
30,interleaved,1,True,10,1.0009,20
30,interleaved,1,True,11,0.0654,0
30,interleaved,1,True,12,0.2289,2
30,interleaved,1,True,13,1.8213,45
30,interleaved,1,True,14,0.1664,1
30,interleaved,1,True,15,0.12,1
30,interleaved,1,True,16,0.2591,27840
30,interleaved,1,True,17,0.2221,1
30,interleaved,1,True,18,0.7469,100
30,interleaved,1,True,19,0.1954,1
30,interleaved,1,True,20,0.2349,5404
30,interleaved,1,True,21,0.513,100
30,interleaved,1,True,22,0.2664,7
30,interleaved,2,False,1,0.1971,4
30,interleaved,2,False,2,0.1246,100
30,interleaved,2,False,3,0.3247,10
30,interleaved,2,False,4,0.2245,5
30,interleaved,2,False,5,0.3081,5
30,interleaved,2,False,6,0.0585,1
30,interleaved,2,False,7,0.2312,4
30,interleaved,2,False,8,0.2433,2
30,interleaved,2,False,9,1.0121,175
30,interleaved,2,False,10,0.4003,20
30,interleaved,2,False,11,0.0535,0
30,interleaved,2,False,12,0.229,2
30,interleaved,2,False,13,0.5488,45
30,interleaved,2,False,14,0.1629,1
30,interleaved,2,False,15,0.1135,1
30,interleaved,2,False,16,0.2558,27840
30,interleaved,2,False,17,0.1977,1
30,interleaved,2,False,18,0.731,100
30,interleaved,2,False,19,0.2373,1
30,interleaved,2,False,20,0.2477,5404
30,interleaved,2,False,21,0.5109,100
30,interleaved,2,False,22,0.1986,7
30,interleaved,3,False,1,0.1964,4
30,interleaved,3,False,2,0.1044,100
30,interleaved,3,False,3,0.3254,10
30,interleaved,3,False,4,0.2483,5
30,interleaved,3,False,5,0.3056,5
30,interleaved,3,False,6,0.059,1
30,interleaved,3,False,7,0.2273,4
30,interleaved,3,False,8,0.2421,2
30,interleaved,3,False,9,1.0948,175
30,interleaved,3,False,10,0.3958,20
30,interleaved,3,False,11,0.0537,0
30,interleaved,3,False,12,0.2286,2
30,interleaved,3,False,13,0.559,45
30,interleaved,3,False,14,0.1746,1
30,interleaved,3,False,15,0.1154,1
30,interleaved,3,False,16,0.2692,27840
30,interleaved,3,False,17,0.1983,1
30,interleaved,3,False,18,0.7056,100
30,interleaved,3,False,19,0.2022,1
30,interleaved,3,False,20,0.2475,5404
30,interleaved,3,False,21,0.5026,100
30,interleaved,3,False,22,0.1955,7
30,interleaved,4,False,1,0.197,4
30,interleaved,4,False,2,0.1141,100
30,interleaved,4,False,3,0.3142,10
30,interleaved,4,False,4,0.2239,5
30,interleaved,4,False,5,0.304,5
30,interleaved,4,False,6,0.0586,1
30,interleaved,4,False,7,0.2292,4
30,interleaved,4,False,8,0.2541,2
