sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,8,5,firsttouch,1,True,6,6.6122,1,2026-08-24T18:30:30.797766,2026-08-24T18:30:37.410044
30,8,0,firsttouch,1,True,1,8.1591,4,2026-08-24T18:30:30.785441,2026-08-24T18:30:38.944589
30,8,0,firsttouch,1,True,2,1.4316,100,2026-08-24T18:30:38.944664,2026-08-24T18:30:40.376262
30,8,1,firsttouch,1,True,2,9.6129,100,2026-08-24T18:30:30.788380,2026-08-24T18:30:40.401270
30,8,4,firsttouch,1,True,5,9.6387,5,2026-08-24T18:30:30.795504,2026-08-24T18:30:40.434187
30,8,7,firsttouch,1,True,8,9.8538,2,2026-08-24T18:30:30.803719,2026-08-24T18:30:40.657503
30,8,2,firsttouch,1,True,3,9.9548,10,2026-08-24T18:30:30.791661,2026-08-24T18:30:40.746461
30,8,6,firsttouch,1,True,7,10.0234,4,2026-08-24T18:30:30.799365,2026-08-24T18:30:40.822771
30,8,4,firsttouch,1,True,6,0.4807,1,2026-08-24T18:30:40.435971,2026-08-24T18:30:40.916682
30,8,5,firsttouch,1,True,7,4.1353,4,2026-08-24T18:30:37.410124,2026-08-24T18:30:41.545406
30,8,0,firsttouch,1,True,3,1.2919,10,2026-08-24T18:30:40.376362,2026-08-24T18:30:41.668335
30,8,6,firsttouch,1,True,8,0.8649,2,2026-08-24T18:30:40.823023,2026-08-24T18:30:41.687997
30,8,3,firsttouch,1,True,4,10.9389,5,2026-08-24T18:30:30.793968,2026-08-24T18:30:41.732922
30,8,4,firsttouch,1,True,7,1.0781,4,2026-08-24T18:30:40.916758,2026-08-24T18:30:41.994841
30,8,5,firsttouch,1,True,8,0.8519,2,2026-08-24T18:30:41.545502,2026-08-24T18:30:42.397440
30,8,0,firsttouch,1,True,4,0.8165,5,2026-08-24T18:30:41.668442,2026-08-24T18:30:42.485019
30,8,7,firsttouch,1,True,9,2.2935,175,2026-08-24T18:30:40.657628,2026-08-24T18:30:42.951160
30,8,1,firsttouch,1,True,3,2.7273,10,2026-08-24T18:30:40.417670,2026-08-24T18:30:43.144976
30,8,0,firsttouch,1,True,5,0.8795,5,2026-08-24T18:30:42.485178,2026-08-24T18:30:43.364719
30,8,0,firsttouch,1,True,6,0.5019,1,2026-08-24T18:30:43.364826,2026-08-24T18:30:43.866727
30,8,6,firsttouch,1,True,9,2.2598,175,2026-08-24T18:30:41.693684,2026-08-24T18:30:43.953488
30,8,4,firsttouch,1,True,8,1.9695,2,2026-08-24T18:30:41.994940,2026-08-24T18:30:43.964511
