sf,tag,pass,warmup,query,elapsed_s,rows
10,numa-balancing,1,True,1,1.5516,4
10,numa-balancing,1,True,2,0.2661,100
10,numa-balancing,1,True,3,0.8391,10
10,numa-balancing,1,True,4,0.7585,5
10,numa-balancing,1,True,5,0.2145,5
10,numa-balancing,1,True,6,0.031,1
10,numa-balancing,1,True,7,0.103,4
10,numa-balancing,1,True,8,0.1552,2
10,numa-balancing,1,True,9,0.3646,175
10,numa-balancing,1,True,10,0.393,20
10,numa-balancing,1,True,11,0.0334,0
10,numa-balancing,1,True,12,0.0795,2
10,numa-balancing,1,True,13,0.5977,45
10,numa-balancing,1,True,14,0.0732,1
10,numa-balancing,1,True,15,0.0482,1
10,numa-balancing,1,True,16,0.1331,27840
10,numa-balancing,1,True,17,0.0805,1
10,numa-balancing,1,True,18,0.2286,100
10,numa-balancing,1,True,19,0.077,1
10,numa-balancing,1,True,20,0.0942,1804
10,numa-balancing,1,True,21,0.1788,100
10,numa-balancing,1,True,22,0.0868,7
10,numa-balancing,2,False,1,0.0713,4
10,numa-balancing,2,False,2,0.0468,100
10,numa-balancing,2,False,3,0.1019,10
10,numa-balancing,2,False,4,0.1224,5
10,numa-balancing,2,False,5,0.1135,5
10,numa-balancing,2,False,6,0.0224,1
10,numa-balancing,2,False,7,0.1014,4
10,numa-balancing,2,False,8,0.1239,2
10,numa-balancing,2,False,9,0.3366,175
10,numa-balancing,2,False,10,0.2462,20
10,numa-balancing,2,False,11,0.027,0
10,numa-balancing,2,False,12,0.0803,2
10,numa-balancing,2,False,13,0.2307,45
10,numa-balancing,2,False,14,0.0723,1
10,numa-balancing,2,False,15,0.0454,1
10,numa-balancing,2,False,16,0.1317,27840
10,numa-balancing,2,False,17,0.0729,1
10,numa-balancing,2,False,18,0.2335,100
10,numa-balancing,2,False,19,0.0793,1
10,numa-balancing,2,False,20,0.0921,1804
10,numa-balancing,2,False,21,0.1861,100
10,numa-balancing,2,False,22,0.0978,7
