sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,8,5,repl,1,True,6,8.2907,1,2026-08-24T18:26:19.805009,2026-08-24T18:26:28.095710
30,8,0,repl,1,True,1,8.341,4,2026-08-24T18:26:19.793123,2026-08-24T18:26:28.134219
30,8,4,repl,1,True,5,9.2657,5,2026-08-24T18:26:19.802712,2026-08-24T18:26:29.068425
30,8,0,repl,1,True,2,1.2798,100,2026-08-24T18:26:28.134334,2026-08-24T18:26:29.414172
30,8,4,repl,1,True,6,0.4308,1,2026-08-24T18:26:29.068492,2026-08-24T18:26:29.499349
30,8,6,repl,1,True,7,9.8189,4,2026-08-24T18:26:19.806847,2026-08-24T18:26:29.625791
30,8,7,repl,1,True,8,9.9265,2,2026-08-24T18:26:19.811281,2026-08-24T18:26:29.737817
30,8,1,repl,1,True,2,9.9613,100,2026-08-24T18:26:19.796069,2026-08-24T18:26:29.757404
30,8,2,repl,1,True,3,10.5825,10,2026-08-24T18:26:19.799323,2026-08-24T18:26:30.381888
30,8,0,repl,1,True,3,1.128,10,2026-08-24T18:26:29.414318,2026-08-24T18:26:30.542347
30,8,6,repl,1,True,8,0.9537,2,2026-08-24T18:26:29.625907,2026-08-24T18:26:30.579603
30,8,4,repl,1,True,7,1.2385,4,2026-08-24T18:26:29.499468,2026-08-24T18:26:30.738012
30,8,5,repl,1,True,7,2.8638,4,2026-08-24T18:26:28.095797,2026-08-24T18:26:30.959680
30,8,0,repl,1,True,4,1.2036,5,2026-08-24T18:26:30.542453,2026-08-24T18:26:31.746116
30,8,4,repl,1,True,8,1.3542,2,2026-08-24T18:26:30.738141,2026-08-24T18:26:32.092367
30,8,3,repl,1,True,4,12.444,5,2026-08-24T18:26:19.801235,2026-08-24T18:26:32.245241
30,8,1,repl,1,True,3,2.5598,10,2026-08-24T18:26:29.757516,2026-08-24T18:26:32.317368
30,8,7,repl,1,True,9,3.2825,175,2026-08-24T18:26:29.737942,2026-08-24T18:26:33.020438
30,8,0,repl,1,True,5,1.6496,5,2026-08-24T18:26:31.746220,2026-08-24T18:26:33.395867
