sf,tag,pass,warmup,query,elapsed_s,rows
30-raw,repl,1,True,1,29.2035,4
30-raw,repl,1,True,2,3.0228,100
30-raw,repl,1,True,3,7.6834,10
30-raw,repl,1,True,4,5.5866,5
30-raw,repl,1,True,5,4.3527,5
30-raw,repl,1,True,6,0.1396,1
30-raw,repl,1,True,7,0.3327,4
30-raw,repl,1,True,8,2.4888,2
30-raw,repl,1,True,9,1.4558,175
30-raw,repl,1,True,10,1.751,20
30-raw,repl,1,True,11,0.33,0
30-raw,repl,1,True,12,3.4377,2
30-raw,repl,1,True,13,5.2944,45
30-raw,repl,1,True,14,0.2083,1
30-raw,repl,1,True,15,0.1368,1
30-raw,repl,1,True,16,0.2884,27840
30-raw,repl,1,True,17,0.4187,1
30-raw,repl,1,True,18,0.9313,100
30-raw,repl,1,True,19,4.2621,1
30-raw,repl,1,True,20,0.2781,5404
30-raw,repl,1,True,21,0.6178,100
30-raw,repl,1,True,22,0.1659,7
30-raw,repl,2,False,1,0.4543,4
30-raw,repl,2,False,2,0.1002,100
30-raw,repl,2,False,3,0.2909,10
30-raw,repl,2,False,4,0.2225,5
30-raw,repl,2,False,5,0.2472,5
30-raw,repl,2,False,6,0.0628,1
30-raw,repl,2,False,7,0.1787,4
30-raw,repl,2,False,8,0.2067,2
30-raw,repl,2,False,9,0.8868,175
30-raw,repl,2,False,10,0.4566,20
30-raw,repl,2,False,11,0.0559,0
30-raw,repl,2,False,12,0.2813,2
30-raw,repl,2,False,13,0.5084,45
30-raw,repl,2,False,14,0.1365,1
30-raw,repl,2,False,15,0.0838,1
30-raw,repl,2,False,16,0.2116,27840
30-raw,repl,2,False,17,0.1614,1
30-raw,repl,2,False,18,0.513,100
30-raw,repl,2,False,19,0.3291,1
30-raw,repl,2,False,20,0.178,5404
30-raw,repl,2,False,21,0.4405,100
30-raw,repl,2,False,22,0.1343,7
30-raw,repl,3,False,1,0.3809,4
30-raw,repl,3,False,2,0.0845,100
30-raw,repl,3,False,3,0.2599,10
30-raw,repl,3,False,4,0.182,5
30-raw,repl,3,False,5,0.2287,5
30-raw,repl,3,False,6,0.0412,1
30-raw,repl,3,False,7,0.1677,4
30-raw,repl,3,False,8,0.1766,2
30-raw,repl,3,False,9,0.8312,175
30-raw,repl,3,False,10,0.4059,20
30-raw,repl,3,False,11,0.044,0
30-raw,repl,3,False,12,0.2479,2
30-raw,repl,3,False,13,0.4707,45
30-raw,repl,3,False,14,0.1171,1
30-raw,repl,3,False,15,0.0792,1
30-raw,repl,3,False,16,0.1962,27840
30-raw,repl,3,False,17,0.1426,1
30-raw,repl,3,False,18,0.4874,100
30-raw,repl,3,False,19,0.2996,1
30-raw,repl,3,False,20,0.187,5404
30-raw,repl,3,False,21,0.4076,100
30-raw,repl,3,False,22,0.1541,7
30-raw,repl,4,False,1,0.3321,4
30-raw,repl,4,False,2,0.0867,100
30-raw,repl,4,False,3,0.2594,10
30-raw,repl,4,False,4,0.1711,5
30-raw,repl,4,False,5,0.2375,5
30-raw,repl,4,False,6,0.0401,1
30-raw,repl,4,False,7,0.1698,4
30-raw,repl,4,False,8,0.1749,2
30-raw,repl,4,False,9,0.8172,175
30-raw,repl,4,False,10,0.3409,20
30-raw,repl,4,False,11,0.046,0
30-raw,repl,4,False,12,0.2245,2
30-raw,repl,4,False,13,0.4135,45
30-raw,repl,4,False,14,0.1152,1
30-raw,repl,4,False,15,0.0879,1
30-raw,repl,4,False,16,0.191,27840
30-raw,repl,4,False,17,0.1511,1
30-raw,repl,4,False,18,0.4942,100
30-raw,repl,4,False,19,0.2572,1
30-raw,repl,4,False,20,0.1695,5404
30-raw,repl,4,False,21,0.4058,100
30-raw,repl,4,False,22,0.1744,7
30-raw,repl,5,False,1,0.2814,4
30-raw,repl,5,False,2,0.077,100
30-raw,repl,5,False,3,0.252,10
30-raw,repl,5,False,4,0.1769,5
30-raw,repl,5,False,5,0.2378,5
30-raw,repl,5,False,6,0.0381,1
30-raw,repl,5,False,7,0.1674,4
30-raw,repl,5,False,8,0.1804,2
30-raw,repl,5,False,9,0.8436,175
30-raw,repl,5,False,10,0.3629,20
30-raw,repl,5,False,11,0.0439,0
30-raw,repl,5,False,12,0.2114,2
30-raw,repl,5,False,13,0.3902,45
30-raw,repl,5,False,14,0.1226,1
30-raw,repl,5,False,15,0.0798,1
30-raw,repl,5,False,16,0.1972,27840
30-raw,repl,5,False,17,0.1424,1
30-raw,repl,5,False,18,0.4854,100
30-raw,repl,5,False,19,0.229,1
30-raw,repl,5,False,20,0.1803,5404
30-raw,repl,5,False,21,0.4027,100
30-raw,repl,5,False,22,0.145,7
30-raw,repl,6,False,1,0.2614,4
30-raw,repl,6,False,2,0.0674,100
30-raw,repl,6,False,3,0.251,10
30-raw,repl,6,False,4,0.1781,5
30-raw,repl,6,False,5,0.2324,5
30-raw,repl,6,False,6,0.0381,1
30-raw,repl,6,False,7,0.1646,4
30-raw,repl,6,False,8,0.1765,2
30-raw,repl,6,False,9,0.8312,175
30-raw,repl,6,False,10,0.3266,20
30-raw,repl,6,False,11,0.0492,0
30-raw,repl,6,False,12,0.1964,2
