sf,tag,pass,warmup,query,elapsed_s,rows
30-raw,imbalanced,1,True,1,29.223,4
30-raw,imbalanced,1,True,2,3.0201,100
30-raw,imbalanced,1,True,3,7.7142,10
30-raw,imbalanced,1,True,4,5.5174,5
30-raw,imbalanced,1,True,5,4.4196,5
30-raw,imbalanced,1,True,6,0.0712,1
30-raw,imbalanced,1,True,7,0.2331,4
30-raw,imbalanced,1,True,8,2.4422,2
30-raw,imbalanced,1,True,9,1.2764,175
30-raw,imbalanced,1,True,10,1.6573,20
30-raw,imbalanced,1,True,11,0.3384,0
30-raw,imbalanced,1,True,12,3.4672,2
30-raw,imbalanced,1,True,13,5.3555,45
30-raw,imbalanced,1,True,14,0.1488,1
30-raw,imbalanced,1,True,15,0.1098,1
30-raw,imbalanced,1,True,16,0.3165,27840
30-raw,imbalanced,1,True,17,0.2916,1
30-raw,imbalanced,1,True,18,1.0572,100
30-raw,imbalanced,1,True,19,4.3438,1
30-raw,imbalanced,1,True,20,0.23,5404
30-raw,imbalanced,1,True,21,0.6219,100
30-raw,imbalanced,1,True,22,0.182,7
30-raw,imbalanced,2,False,1,0.2595,4
30-raw,imbalanced,2,False,2,0.0736,100
30-raw,imbalanced,2,False,3,0.3076,10
30-raw,imbalanced,2,False,4,0.2081,5
30-raw,imbalanced,2,False,5,0.286,5
30-raw,imbalanced,2,False,6,0.0677,1
30-raw,imbalanced,2,False,7,0.2269,4
30-raw,imbalanced,2,False,8,0.232,2
30-raw,imbalanced,2,False,9,0.9579,175
30-raw,imbalanced,2,False,10,0.4224,20
30-raw,imbalanced,2,False,11,0.0497,0
30-raw,imbalanced,2,False,12,0.2213,2
30-raw,imbalanced,2,False,13,0.5005,45
30-raw,imbalanced,2,False,14,0.1536,1
30-raw,imbalanced,2,False,15,0.106,1
30-raw,imbalanced,2,False,16,0.2645,27840
30-raw,imbalanced,2,False,17,0.1772,1
30-raw,imbalanced,2,False,18,0.7154,100
30-raw,imbalanced,2,False,19,0.2342,1
30-raw,imbalanced,2,False,20,0.2076,5404
30-raw,imbalanced,2,False,21,0.4848,100
30-raw,imbalanced,2,False,22,0.1746,7
30-raw,imbalanced,3,False,1,0.259,4
30-raw,imbalanced,3,False,2,0.0845,100
30-raw,imbalanced,3,False,3,0.3033,10
30-raw,imbalanced,3,False,4,0.2144,5
30-raw,imbalanced,3,False,5,0.2877,5
30-raw,imbalanced,3,False,6,0.0685,1
30-raw,imbalanced,3,False,7,0.2282,4
30-raw,imbalanced,3,False,8,0.213,2
30-raw,imbalanced,3,False,9,0.9954,175
30-raw,imbalanced,3,False,10,0.4289,20
30-raw,imbalanced,3,False,11,0.0506,0
30-raw,imbalanced,3,False,12,0.2228,2
30-raw,imbalanced,3,False,13,0.5006,45
30-raw,imbalanced,3,False,14,0.1497,1
30-raw,imbalanced,3,False,15,0.1086,1
30-raw,imbalanced,3,False,16,0.2449,27840
30-raw,imbalanced,3,False,17,0.2076,1
30-raw,imbalanced,3,False,18,0.7093,100
30-raw,imbalanced,3,False,19,0.218,1
30-raw,imbalanced,3,False,20,0.203,5404
30-raw,imbalanced,3,False,21,0.5032,100
30-raw,imbalanced,3,False,22,0.195,7
30-raw,imbalanced,4,False,1,0.2622,4
30-raw,imbalanced,4,False,2,0.1073,100
30-raw,imbalanced,4,False,3,0.3048,10
30-raw,imbalanced,4,False,4,0.2117,5
30-raw,imbalanced,4,False,5,0.2904,5
30-raw,imbalanced,4,False,6,0.0705,1
30-raw,imbalanced,4,False,7,0.2269,4
30-raw,imbalanced,4,False,8,0.2206,2
30-raw,imbalanced,4,False,9,0.9696,175
30-raw,imbalanced,4,False,10,0.4244,20
30-raw,imbalanced,4,False,11,0.052,0
30-raw,imbalanced,4,False,12,0.2216,2
30-raw,imbalanced,4,False,13,0.4996,45
30-raw,imbalanced,4,False,14,0.1483,1
30-raw,imbalanced,4,False,15,0.1082,1
30-raw,imbalanced,4,False,16,0.2392,27840
30-raw,imbalanced,4,False,17,0.1806,1
30-raw,imbalanced,4,False,18,0.7139,100
30-raw,imbalanced,4,False,19,0.2219,1
30-raw,imbalanced,4,False,20,0.2144,5404
30-raw,imbalanced,4,False,21,0.511,100
30-raw,imbalanced,4,False,22,0.1813,7
30-raw,imbalanced,5,False,1,0.2601,4
30-raw,imbalanced,5,False,2,0.1013,100
30-raw,imbalanced,5,False,3,0.3146,10
30-raw,imbalanced,5,False,4,0.21,5
30-raw,imbalanced,5,False,5,0.2879,5
30-raw,imbalanced,5,False,6,0.0687,1
30-raw,imbalanced,5,False,7,0.2328,4
30-raw,imbalanced,5,False,8,0.2172,2
30-raw,imbalanced,5,False,9,1.0152,175
30-raw,imbalanced,5,False,10,0.4301,20
30-raw,imbalanced,5,False,11,0.0507,0
30-raw,imbalanced,5,False,12,0.2118,2
30-raw,imbalanced,5,False,13,0.4995,45
30-raw,imbalanced,5,False,14,0.1509,1
30-raw,imbalanced,5,False,15,0.1075,1
30-raw,imbalanced,5,False,16,0.2568,27840
30-raw,imbalanced,5,False,17,0.2006,1
30-raw,imbalanced,5,False,18,0.7145,100
30-raw,imbalanced,5,False,19,0.2185,1
30-raw,imbalanced,5,False,20,0.223,5404
30-raw,imbalanced,5,False,21,0.5223,100
30-raw,imbalanced,5,False,22,0.1994,7
30-raw,imbalanced,6,False,1,0.2602,4
30-raw,imbalanced,6,False,2,0.0941,100
30-raw,imbalanced,6,False,3,0.3093,10
30-raw,imbalanced,6,False,4,0.2325,5
30-raw,imbalanced,6,False,5,0.2929,5
30-raw,imbalanced,6,False,6,0.0667,1
30-raw,imbalanced,6,False,7,0.2298,4
30-raw,imbalanced,6,False,8,0.2141,2
30-raw,imbalanced,6,False,9,1.0411,175
30-raw,imbalanced,6,False,10,0.4305,20
30-raw,imbalanced,6,False,11,0.0569,0
30-raw,imbalanced,6,False,12,0.2307,2
30-raw,imbalanced,6,False,13,0.5028,45
30-raw,imbalanced,6,False,14,0.153,1
30-raw,imbalanced,6,False,15,0.1066,1
30-raw,imbalanced,6,False,16,0.2476,27840
30-raw,imbalanced,6,False,17,0.1913,1
30-raw,imbalanced,6,False,18,0.7139,100
30-raw,imbalanced,6,False,19,0.2425,1
30-raw,imbalanced,6,False,20,0.1992,5404
30-raw,imbalanced,6,False,21,0.5092,100
30-raw,imbalanced,6,False,22,0.1916,7
30-raw,imbalanced,7,False,1,0.2604,4
30-raw,imbalanced,7,False,2,0.117,100
30-raw,imbalanced,7,False,3,0.3096,10
30-raw,imbalanced,7,False,4,0.2109,5
30-raw,imbalanced,7,False,5,0.2912,5
30-raw,imbalanced,7,False,6,0.0677,1
30-raw,imbalanced,7,False,7,0.2159,4
30-raw,imbalanced,7,False,8,0.2302,2
30-raw,imbalanced,7,False,9,1.0342,175
30-raw,imbalanced,7,False,10,0.415,20
30-raw,imbalanced,7,False,11,0.0488,0
30-raw,imbalanced,7,False,12,0.2201,2
30-raw,imbalanced,7,False,13,0.499,45
30-raw,imbalanced,7,False,14,0.1426,1
30-raw,imbalanced,7,False,15,0.1085,1
30-raw,imbalanced,7,False,16,0.246,27840
30-raw,imbalanced,7,False,17,0.1748,1
30-raw,imbalanced,7,False,18,0.701,100
30-raw,imbalanced,7,False,19,0.2155,1
30-raw,imbalanced,7,False,20,0.1977,5404
30-raw,imbalanced,7,False,21,0.4942,100
30-raw,imbalanced,7,False,22,0.1869,7
30-raw,imbalanced,8,False,1,0.2832,4
30-raw,imbalanced,8,False,2,0.0858,100
