variant,tag,pass,warmup,query,elapsed_s,rows
base,interleaved,1,True,1,0.0493,1
base,interleaved,1,True,2,0.3119,1
base,interleaved,1,True,3,0.502,1
base,interleaved,1,True,4,1.0372,1
base,interleaved,1,True,5,0.2353,1
base,interleaved,1,True,6,1.7947,1
base,interleaved,1,True,7,0.0166,1
base,interleaved,1,True,8,0.0182,18
base,interleaved,1,True,9,0.6821,10
base,interleaved,1,True,10,0.363,10
base,interleaved,1,True,11,0.3957,10
base,interleaved,1,True,12,0.2505,10
base,interleaved,1,True,13,0.1961,10
base,interleaved,1,True,14,0.3413,10
base,interleaved,1,True,15,0.3981,10
base,interleaved,1,True,16,0.2102,10
base,interleaved,1,True,17,0.4737,10
base,interleaved,1,True,18,0.4289,10
base,interleaved,1,True,19,2.229,10
base,interleaved,1,True,20,0.0155,4
base,interleaved,1,True,21,10.1422,1
base,interleaved,1,True,22,0.3857,10
base,interleaved,1,True,23,4.9912,10
base,interleaved,1,True,24,0.3692,10
base,interleaved,1,True,25,0.0232,10
base,interleaved,1,True,26,0.0596,10
base,interleaved,1,True,27,0.0174,10
base,interleaved,1,True,28,0.2422,25
base,interleaved,1,True,29,6.078,25
base,interleaved,1,True,30,0.0497,1
base,interleaved,1,True,31,0.4756,10
base,interleaved,1,True,32,1.8167,10
base,interleaved,1,True,33,1.343,10
base,interleaved,1,True,34,1.0837,10
base,interleaved,1,True,35,1.1169,10
base,interleaved,1,True,36,0.1981,10
base,interleaved,1,True,37,0.0495,10
base,interleaved,1,True,38,0.0146,10
base,interleaved,1,True,39,0.0226,10
base,interleaved,1,True,40,0.0702,10
base,interleaved,1,True,41,0.0512,10
base,interleaved,1,True,42,0.0242,10
base,interleaved,1,True,43,0.0122,10
base,interleaved,2,False,1,0.0014,1
base,interleaved,2,False,2,0.0589,1
base,interleaved,2,False,3,0.015,1
base,interleaved,2,False,4,0.017,1
base,interleaved,2,False,5,0.2041,1
base,interleaved,2,False,6,0.2306,1
base,interleaved,2,False,7,0.0295,1
base,interleaved,2,False,8,0.0121,18
base,interleaved,2,False,9,0.2531,10
base,interleaved,2,False,10,0.3581,10
base,interleaved,2,False,11,0.1263,10
base,interleaved,2,False,12,0.0815,10
base,interleaved,2,False,13,0.1923,10
base,interleaved,2,False,14,0.3395,10
base,interleaved,2,False,15,0.1968,10
base,interleaved,2,False,16,0.2097,10
base,interleaved,2,False,17,0.4918,10
base,interleaved,2,False,18,0.4362,10
base,interleaved,2,False,19,0.8688,10
base,interleaved,2,False,20,0.0209,4
base,interleaved,2,False,21,0.303,1
base,interleaved,2,False,22,0.3155,10
base,interleaved,2,False,23,0.4056,10
base,interleaved,2,False,24,0.0922,10
base,interleaved,2,False,25,0.02,10
base,interleaved,2,False,26,0.0652,10
base,interleaved,2,False,27,0.0182,10
base,interleaved,2,False,28,0.2415,25
base,interleaved,2,False,29,3.8014,25
base,interleaved,2,False,30,0.0499,1
base,interleaved,2,False,31,0.1937,10
base,interleaved,2,False,32,0.2595,10
base,interleaved,2,False,33,1.2911,10
base,interleaved,2,False,34,1.1702,10
base,interleaved,2,False,35,1.0082,10
base,interleaved,2,False,36,0.1901,10
base,interleaved,2,False,37,0.0448,10
