variant,tag,pass,warmup,query,elapsed_s,rows
-raw,firsttouch,1,True,1,0.0769,1
-raw,firsttouch,1,True,2,0.8898,1
-raw,firsttouch,1,True,3,0.9788,1
-raw,firsttouch,1,True,4,3.5534,1
-raw,firsttouch,1,True,5,0.3413,1
-raw,firsttouch,1,True,6,5.1242,1
-raw,firsttouch,1,True,7,0.0205,1
-raw,firsttouch,1,True,8,0.0183,18
-raw,firsttouch,1,True,9,1.8445,10
-raw,firsttouch,1,True,10,0.3245,10
-raw,firsttouch,1,True,11,1.984,10
-raw,firsttouch,1,True,12,0.915,10
-raw,firsttouch,1,True,13,0.1637,10
-raw,firsttouch,1,True,14,0.2864,10
-raw,firsttouch,1,True,15,0.9487,10
-raw,firsttouch,1,True,16,0.2114,10
-raw,firsttouch,1,True,17,0.444,10
-raw,firsttouch,1,True,18,0.3777,10
-raw,firsttouch,1,True,19,3.5169,10
-raw,firsttouch,1,True,20,0.0086,4
-raw,firsttouch,1,True,21,33.2736,1
-raw,firsttouch,1,True,22,0.1214,10
-raw,firsttouch,1,True,23,28.1906,10
-raw,firsttouch,1,True,24,0.4421,10
-raw,firsttouch,1,True,25,0.0099,10
-raw,firsttouch,1,True,26,0.0509,10
-raw,firsttouch,1,True,27,0.0111,10
-raw,firsttouch,1,True,28,0.3765,25
-raw,firsttouch,1,True,29,17.6541,25
-raw,firsttouch,1,True,30,0.0426,1
-raw,firsttouch,1,True,31,1.3847,10
-raw,firsttouch,1,True,32,1.8153,10
-raw,firsttouch,1,True,33,1.0821,10
-raw,firsttouch,1,True,34,0.7528,10
-raw,firsttouch,1,True,35,0.7999,10
-raw,firsttouch,1,True,36,0.1932,10
-raw,firsttouch,1,True,37,0.0334,10
-raw,firsttouch,1,True,38,0.024,10
-raw,firsttouch,1,True,39,0.0284,10
-raw,firsttouch,1,True,40,0.0775,10
-raw,firsttouch,1,True,41,0.0444,10
-raw,firsttouch,1,True,42,0.0172,10
-raw,firsttouch,1,True,43,0.0186,10
-raw,firsttouch,2,False,1,0.0013,1
-raw,firsttouch,2,False,2,0.0377,1
-raw,firsttouch,2,False,3,0.0107,1
-raw,firsttouch,2,False,4,0.0153,1
-raw,firsttouch,2,False,5,0.179,1
-raw,firsttouch,2,False,6,0.2063,1
-raw,firsttouch,2,False,7,0.0465,1
-raw,firsttouch,2,False,8,0.0128,18
-raw,firsttouch,2,False,9,0.2231,10
-raw,firsttouch,2,False,10,0.3334,10
-raw,firsttouch,2,False,11,0.0825,10
-raw,firsttouch,2,False,12,0.0862,10
-raw,firsttouch,2,False,13,0.1582,10
-raw,firsttouch,2,False,14,0.2984,10
-raw,firsttouch,2,False,15,0.1663,10
-raw,firsttouch,2,False,16,0.1896,10
-raw,firsttouch,2,False,17,0.398,10
-raw,firsttouch,2,False,18,0.3972,10
-raw,firsttouch,2,False,19,0.7598,10
-raw,firsttouch,2,False,20,0.011,4
-raw,firsttouch,2,False,21,0.2117,1
-raw,firsttouch,2,False,22,0.11,10
-raw,firsttouch,2,False,23,0.1678,10
-raw,firsttouch,2,False,24,0.0622,10
-raw,firsttouch,2,False,25,0.0142,10
-raw,firsttouch,2,False,26,0.0486,10
-raw,firsttouch,2,False,27,0.0115,10
-raw,firsttouch,2,False,28,0.0916,25
-raw,firsttouch,2,False,29,5.0878,25
-raw,firsttouch,2,False,30,0.0467,1
-raw,firsttouch,2,False,31,0.1637,10
-raw,firsttouch,2,False,32,0.2284,10
-raw,firsttouch,2,False,33,1.0737,10
-raw,firsttouch,2,False,34,0.7258,10
-raw,firsttouch,2,False,35,0.7574,10
-raw,firsttouch,2,False,36,0.1747,10
-raw,firsttouch,2,False,37,0.0364,10
-raw,firsttouch,2,False,38,0.024,10
-raw,firsttouch,2,False,39,0.0177,10
-raw,firsttouch,2,False,40,0.075,10
-raw,firsttouch,2,False,41,0.0151,10
-raw,firsttouch,2,False,42,0.0123,10
-raw,firsttouch,2,False,43,0.0198,10
-raw,firsttouch,3,False,1,0.0013,1
-raw,firsttouch,3,False,2,0.0329,1
-raw,firsttouch,3,False,3,0.0095,1
-raw,firsttouch,3,False,4,0.0172,1
-raw,firsttouch,3,False,5,0.1849,1
-raw,firsttouch,3,False,6,0.2109,1
-raw,firsttouch,3,False,7,0.0464,1
-raw,firsttouch,3,False,8,0.0125,18
-raw,firsttouch,3,False,9,0.2203,10
-raw,firsttouch,3,False,10,0.3375,10
-raw,firsttouch,3,False,11,0.0782,10
-raw,firsttouch,3,False,12,0.0973,10
-raw,firsttouch,3,False,13,0.1563,10
-raw,firsttouch,3,False,14,0.2905,10
-raw,firsttouch,3,False,15,0.1677,10
-raw,firsttouch,3,False,16,0.2092,10
-raw,firsttouch,3,False,17,0.3899,10
-raw,firsttouch,3,False,18,0.3684,10
-raw,firsttouch,3,False,19,0.7377,10
-raw,firsttouch,3,False,20,0.0115,4
-raw,firsttouch,3,False,21,0.2069,1
-raw,firsttouch,3,False,22,0.1074,10
-raw,firsttouch,3,False,23,0.1641,10
-raw,firsttouch,3,False,24,0.0597,10
-raw,firsttouch,3,False,25,0.0121,10
-raw,firsttouch,3,False,26,0.0482,10
-raw,firsttouch,3,False,27,0.0103,10
-raw,firsttouch,3,False,28,0.0955,25
-raw,firsttouch,3,False,29,5.0634,25
-raw,firsttouch,3,False,30,0.0542,1
-raw,firsttouch,3,False,31,0.1654,10
-raw,firsttouch,3,False,32,0.2203,10
-raw,firsttouch,3,False,33,1.0696,10
-raw,firsttouch,3,False,34,0.7342,10
-raw,firsttouch,3,False,35,0.7569,10
-raw,firsttouch,3,False,36,0.1853,10
-raw,firsttouch,3,False,37,0.0284,10
-raw,firsttouch,3,False,38,0.0279,10
-raw,firsttouch,3,False,39,0.0122,10
-raw,firsttouch,3,False,40,0.061,10
-raw,firsttouch,3,False,41,0.0208,10
-raw,firsttouch,3,False,42,0.0135,10
-raw,firsttouch,3,False,43,0.0284,10
-raw,firsttouch,4,False,1,0.0013,1
-raw,firsttouch,4,False,2,0.0405,1
-raw,firsttouch,4,False,3,0.0093,1
-raw,firsttouch,4,False,4,0.0172,1
-raw,firsttouch,4,False,5,0.1894,1
-raw,firsttouch,4,False,6,0.2144,1
-raw,firsttouch,4,False,7,0.0464,1
-raw,firsttouch,4,False,8,0.0158,18
-raw,firsttouch,4,False,9,0.2345,10
-raw,firsttouch,4,False,10,0.3345,10
-raw,firsttouch,4,False,11,0.0726,10
-raw,firsttouch,4,False,12,0.0934,10
-raw,firsttouch,4,False,13,0.1656,10
-raw,firsttouch,4,False,14,0.2923,10
-raw,firsttouch,4,False,15,0.1791,10
-raw,firsttouch,4,False,16,0.1878,10
-raw,firsttouch,4,False,17,0.3973,10
-raw,firsttouch,4,False,18,0.3938,10
-raw,firsttouch,4,False,19,0.735,10
-raw,firsttouch,4,False,20,0.0086,4
-raw,firsttouch,4,False,21,0.2076,1
-raw,firsttouch,4,False,22,0.1073,10
-raw,firsttouch,4,False,23,0.1569,10
-raw,firsttouch,4,False,24,0.0615,10
-raw,firsttouch,4,False,25,0.0105,10
-raw,firsttouch,4,False,26,0.0493,10
-raw,firsttouch,4,False,27,0.0108,10
-raw,firsttouch,4,False,28,0.0938,25
-raw,firsttouch,4,False,29,5.0415,25
-raw,firsttouch,4,False,30,0.0426,1
-raw,firsttouch,4,False,31,0.1684,10
-raw,firsttouch,4,False,32,0.2204,10
-raw,firsttouch,4,False,33,1.0533,10
