variant,tag,pass,warmup,query,elapsed_s,rows
base,numa-balancing,1,True,1,0.0486,1
base,numa-balancing,1,True,2,0.3119,1
base,numa-balancing,1,True,3,0.503,1
base,numa-balancing,1,True,4,1.0447,1
base,numa-balancing,1,True,5,0.2109,1
base,numa-balancing,1,True,6,1.8642,1
base,numa-balancing,1,True,7,0.0158,1
base,numa-balancing,1,True,8,0.0187,18
base,numa-balancing,1,True,9,0.6816,10
base,numa-balancing,1,True,10,0.3573,10
base,numa-balancing,1,True,11,0.3938,10
base,numa-balancing,1,True,12,0.2503,10
base,numa-balancing,1,True,13,0.1886,10
base,numa-balancing,1,True,14,0.3048,10
base,numa-balancing,1,True,15,0.3771,10
base,numa-balancing,1,True,16,0.2016,10
base,numa-balancing,1,True,17,0.4948,10
base,numa-balancing,1,True,18,0.4147,10
base,numa-balancing,1,True,19,2.1904,10
base,numa-balancing,1,True,20,0.0118,4
base,numa-balancing,1,True,21,10.0529,1
base,numa-balancing,1,True,22,0.3305,10
base,numa-balancing,1,True,23,5.0803,10
base,numa-balancing,1,True,24,0.3589,10
base,numa-balancing,1,True,25,0.0165,10
base,numa-balancing,1,True,26,0.06,10
base,numa-balancing,1,True,27,0.0185,10
base,numa-balancing,1,True,28,0.238,25
base,numa-balancing,1,True,29,5.9198,25
base,numa-balancing,1,True,30,0.0575,1
base,numa-balancing,1,True,31,0.5673,10
base,numa-balancing,1,True,32,1.8675,10
base,numa-balancing,1,True,33,1.0943,10
base,numa-balancing,1,True,34,0.7837,10
base,numa-balancing,1,True,35,0.8759,10
base,numa-balancing,1,True,36,0.1814,10
base,numa-balancing,1,True,37,0.0373,10
base,numa-balancing,1,True,38,0.0128,10
base,numa-balancing,1,True,39,0.0321,10
base,numa-balancing,1,True,40,0.1011,10
base,numa-balancing,1,True,41,0.0503,10
base,numa-balancing,1,True,42,0.0143,10
base,numa-balancing,1,True,43,0.0184,10
base,numa-balancing,2,False,1,0.0013,1
base,numa-balancing,2,False,2,0.0236,1
base,numa-balancing,2,False,3,0.0151,1
base,numa-balancing,2,False,4,0.0166,1
base,numa-balancing,2,False,5,0.1707,1
base,numa-balancing,2,False,6,0.1393,1
base,numa-balancing,2,False,7,0.0276,1
base,numa-balancing,2,False,8,0.0145,18
base,numa-balancing,2,False,9,0.2227,10
base,numa-balancing,2,False,10,0.3665,10
base,numa-balancing,2,False,11,0.0772,10
base,numa-balancing,2,False,12,0.0788,10
base,numa-balancing,2,False,13,0.1641,10
base,numa-balancing,2,False,14,0.299,10
base,numa-balancing,2,False,15,0.1826,10
base,numa-balancing,2,False,16,0.2061,10
base,numa-balancing,2,False,17,0.4121,10
base,numa-balancing,2,False,18,0.3832,10
base,numa-balancing,2,False,19,0.7566,10
base,numa-balancing,2,False,20,0.0099,4
base,numa-balancing,2,False,21,0.3056,1
base,numa-balancing,2,False,22,0.294,10
base,numa-balancing,2,False,23,0.32,10
base,numa-balancing,2,False,24,0.0645,10
base,numa-balancing,2,False,25,0.0171,10
base,numa-balancing,2,False,26,0.0836,10
base,numa-balancing,2,False,27,0.0172,10
base,numa-balancing,2,False,28,0.2431,25
base,numa-balancing,2,False,29,3.7974,25
base,numa-balancing,2,False,30,0.0483,1
base,numa-balancing,2,False,31,0.184,10
base,numa-balancing,2,False,32,0.2417,10
base,numa-balancing,2,False,33,1.0338,10
base,numa-balancing,2,False,34,0.7836,10
base,numa-balancing,2,False,35,0.8699,10
base,numa-balancing,2,False,36,0.1905,10
base,numa-balancing,2,False,37,0.0449,10
base,numa-balancing,2,False,38,0.0159,10
base,numa-balancing,2,False,39,0.0176,10
base,numa-balancing,2,False,40,0.102,10
base,numa-balancing,2,False,41,0.0135,10
base,numa-balancing,2,False,42,0.0146,10
base,numa-balancing,2,False,43,0.0157,10
base,numa-balancing,3,False,1,0.0012,1
base,numa-balancing,3,False,2,0.0226,1
base,numa-balancing,3,False,3,0.0149,1
base,numa-balancing,3,False,4,0.0167,1
base,numa-balancing,3,False,5,0.1867,1
base,numa-balancing,3,False,6,0.138,1
base,numa-balancing,3,False,7,0.0275,1
base,numa-balancing,3,False,8,0.0114,18
base,numa-balancing,3,False,9,0.2392,10
base,numa-balancing,3,False,10,0.3396,10
base,numa-balancing,3,False,11,0.0771,10
base,numa-balancing,3,False,12,0.0768,10
base,numa-balancing,3,False,13,0.1715,10
base,numa-balancing,3,False,14,0.3339,10
base,numa-balancing,3,False,15,0.1791,10
base,numa-balancing,3,False,16,0.2007,10
base,numa-balancing,3,False,17,0.4097,10
base,numa-balancing,3,False,18,0.385,10
base,numa-balancing,3,False,19,0.7554,10
base,numa-balancing,3,False,20,0.0097,4
base,numa-balancing,3,False,21,0.3068,1
base,numa-balancing,3,False,22,0.2987,10
base,numa-balancing,3,False,23,0.3244,10
base,numa-balancing,3,False,24,0.0575,10
base,numa-balancing,3,False,25,0.0171,10
base,numa-balancing,3,False,26,0.0631,10
base,numa-balancing,3,False,27,0.0183,10
base,numa-balancing,3,False,28,0.2396,25
base,numa-balancing,3,False,29,3.7896,25
base,numa-balancing,3,False,30,0.0489,1
base,numa-balancing,3,False,31,0.184,10
base,numa-balancing,3,False,32,0.2455,10
base,numa-balancing,3,False,33,1.023,10
base,numa-balancing,3,False,34,0.776,10
base,numa-balancing,3,False,35,0.8628,10
base,numa-balancing,3,False,36,0.1814,10
base,numa-balancing,3,False,37,0.0383,10
base,numa-balancing,3,False,38,0.0179,10
base,numa-balancing,3,False,39,0.0307,10
base,numa-balancing,3,False,40,0.0748,10
base,numa-balancing,3,False,41,0.0129,10
base,numa-balancing,3,False,42,0.0135,10
base,numa-balancing,3,False,43,0.0175,10
base,numa-balancing,4,False,1,0.0013,1
base,numa-balancing,4,False,2,0.0263,1
base,numa-balancing,4,False,3,0.0148,1
base,numa-balancing,4,False,4,0.0167,1
base,numa-balancing,4,False,5,0.177,1
base,numa-balancing,4,False,6,0.1374,1
base,numa-balancing,4,False,7,0.0272,1
base,numa-balancing,4,False,8,0.0118,18
base,numa-balancing,4,False,9,0.245,10
base,numa-balancing,4,False,10,0.3631,10
base,numa-balancing,4,False,11,0.0878,10
base,numa-balancing,4,False,12,0.0726,10
base,numa-balancing,4,False,13,0.1702,10
base,numa-balancing,4,False,14,0.327,10
base,numa-balancing,4,False,15,0.1875,10
base,numa-balancing,4,False,16,0.2031,10
base,numa-balancing,4,False,17,0.4314,10
base,numa-balancing,4,False,18,0.4009,10
base,numa-balancing,4,False,19,0.7674,10
base,numa-balancing,4,False,20,0.0073,4
base,numa-balancing,4,False,21,0.2983,1
base,numa-balancing,4,False,22,0.3051,10
base,numa-balancing,4,False,23,0.33,10
base,numa-balancing,4,False,24,0.0634,10
base,numa-balancing,4,False,25,0.0155,10
base,numa-balancing,4,False,26,0.0597,10
base,numa-balancing,4,False,27,0.0177,10
base,numa-balancing,4,False,28,0.2411,25
base,numa-balancing,4,False,29,3.8251,25
base,numa-balancing,4,False,30,0.0482,1
base,numa-balancing,4,False,31,0.1823,10
base,numa-balancing,4,False,32,0.2391,10
base,numa-balancing,4,False,33,1.0521,10
base,numa-balancing,4,False,34,0.7749,10
