variant,tag,pass,warmup,query,elapsed_s,rows
base,imbalanced,1,True,1,0.0495,1
base,imbalanced,1,True,2,0.3094,1
base,imbalanced,1,True,3,0.5041,1
base,imbalanced,1,True,4,1.0431,1
base,imbalanced,1,True,5,0.2426,1
base,imbalanced,1,True,6,1.7937,1
base,imbalanced,1,True,7,0.0157,1
base,imbalanced,1,True,8,0.0179,18
base,imbalanced,1,True,9,0.7025,10
base,imbalanced,1,True,10,0.384,10
base,imbalanced,1,True,11,0.3992,10
base,imbalanced,1,True,12,0.2536,10
base,imbalanced,1,True,13,0.2214,10
base,imbalanced,1,True,14,0.4288,10
base,imbalanced,1,True,15,0.4085,10
base,imbalanced,1,True,16,0.2411,10
base,imbalanced,1,True,17,0.516,10
base,imbalanced,1,True,18,0.4953,10
base,imbalanced,1,True,19,2.45,10
base,imbalanced,1,True,20,0.0113,4
base,imbalanced,1,True,21,10.1206,1
base,imbalanced,1,True,22,0.3327,10
base,imbalanced,1,True,23,4.9903,10
base,imbalanced,1,True,24,0.3638,10
base,imbalanced,1,True,25,0.0155,10
base,imbalanced,1,True,26,0.0614,10
base,imbalanced,1,True,27,0.0183,10
base,imbalanced,1,True,28,0.249,25
base,imbalanced,1,True,29,6.0104,25
base,imbalanced,1,True,30,0.0493,1
base,imbalanced,1,True,31,0.4868,10
base,imbalanced,1,True,32,1.8331,10
base,imbalanced,1,True,33,1.4223,10
base,imbalanced,1,True,34,1.1963,10
base,imbalanced,1,True,35,1.3278,10
base,imbalanced,1,True,36,0.2149,10
base,imbalanced,1,True,37,0.0447,10
base,imbalanced,1,True,38,0.0154,10
base,imbalanced,1,True,39,0.0349,10
base,imbalanced,1,True,40,0.0732,10
base,imbalanced,1,True,41,0.0517,10
base,imbalanced,1,True,42,0.02,10
base,imbalanced,1,True,43,0.0117,10
base,imbalanced,2,False,1,0.0013,1
base,imbalanced,2,False,2,0.0218,1
base,imbalanced,2,False,3,0.015,1
base,imbalanced,2,False,4,0.0166,1
base,imbalanced,2,False,5,0.2159,1
base,imbalanced,2,False,6,0.1934,1
base,imbalanced,2,False,7,0.0246,1
base,imbalanced,2,False,8,0.0121,18
base,imbalanced,2,False,9,0.2701,10
base,imbalanced,2,False,10,0.3792,10
base,imbalanced,2,False,11,0.076,10
base,imbalanced,2,False,12,0.0743,10
base,imbalanced,2,False,13,0.2169,10
base,imbalanced,2,False,14,0.44,10
base,imbalanced,2,False,15,0.2445,10
base,imbalanced,2,False,16,0.2464,10
base,imbalanced,2,False,17,0.5266,10
base,imbalanced,2,False,18,0.4773,10
base,imbalanced,2,False,19,1.0296,10
base,imbalanced,2,False,20,0.0074,4
base,imbalanced,2,False,21,0.3066,1
base,imbalanced,2,False,22,0.3157,10
base,imbalanced,2,False,23,0.346,10
base,imbalanced,2,False,24,0.0626,10
base,imbalanced,2,False,25,0.016,10
base,imbalanced,2,False,26,0.0611,10
base,imbalanced,2,False,27,0.0167,10
base,imbalanced,2,False,28,0.2548,25
base,imbalanced,2,False,29,3.8611,25
base,imbalanced,2,False,30,0.05,1
base,imbalanced,2,False,31,0.2018,10
base,imbalanced,2,False,32,0.2827,10
base,imbalanced,2,False,33,1.4081,10
base,imbalanced,2,False,34,1.2191,10
base,imbalanced,2,False,35,1.3319,10
base,imbalanced,2,False,36,0.2192,10
base,imbalanced,2,False,37,0.0431,10
base,imbalanced,2,False,38,0.0162,10
base,imbalanced,2,False,39,0.0282,10
base,imbalanced,2,False,40,0.0705,10
base,imbalanced,2,False,41,0.0172,10
base,imbalanced,2,False,42,0.0156,10
base,imbalanced,2,False,43,0.0189,10
base,imbalanced,3,False,1,0.0012,1
base,imbalanced,3,False,2,0.0249,1
base,imbalanced,3,False,3,0.015,1
base,imbalanced,3,False,4,0.0166,1
base,imbalanced,3,False,5,0.2147,1
base,imbalanced,3,False,6,0.1966,1
base,imbalanced,3,False,7,0.0245,1
base,imbalanced,3,False,8,0.0159,18
base,imbalanced,3,False,9,0.2653,10
base,imbalanced,3,False,10,0.376,10
base,imbalanced,3,False,11,0.0991,10
base,imbalanced,3,False,12,0.0839,10
base,imbalanced,3,False,13,0.2235,10
base,imbalanced,3,False,14,0.427,10
base,imbalanced,3,False,15,0.2478,10
base,imbalanced,3,False,16,0.2418,10
base,imbalanced,3,False,17,0.5221,10
base,imbalanced,3,False,18,0.4888,10
base,imbalanced,3,False,19,1.0272,10
base,imbalanced,3,False,20,0.0163,4
base,imbalanced,3,False,21,0.3164,1
base,imbalanced,3,False,22,0.3092,10
base,imbalanced,3,False,23,0.3396,10
base,imbalanced,3,False,24,0.0595,10
base,imbalanced,3,False,25,0.0171,10
