sf,tag,pass,warmup,query,elapsed_s,rows
30-raw,firsttouch,1,True,1,29.2029,4
30-raw,firsttouch,1,True,2,3.0388,100
30-raw,firsttouch,1,True,3,7.7041,10
30-raw,firsttouch,1,True,4,5.5177,5
30-raw,firsttouch,1,True,5,4.3456,5
30-raw,firsttouch,1,True,6,0.0591,1
30-raw,firsttouch,1,True,7,0.2108,4
30-raw,firsttouch,1,True,8,2.4392,2
30-raw,firsttouch,1,True,9,1.2246,175
30-raw,firsttouch,1,True,10,1.6249,20
30-raw,firsttouch,1,True,11,0.3386,0
30-raw,firsttouch,1,True,12,3.473,2
30-raw,firsttouch,1,True,13,5.3059,45
30-raw,firsttouch,1,True,14,0.1365,1
30-raw,firsttouch,1,True,15,0.0955,1
30-raw,firsttouch,1,True,16,0.3107,27840
30-raw,firsttouch,1,True,17,0.2938,1
30-raw,firsttouch,1,True,18,0.9265,100
30-raw,firsttouch,1,True,19,4.289,1
30-raw,firsttouch,1,True,20,0.2253,5404
30-raw,firsttouch,1,True,21,0.5958,100
30-raw,firsttouch,1,True,22,0.1585,7
30-raw,firsttouch,2,False,1,0.2579,4
30-raw,firsttouch,2,False,2,0.0747,100
30-raw,firsttouch,2,False,3,0.2989,10
30-raw,firsttouch,2,False,4,0.2109,5
30-raw,firsttouch,2,False,5,0.278,5
30-raw,firsttouch,2,False,6,0.054,1
30-raw,firsttouch,2,False,7,0.2061,4
30-raw,firsttouch,2,False,8,0.2068,2
30-raw,firsttouch,2,False,9,0.9087,175
30-raw,firsttouch,2,False,10,0.3929,20
30-raw,firsttouch,2,False,11,0.0496,0
30-raw,firsttouch,2,False,12,0.216,2
30-raw,firsttouch,2,False,13,0.4457,45
30-raw,firsttouch,2,False,14,0.1432,1
30-raw,firsttouch,2,False,15,0.0966,1
30-raw,firsttouch,2,False,16,0.2231,27840
30-raw,firsttouch,2,False,17,0.1848,1
30-raw,firsttouch,2,False,18,0.5736,100
30-raw,firsttouch,2,False,19,0.2025,1
30-raw,firsttouch,2,False,20,0.2026,5404
30-raw,firsttouch,2,False,21,0.467,100
30-raw,firsttouch,2,False,22,0.161,7
30-raw,firsttouch,3,False,1,0.2567,4
30-raw,firsttouch,3,False,2,0.0714,100
30-raw,firsttouch,3,False,3,0.2935,10
30-raw,firsttouch,3,False,4,0.2079,5
30-raw,firsttouch,3,False,5,0.3019,5
30-raw,firsttouch,3,False,6,0.0552,1
30-raw,firsttouch,3,False,7,0.2046,4
30-raw,firsttouch,3,False,8,0.2204,2
30-raw,firsttouch,3,False,9,0.9183,175
30-raw,firsttouch,3,False,10,0.3869,20
30-raw,firsttouch,3,False,11,0.0511,0
30-raw,firsttouch,3,False,12,0.2154,2
30-raw,firsttouch,3,False,13,0.4362,45
30-raw,firsttouch,3,False,14,0.1407,1
30-raw,firsttouch,3,False,15,0.0966,1
30-raw,firsttouch,3,False,16,0.227,27840
30-raw,firsttouch,3,False,17,0.174,1
30-raw,firsttouch,3,False,18,0.5668,100
30-raw,firsttouch,3,False,19,0.1995,1
30-raw,firsttouch,3,False,20,0.2071,5404
30-raw,firsttouch,3,False,21,0.453,100
30-raw,firsttouch,3,False,22,0.1633,7
30-raw,firsttouch,4,False,1,0.2566,4
30-raw,firsttouch,4,False,2,0.082,100
30-raw,firsttouch,4,False,3,0.286,10
30-raw,firsttouch,4,False,4,0.2096,5
30-raw,firsttouch,4,False,5,0.2817,5
30-raw,firsttouch,4,False,6,0.0545,1
30-raw,firsttouch,4,False,7,0.2005,4
30-raw,firsttouch,4,False,8,0.2121,2
30-raw,firsttouch,4,False,9,0.9198,175
30-raw,firsttouch,4,False,10,0.3867,20
30-raw,firsttouch,4,False,11,0.0493,0
30-raw,firsttouch,4,False,12,0.2162,2
30-raw,firsttouch,4,False,13,0.4426,45
30-raw,firsttouch,4,False,14,0.1364,1
30-raw,firsttouch,4,False,15,0.1028,1
30-raw,firsttouch,4,False,16,0.222,27840
30-raw,firsttouch,4,False,17,0.1974,1
30-raw,firsttouch,4,False,18,0.5677,100
30-raw,firsttouch,4,False,19,0.2069,1
30-raw,firsttouch,4,False,20,0.1951,5404
30-raw,firsttouch,4,False,21,0.4688,100
30-raw,firsttouch,4,False,22,0.162,7
30-raw,firsttouch,5,False,1,0.2572,4
30-raw,firsttouch,5,False,2,0.0843,100
30-raw,firsttouch,5,False,3,0.2907,10
30-raw,firsttouch,5,False,4,0.2127,5
30-raw,firsttouch,5,False,5,0.288,5
30-raw,firsttouch,5,False,6,0.0537,1
30-raw,firsttouch,5,False,7,0.2244,4
30-raw,firsttouch,5,False,8,0.2142,2
30-raw,firsttouch,5,False,9,0.9103,175
30-raw,firsttouch,5,False,10,0.3822,20
30-raw,firsttouch,5,False,11,0.0505,0
30-raw,firsttouch,5,False,12,0.2098,2
30-raw,firsttouch,5,False,13,0.4355,45
30-raw,firsttouch,5,False,14,0.1399,1
30-raw,firsttouch,5,False,15,0.0957,1
30-raw,firsttouch,5,False,16,0.223,27840
30-raw,firsttouch,5,False,17,0.1752,1
30-raw,firsttouch,5,False,18,0.5808,100
30-raw,firsttouch,5,False,19,0.2091,1
30-raw,firsttouch,5,False,20,0.2057,5404
30-raw,firsttouch,5,False,21,0.4694,100
30-raw,firsttouch,5,False,22,0.1925,7
30-raw,firsttouch,6,False,1,0.2588,4
30-raw,firsttouch,6,False,2,0.0752,100
30-raw,firsttouch,6,False,3,0.2852,10
30-raw,firsttouch,6,False,4,0.2127,5
30-raw,firsttouch,6,False,5,0.2874,5
30-raw,firsttouch,6,False,6,0.053,1
