label,dataset,runner_name,tag,run_id,recall,total_time,qps,start_time,end_time,warmup,samples,local_pct,local_pct_skt0,local_pct_skt1,lmb_gb_skt0,lmb_gb_skt1,rmb_gb_skt0,rmb_gb_skt1,ipc,inst,inst_skt0,inst_skt1,afreq,freq,cpu_balance,llc_rd_miss_lat_ns,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_write_gb_skt0,mem_write_gb_skt1,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s
locality,gist-960-euclidean,usearch,imbalanced,7,0.97791,1.39258141199997,718.0908716595892,2026-09-04T19:22:44.046364,2026-09-04T19:22:45.438973,True,2,46.5,46.0,91.0,17.9091796875,0.4267578125,0.00537109375,24.85986328125,0.365,2087.6400000000003,992.0799999999999,1095.56,1.0,0.045,0.9055460221256708,268.755,0.1,3.995,3.5300000000000002,0.0017,29.2712158203125,51.4118212890625,60.75,34.5,71.51591796875,60.862236328125,10.653671875,60.546875,0.315361328125,10.57318359375,0.08048828125,2.476980209350586,2.3467350006103516,0.13024520874023438,13.513671875,9.220703125,4.29296875,3.5,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,8,0.97791,1.3911799640000029,718.8142626240397,2026-09-04T19:22:45.486380,2026-09-04T19:22:46.877588,True,1,55.0,55.0,90.0,29.4326171875,0.408203125,0.015625,23.802734375,0.37,2369.77,1291.63,1078.14,1.0,0.05,0.8347127273290339,258.63,0.11,4.6,4.04,0.0017,28.04796875,49.687724609375,58.5,32.5,56.47998046875,48.70896484375,7.771015625,48.384990234375,0.323974609375,7.6935546875,0.077470703125,2.4771385192871094,2.346893310546875,0.13024520874023438,13.62890625,9.3359375,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,9,0.97791,1.4101745629999982,709.1320650917182,2026-09-04T19:22:46.925087,2026-09-04T19:22:48.335289,True,2,44.0,44.0,92.0,19.5986328125,0.41015625,0.015625,24.7861328125,0.37,1975.79,869.52,1106.2649999999999,1.0,0.04,0.7859961220864803,265.75,0.1,3.755,3.3200000000000003,0.0017,29.253037109375,51.21169921875,60.875,34.25,77.48103515625,66.74541015625,10.735615234375,66.40890625,0.336513671875,10.650966796875,0.0846484375,2.4771156311035156,2.34686279296875,0.13025283813476562,13.6328125,9.33984375,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,10,0.97791,1.400974657000006,713.7887862592476,2026-09-04T19:22:48.382558,2026-09-04T19:22:49.783561,True,1,58.0,58.0,89.0,33.171875,0.3828125,0.0185546875,23.7041015625,0.37,2480.34,1425.02,1055.32,1.0,0.05,0.7405650447011269,254.81,0.1,4.73,4.2,0.0017,27.9131640625,49.303603515625,58.0,32.5,55.96859375,48.871845703125,7.0967578125,48.562119140625,0.309716796875,7.021904296875,0.074853515625,2.4771652221679688,2.346904754638672,0.13026046752929688,13.63671875,9.34375,4.29296875,4.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,11,0.97791,1.413526380999997,707.4505389086206,2026-09-04T19:22:49.831032,2026-09-04T19:22:51.244585,True,1,43.0,43.0,93.0,18.06640625,0.3916015625,0.0126953125,23.7119140625,0.37,1970.17,872.17,1098.0,1.0,0.04,0.7943260473588342,263.84,0.1,3.81,3.38,0.0017,27.91740234375,49.017978515625,58.0,32.5,65.391787109375,57.134521484375,8.2572607421875,56.799692382812495,0.3348291015625,8.17595703125,0.0813037109375,2.4770889282226562,2.3468284606933594,0.13026046752929688,13.640625,9.34765625,4.29296875,2.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,12,0.97791,1.4015950190000126,713.4728551714345,2026-09-04T19:22:51.292203,2026-09-04T19:22:52.693826,True,1,57.0,57.0,88.0,34.2451171875,0.4306640625,0.0244140625,25.798828125,0.37,2582.29,1489.36,1092.93,1.0,0.05,0.733825267228877,255.73,0.1,4.99,4.42,0.0017,30.369072265625,53.285576171875,63.0,36.0,59.83806640625,52.625556640625,7.21251953125,52.31181640625,0.313740234375,7.13388671875,0.0786328125,2.4771862030029297,2.346925735473633,0.13026046752929688,13.642578125,9.349609375,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,13,0.97791,1.4120273750000365,708.2015672677551,2026-09-04T19:22:52.741269,2026-09-04T19:22:54.153325,True,1,46.0,46.0,93.0,20.7568359375,,,0.0,0.36,2003.42,909.84,1093.58,1.0,0.04,0.8319830282192433,258.41,0.1,3.82,3.38,0.0017,27.894619140625,48.98056640625,57.5,32.5,62.5776953125,55.149433593750004,7.4282568359375,54.817255859374995,0.3321826171875,7.3480859375,0.0801708984375,2.47711181640625,2.346851348876953,0.13026046752929688,13.6484375,9.35546875,4.29296875,2.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,14,0.97791,1.4121174740000129,708.1563810462351,2026-09-04T19:22:54.200843,2026-09-04T19:22:55.612987,True,2,48.0,47.5,90.0,23.9794921875,0.40771484375,0.03173828125,24.75439453125,0.37,2158.87,1053.25,1105.62,1.0,0.045,0.9526329118503646,258.21500000000003,0.1,4.15,3.6799999999999997,0.0017,29.1430712890625,50.9696826171875,60.25,34.5,64.107412109375,56.6015625,7.505849609375,56.286064453125,0.315498046875,7.426552734375,0.079296875,2.4771995544433594,2.3469390869140625,0.13026046752929688,13.650390625,9.357421875,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,15,0.97791,1.402747594999994,712.8866259079234,2026-09-04T19:22:55.660464,2026-09-04T19:22:57.063238,True,1,50.0,50.0,92.0,23.998046875,0.3837890625,0.0107421875,23.4482421875,0.37,2036.83,1015.02,1021.81,1.0,0.04,0.9933549289985418,253.56,0.1,3.88,3.44,0.0017,27.513701171875,48.377939453125,57.0,32.0,59.911044921875,53.1464990234375,6.7645458984375,52.81537109375,0.33113281250000004,6.6861083984375,0.0784326171875,2.477142333984375,2.346881866455078,0.13026046752929688,13.65625,9.36328125,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,16,0.97791,1.406847020999976,710.8093382386436,2026-09-04T19:22:57.110688,2026-09-04T19:22:58.517561,True,2,46.5,46.5,91.0,22.46875,0.3984375,0.0185546875,11.77734375,0.375,2160.275,1035.985,1124.29,1.0,0.045,0.9214570973681168,258.315,0.1,4.16,3.6799999999999997,0.0017,29.329458007812498,51.2132275390625,60.5,34.5,68.435439453125,60.640576171875,7.794873046875,60.31986328125,0.320712890625,7.71365234375,0.081220703125,2.477222442626953,2.3469619750976562,0.13026046752929688,13.658203125,9.365234375,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,17,0.97791,1.3912065619999794,718.8005198612733,2026-09-04T19:22:58.565099,2026-09-04T19:22:59.956331,True,1,54.0,54.0,91.0,28.1142578125,0.380859375,0.017578125,23.4052734375,0.37,2285.7,1237.53,1048.17,1.0,0.05,0.8469855276235728,249.22,0.1,4.39,3.9,0.0017,27.46357421875,48.360341796875,57.0,32.0,57.3608642578125,51.1144873046875,6.2463720703125,50.784169921875,0.330322265625,6.1682666015625,0.07810546874999999,2.477161407470703,2.3469009399414062,0.13026046752929688,13.6640625,9.37109375,4.29296875,2.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,18,0.97791,1.408687078000014,709.8808639742417,2026-09-04T19:23:00.003802,2026-09-04T19:23:01.412516,True,2,44.5,44.5,91.5,20.50439453125,0.41796875,0.02099609375,25.09423828125,0.37,1987.005,874.4499999999999,1112.5500000000002,1.0,0.04,0.7859871466450944,262.0,0.1,3.79,3.35,0.0017,29.5040478515625,51.437724609374996,61.0,34.75,73.226474609375,65.09220703125,8.134267578125,64.764697265625,0.327509765625,8.051318359375,0.082958984375,2.477203369140625,2.346942901611328,0.13026046752929688,13.662109375,9.369140625,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,19,0.97791,1.3916028980000306,718.5958016020013,2026-09-04T19:23:01.460087,2026-09-04T19:23:02.851717,False,1,57.0,57.0,89.0,31.904296875,0.392578125,0.021484375,23.2265625,0.38,2504.2,1446.51,1057.69,1.0,0.05,0.7312013052104721,244.78,0.09,4.86,4.33,0.0017,27.35708984375,48.2169140625,57.0,32.0,53.337939453125,47.607763671875,5.73017578125,47.297568359375,0.3101953125,5.65537109375,0.074794921875,2.477184295654297,2.3469085693359375,0.13027572631835938,13.671875,9.37890625,4.29296875,3.5,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,20,0.97791,1.4077865870000323,710.3349394250032,2026-09-04T19:23:02.899172,2026-09-04T19:23:04.306987,False,2,43.0,43.0,92.0,18.64013671875,0.39794921875,0.01611328125,24.42431640625,0.375,1903.05,818.875,1084.1799999999998,1.0,0.04,0.7552943238207679,259.28499999999997,0.1,3.64,3.2199999999999998,0.0017,28.714228515625003,50.1812451171875,59.25,33.5,65.2875537109375,58.34893066406251,6.9386279296875,58.0119970703125,0.33693359375,6.8569531249999995,0.08167480468749999,2.4771041870117188,2.3468284606933594,0.13027572631835938,13.67578125,9.3828125,4.29296875,2.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,21,0.97791,1.4008761389999904,713.838984161616,2026-09-04T19:23:04.354491,2026-09-04T19:23:05.755396,False,1,58.0,58.0,89.0,34.2158203125,0.4111328125,0.021484375,24.685546875,0.38,2619.85,1501.68,1118.17,1.0,0.05,0.7446127004421714,248.09,0.1,5.02,4.47,0.0017,29.00099609375,50.710029296875,60.0,34.0,57.43943359375,51.50501953125,5.9344140625,51.193037109375,0.311982421875,5.858681640625,0.075732421875,2.4772262573242188,2.3469505310058594,0.13027572631835938,13.6796875,9.38671875,4.29296875,3.5,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,22,0.97791,1.4008018430000106,713.8768448921811,2026-09-04T19:23:05.802873,2026-09-04T19:23:07.203703,False,1,45.0,45.0,93.0,19.4384765625,0.4033203125,0.009765625,23.7001953125,0.36,1952.36,893.84,1058.52,1.0,0.04,0.8444242905188377,256.19,0.1,3.76,3.34,0.0017,27.934873046875,48.888173828125,57.5,32.5,62.3887158203125,55.9675146484375,6.4212011718749995,55.6316455078125,0.335869140625,6.340009765625,0.08119140625,2.477153778076172,2.3468780517578125,0.13027572631835938,13.68359375,9.390625,4.29296875,3.0,36.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,23,0.97791,1.399222683000005,714.6825249115808,2026-09-04T19:23:07.251014,2026-09-04T19:23:08.650265,False,2,48.5,48.0,90.5,24.638671875,0.41943359375,0.01708984375,24.9814453125,0.375,2180.96,1077.405,1103.555,1.0,0.04,0.9763038543615858,254.73499999999999,0.095,4.165,3.6999999999999997,0.0017,29.441875000000003,51.36513671875,60.5,34.5,62.47296875,56.119521484375,6.353447265625,55.798154296875,0.321357421875,6.273798828125,0.0796484375,2.477243423461914,2.3469676971435547,0.13027572631835938,13.685546875,9.392578125,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,24,0.97791,1.4020434710000131,713.2446466062468,2026-09-04T19:23:08.697586,2026-09-04T19:23:10.099656,False,1,50.0,49.0,91.0,23.8740234375,0.3984375,0.0205078125,23.8505859375,0.37,2115.37,1047.17,1068.19,1.0,0.04,0.9803218528538931,249.69,0.1,4.04,3.59,0.0017,28.0110546875,49.09435546875,57.5,32.5,59.85662109375,53.86271484375,5.99390625,53.518232421875,0.344482421875,5.9093408203125,0.0845654296875,2.4772109985351562,2.346923828125,0.13028717041015625,13.69140625,9.3984375,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,25,0.97791,1.410881732000007,708.7766304709621,2026-09-04T19:23:10.147067,2026-09-04T19:23:11.557976,False,2,46.5,46.5,91.0,22.55810546875,0.41357421875,0.0185546875,24.85986328125,0.375,2080.875,984.9100000000001,1095.9650000000001,1.0,0.045,0.8986692093269402,255.575,0.095,3.9749999999999996,3.5349999999999997,0.0017,29.3098828125,51.067080078125,60.5,34.5,67.0661328125,60.31978515625,6.74634765625,60.00150390625,0.31828125,6.667451171875,0.078896484375,2.477497100830078,2.3469886779785156,0.1305084228515625,13.693359375,9.400390625,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,26,0.97791,1.4034500340000022,712.5298199251733,2026-09-04T19:23:11.605480,2026-09-04T19:23:13.008959,False,1,54.0,54.0,91.0,27.5400390625,0.3798828125,0.01953125,23.443359375,0.38,2265.86,1213.39,1052.47,1.0,0.04,0.8673798201732337,243.75,0.09,4.35,3.88,0.0017,27.577275390625,48.415341796875,57.0,32.0,57.234619140625,51.6570654296875,5.5775537109375,51.325087890625,0.3319775390625,5.4999462890625,0.077607421875,2.477458953857422,2.3469505310058594,0.1305084228515625,13.6953125,9.40234375,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,27,0.97791,1.399837471000012,714.3686468727135,2026-09-04T19:23:13.056250,2026-09-04T19:23:14.456116,False,2,45.0,45.0,91.0,20.82275390625,0.41015625,0.02099609375,24.8212890625,0.375,2003.62,917.115,1086.505,1.0,0.04,0.8440964376602039,258.47,0.1,3.815,3.38,0.0017,29.206547851562497,50.855185546875,60.25,34.25,70.48759765625,63.514404296875,6.97318359375,63.18806640625,0.326337890625,6.890185546875,0.082998046875,2.477518081665039,2.3470096588134766,0.1305084228515625,13.6953125,9.40234375,4.29296875,2.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,28,0.97791,1.393963857000017,717.3787146476839,2026-09-04T19:23:14.503582,2026-09-04T19:23:15.897573,False,1,57.0,57.0,90.0,31.4482421875,0.390625,0.0224609375,23.5048828125,0.38,2456.45,1384.11,1072.34,1.0,0.05,0.7747505617328102,242.05,0.09,4.73,4.21,0.0017,27.6466015625,48.59302734375,57.0,32.5,52.958369140625,47.777578125,5.180791015625,47.461962890625,0.315615234375,5.1046875,0.076103515625,2.4774513244628906,2.346942901611328,0.1305084228515625,13.6953125,9.40234375,4.29296875,4.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,29,0.97791,1.408168943000021,710.1420642537101,2026-09-04T19:23:15.945199,2026-09-04T19:23:17.353395,False,2,43.5,43.0,91.5,18.916015625,0.39990234375,0.0166015625,24.63671875,0.38,1975.205,868.6800000000001,1106.525,1.0,0.04,0.7850523033822101,256.89,0.1,3.8,3.37,0.0017,28.950478515625,50.4635498046875,59.75,34.0,75.12919921875,67.7725390625,7.35666015625,67.4285546875,0.343984375,7.27119140625,0.08546875,2.477306365966797,2.3467960357666016,0.1305103302001953,13.6875,9.39453125,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,30,0.97791,1.407142083999986,710.660288943508,2026-09-04T19:23:17.400917,2026-09-04T19:23:18.808087,False,1,58.0,58.0,89.0,33.974609375,0.392578125,0.01953125,23.9189453125,0.38,2497.96,1464.87,1033.09,1.0,0.05,0.7052434687037075,244.22,0.09,4.78,4.26,0.0017,28.21044921875,49.312490234375,58.5,33.0,55.423955078125,50.148935546875,5.27501953125,49.8403125,0.30861328125,5.200693359375,0.074326171875,2.4774742126464844,2.3469619750976562,0.13051223754882812,13.6953125,9.40234375,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,31,0.97791,1.409131350999985,709.6570516938351,2026-09-04T19:23:18.855603,2026-09-04T19:23:20.264762,False,1,44.0,43.0,93.0,18.3701171875,0.392578125,0.0126953125,23.6845703125,0.37,1942.52,846.51,1096.01,1.0,0.04,0.7723560916414997,254.91,0.1,3.72,3.3,0.0017,27.7150390625,48.442958984375,57.0,32.5,62.438862304687504,56.52204101562501,5.91681640625,56.1856640625,0.336376953125,5.83568359375,0.0811328125,2.4773941040039062,2.346881866455078,0.13051223754882812,13.6953125,9.40234375,4.29296875,3.5,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,32,0.97791,1.4097847909999928,709.3281232596338,2026-09-04T19:23:20.312188,2026-09-04T19:23:21.722001,False,2,48.5,48.5,90.0,25.361328125,0.40185546875,0.02294921875,24.87548828125,0.375,2180.615,1099.7,1080.925,1.0,0.04,0.9829271619532599,251.325,0.095,4.1850000000000005,3.725,0.0017,29.3568896484375,51.137451171875,60.5,34.5,59.81244140625,54.2225390625,5.589892578125,53.907294921875,0.315244140625,5.512578125,0.077314453125,2.4774837493896484,2.3469715118408203,0.13051223754882812,13.6953125,9.40234375,4.29296875,4.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,33,0.97791,1.4102934269999992,709.0722971936539,2026-09-04T19:23:21.769540,2026-09-04T19:23:23.179861,False,1,48.0,47.0,93.0,21.658203125,0.380859375,0.0146484375,,0.37,2013.8,934.1,1079.69,1.0,0.04,0.8651557391473478,249.46,0.1,3.85,3.42,0.0017,27.54025390625,48.188291015625,57.0,32.0,60.0892431640625,54.4934521484375,5.595791015625,54.161220703125,0.33223632812500004,5.5158935546875,0.0798974609375,2.4774169921875,2.346904754638672,0.13051223754882812,13.6953125,9.40234375,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,34,0.97791,1.4040508060000434,712.2249392448048,2026-09-04T19:23:23.227345,2026-09-04T19:23:24.631423,False,2,47.5,47.5,90.5,23.568359375,0.41162109375,0.0185546875,24.8076171875,0.375,2138.28,1034.98,1103.295,1.0,0.045,0.938080930304225,253.115,0.095,4.11,3.6500000000000004,0.0017,29.2474560546875,50.921547851562494,60.25,34.5,63.6329296875,57.73388671875,5.899052734375,57.4198046875,0.314091796875,5.821962890625,0.07708984375,2.4774951934814453,2.346982955932617,0.13051223754882812,13.6953125,9.40234375,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,35,0.97791,1.3896475800000303,719.6069092567902,2026-09-04T19:23:24.679208,2026-09-04T19:23:26.068882,False,1,52.0,51.0,91.0,25.4248046875,0.3779296875,0.0380859375,23.5185546875,0.38,2058.2,1063.86,994.34,1.0,0.04,0.9346530558532139,245.03,0.09,3.94,3.51,0.0017,27.64328125,48.39517578125,57.0,32.0,58.420947265625,53.004443359375,5.416508789062499,52.6711279296875,0.3333154296875,5.33669921875,0.0798046875,2.477447509765625,2.346935272216797,0.13051223754882812,13.6953125,9.40234375,4.29296875,2.5,34.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,36,0.97791,1.4042406870000264,712.1286324044399,2026-09-04T19:23:26.116241,2026-09-04T19:23:27.520509,False,2,46.0,46.0,91.0,21.87548828125,0.40283203125,0.02294921875,24.92578125,0.375,2112.425,986.6800000000001,1125.745,1.0,0.045,0.8764684719896603,255.66,0.095,4.029999999999999,3.58,0.0017,29.3522265625,51.08123046875,60.5,34.5,68.9049609375,62.599072265625,6.305888671875,62.278369140625,0.320703125,6.225947265625,0.07994140625,2.4775123596191406,2.3470001220703125,0.13051223754882812,13.6953125,9.40234375,4.29296875,4.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,37,0.97791,1.4118649359999722,708.2830478339889,2026-09-04T19:23:27.568050,2026-09-04T19:23:28.979942,False,1,55.0,55.0,90.0,29.6103515625,0.3759765625,0.0146484375,23.70703125,0.38,2426.59,1371.88,1054.71,1.0,0.05,0.76880630958976,240.67,0.09,4.7,4.19,0.0017,27.858203125,48.83763671875,57.5,32.5,55.226054687499996,50.2309326171875,4.995122070312499,49.903188476562505,0.327744140625,4.9179101562500005,0.077216796875,2.4774742126464844,2.3469619750976562,0.13051223754882812,13.6953125,9.40234375,4.29296875,3.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,38,0.97791,1.4071854899999607,710.6383679382793,2026-09-04T19:23:29.027441,2026-09-04T19:23:30.434653,False,2,43.5,43.5,91.5,19.6015625,0.40625,0.02978515625,24.77294921875,0.37,1942.6,836.48,1106.12,1.0,0.035,0.7562289805807689,255.855,0.1,3.725,3.3049999999999997,0.0017,29.1786279296875,50.73052734375,60.25,34.25,72.1645703125,65.573505859375,6.591064453125,65.244970703125,0.32853515625,6.50728515625,0.083779296875,2.477518081665039,2.347005844116211,0.13051223754882812,13.6953125,9.40234375,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,39,0.97791,1.399089971999956,714.7503162863292,2026-09-04T19:23:30.482152,2026-09-04T19:23:31.881269,False,1,58.0,58.0,89.0,,0.380859375,0.0,23.6240234375,0.38,2527.39,1473.13,1054.26,1.0,0.05,0.7156598535091947,239.53,0.09,4.85,4.32,0.0017,27.71830078125,48.6306640625,57.0,32.0,52.8485546875,48.05048828125,4.79806640625,47.732421875,0.31806640625,4.72033203125,0.077724609375,2.4774627685546875,2.3469505310058594,0.13051223754882812,13.6953125,9.40234375,4.29296875,4.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,40,0.97791,1.4091476390000253,709.6488489379516,2026-09-04T19:23:31.928573,2026-09-04T19:23:33.337749,False,2,42.5,42.0,92.5,18.05224609375,0.3916015625,0.017578125,24.35546875,0.375,1873.41,796.91,1076.5,1.0,0.04,0.7402786809103576,254.715,0.1,3.615,3.1849999999999996,0.0017,28.6420361328125,49.93267578125,59.25,33.5,63.759365234375004,58.024296875,5.7350634765625,57.6917578125,0.3325390625,5.6553125,0.07975097656249999,2.4771652221679688,2.3466529846191406,0.13051223754882812,13.6640625,9.37109375,4.29296875,2.5,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,41,0.97791,1.408622242999968,709.9135378341621,2026-09-04T19:23:33.385253,2026-09-04T19:23:34.793902,False,1,58.0,58.0,88.0,34.1943359375,0.4267578125,0.0234375,24.560546875,0.38,2592.26,1500.9,1091.36,1.0,0.05,0.7271370511026716,244.02,0.09,4.97,4.44,0.0017,28.94818359375,50.4306640625,60.0,34.0,56.88552734375,51.79373046875,5.091796875,51.479541015625,0.314189453125,5.014013671875,0.077783203125,2.477466583251953,2.346954345703125,0.13051223754882812,13.703125,9.41015625,4.29296875,3.0,36.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,42,0.97791,1.3958551960000136,716.4066895087807,2026-09-04T19:23:34.841411,2026-09-04T19:23:36.237293,False,1,45.0,44.0,93.0,19.2666015625,0.3984375,0.009765625,23.7470703125,0.37,2017.8,922.03,1095.77,1.0,0.04,0.8414448287505589,251.92,0.09,3.87,3.44,0.0017,27.757734375,48.48546875,57.0,32.0,61.2018310546875,55.7574365234375,5.4443945312499995,55.426181640624996,0.3312548828125,5.3644580078125,0.079931640625,2.477436065673828,2.346923828125,0.13051223754882812,13.70703125,9.4140625,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,43,0.97791,1.4095638470000154,709.4393078598795,2026-09-04T19:23:36.284697,2026-09-04T19:23:37.694289,False,2,48.0,48.0,90.0,24.79150390625,0.4091796875,0.02880859375,24.9052734375,0.375,2161.39,1060.645,1100.74,1.0,0.04,0.9635745044242964,251.575,0.095,4.135,3.6799999999999997,0.0017,29.373837890625,51.1032861328125,60.5,34.75,61.921884765625,56.487841796875,5.43404296875,56.164150390625,0.32369140625,5.35369140625,0.0803515625,2.477527618408203,2.347015380859375,0.13051223754882812,13.708984375,9.416015625,4.29296875,2.0,36.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,44,0.97791,1.4105952369999954,708.920584565963,2026-09-04T19:23:37.741829,2026-09-04T19:23:39.152452,False,1,49.0,49.0,92.0,22.9765625,0.38671875,0.009765625,23.537109375,0.37,2060.13,1011.8,1048.33,1.0,0.04,0.9651541022387988,245.76,0.09,3.96,3.52,0.0017,27.61443359375,48.2694921875,57.0,32.0,58.8658154296875,53.693364257812505,5.1724560546875,53.365014648437494,0.328349609375,5.094023437500001,0.0784326171875,2.4774703979492188,2.3469581604003906,0.13051223754882812,13.71484375,9.421875,4.29296875,4.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,45,0.97791,1.413123939000002,707.652012963315,2026-09-04T19:23:39.200019,2026-09-04T19:23:40.613170,False,2,47.0,46.5,91.0,22.90771484375,0.4111328125,0.0234375,24.94287109375,0.375,2135.165,1024.395,1110.77,1.0,0.04,0.9222386272585684,252.18,0.095,4.105,3.6499999999999995,0.0017,29.30732421875,50.969995117187494,60.25,34.5,65.225205078125,59.490390625,5.734814453125,59.1742578125,0.3161328125,5.656162109375,0.07865234375,2.4775428771972656,2.3470306396484375,0.13051223754882812,13.716796875,9.423828125,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,46,0.97791,1.4053240679999703,711.579643991425,2026-09-04T19:23:40.660748,2026-09-04T19:23:42.066102,False,1,52.0,52.0,91.0,26.294921875,0.39453125,0.01171875,23.560546875,0.38,2176.38,1144.63,1031.75,1.0,0.04,0.9013829796528134,241.84,0.09,4.17,3.72,0.0017,27.615458984375,48.375322265625,57.0,32.0,56.9497314453125,51.9525146484375,4.9972119140625,51.620341796874996,0.3321728515625,4.917607421875,0.0796044921875,2.4775047302246094,2.3469924926757812,0.13051223754882812,13.71875,9.42578125,4.29296875,4.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,47,0.97791,1.4073589920000131,710.5507590347571,2026-09-04T19:23:42.113740,2026-09-04T19:23:43.521126,False,2,46.0,45.0,91.5,21.4716796875,0.3974609375,0.02587890625,24.8671875,0.375,2067.815,963.915,1103.905,1.0,0.04,0.8731865513789683,254.88,0.095,3.965,3.515,0.0017,29.2178759765625,50.8006884765625,60.25,34.25,68.9128125,62.89345703125,6.019345703125,62.575107421875,0.318349609375,5.938037109375,0.08130859375,2.477567672729492,2.3470516204833984,0.13051605224609375,13.720703125,9.427734375,4.29296875,3.0,34.5,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,48,0.97791,1.4077343499999984,710.3612979252805,2026-09-04T19:23:43.568588,2026-09-04T19:23:44.976350,False,1,56.0,56.0,89.0,30.0283203125,0.37890625,0.0244140625,23.435546875,0.38,2388.3,1334.95,1053.35,1.0,0.05,0.7890557698790216,238.59,0.09,4.59,4.09,0.0017,27.53998046875,48.281904296875,57.0,32.0,54.5463330078125,49.82228515625,4.724052734375,49.491611328125,0.3306640625,4.646943359375,0.07710937500000001,2.477672576904297,2.3471527099609375,0.13051986694335938,13.7265625,9.43359375,4.29296875,2.0,35.0,2.0,0.0,0.0
locality,gist-960-euclidean,usearch,imbalanced,49,0.97791,1.400147644000015,714.2103936575917,2026-09-04T19:23:45.023946,2026-09-04T19:23:46.424120,False,2,44.0,43.5,90.0,19.61328125,0.4052734375,0.0166015625,24.8056640625,0.375,1938.9900000000002,852.5,1086.49,1.0,0.04,0.7846367661000101,254.99,0.095,3.6999999999999997,3.29,0.0017,29.157153320312503,50.6890234375,60.125,34.375,72.66875,66.320087890625,6.348662109375,65.9838671875,0.3362109375,6.266181640625,0.08248046875,2.477743148803711,2.3472232818603516,0.13051986694335938,13.728515625,9.435546875,4.29296875,4.0,34.5,2.0,0.0,0.0
