label,dataset,runner_name,tag,run_id,recall,total_time,qps,start_time,end_time,warmup,samples,local_pct,local_pct_skt0,local_pct_skt1,lmb_gb_skt0,lmb_gb_skt1,rmb_gb_skt0,rmb_gb_skt1,ipc,inst,inst_skt0,inst_skt1,afreq,freq,cpu_balance,llc_rd_miss_lat_ns,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_write_gb_skt0,mem_write_gb_skt1,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s
locality,gist-960-euclidean,usearch,firsttouch,32,0.97791,0.8948157700000365,1117.5484759281337,2026-09-04T19:21:29.984583,2026-09-04T19:21:30.879419,False,1,50.0,50.0,49.0,19.970703125,18.0927734375,17.966796875,19.2275390625,0.51,3226.66,1635.91,1590.74,1.0,0.05,0.9723884565776846,179.48,0.09,6.24,5.57,0.0017,43.9370703125,64.465126953125,76.5,51.5,93.9018359375,84.95501953125,8.946826171875,44.172138671875,40.782880859375,4.74744140625,4.199384765625,2.5274429321289062,1.4325447082519531,1.0948982238769531,13.69921875,7.80078125,5.8984375,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,33,0.97791,0.9014542360000064,1109.318654308251,2026-09-04T19:21:30.926718,2026-09-04T19:21:31.828198,False,1,50.0,50.0,49.0,19.884765625,18.02734375,18.1005859375,19.259765625,0.51,3365.43,1716.97,1648.46,1.0,0.05,0.9600983127253243,179.85,0.09,6.53,5.82,0.0017,44.0586328125,64.558125,76.5,52.0,91.594755859375,82.800859375,8.79390625,42.946376953125,39.85447265625,4.6487890625,4.145107421875,2.527446746826172,1.4325408935546875,1.0949058532714844,13.703125,7.8046875,5.8984375,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,34,0.97791,0.9033435350000332,1106.9985683795958,2026-09-04T19:21:31.875690,2026-09-04T19:21:32.779060,False,1,50.0,50.0,49.0,19.6650390625,17.9091796875,17.873046875,19.2509765625,0.51,3351.72,1703.39,1648.34,1.0,0.05,0.9676820927679509,179.53,0.09,6.52,5.82,0.0017,43.84953125,64.275517578125,76.5,51.5,,,,,,,,2.5274581909179688,1.4325523376464844,1.0949058532714844,13.70703125,7.80859375,5.8984375,3.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,35,0.97791,0.9089311740000312,1100.1933134267938,2026-09-04T19:21:32.826630,2026-09-04T19:21:33.735581,False,1,50.0,50.0,49.0,19.83203125,17.9697265625,17.89453125,19.1025390625,0.51,3256.6,1652.39,1604.21,1.0,0.05,0.9708422345814245,179.52,0.09,6.3,5.61,0.0017,43.7365625,64.065048828125,75.5,51.5,,,,,,,,2.5271148681640625,1.4322891235351562,1.0948257446289062,13.69140625,7.79296875,5.8984375,3.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,36,0.97791,0.9036843260000182,1106.5811049598528,2026-09-04T19:21:33.783026,2026-09-04T19:21:34.686730,False,1,50.0,50.0,49.0,19.529296875,17.79296875,,18.9306640625,0.51,3135.21,1582.67,1552.54,1.0,0.05,0.9809625506264729,179.07,0.09,6.1,5.43,0.0017,43.334326171875,63.594765625,75.5,51.5,92.83849609375,84.08900390625,8.7494921875,43.62134765625,40.46765625,4.624345703125,4.125146484375,2.5270614624023438,1.4322509765625,1.0948104858398438,13.4921875,7.59375,5.8984375,2.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,37,0.97791,0.9275960260000032,1078.0555025793053,2026-09-04T19:21:34.734035,2026-09-04T19:21:35.661658,False,1,50.0,51.0,49.0,19.91015625,,,18.908203125,0.52,3412.74,1709.81,1702.93,1.0,0.05,0.9959761610939228,177.95,0.09,6.51,5.8,0.0017,43.4050390625,63.750390625,75.5,51.5,95.494677734375,86.606259765625,8.88841796875,44.93177734375,41.6744921875,4.69513671875,4.19328125,2.4863204956054688,1.4324760437011719,1.0538444519042969,13.77734375,7.82421875,5.953125,4.0,31.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,38,0.97791,0.8906648130000008,1122.7568277135915,2026-09-04T19:21:35.708923,2026-09-04T19:21:36.599608,False,1,50.0,51.0,49.0,19.408203125,17.388671875,17.458984375,18.359375,0.51,3290.96,1679.72,1611.24,1.0,0.05,0.9592313004548377,179.32,0.09,6.38,5.68,0.0017,42.3735546875,62.219404296875,73.5,50.0,92.85796875,84.256083984375,8.601884765625,43.630869140625,40.625224609375,4.495712890625,4.106171875,2.4828109741210938,1.4320220947265625,1.0507888793945312,13.49609375,7.80859375,5.6875,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,39,0.97791,0.8972167740000145,1114.5578515454547,2026-09-04T19:21:36.647064,2026-09-04T19:21:37.544301,False,1,50.0,50.0,49.0,20.16015625,,18.1416015625,0.0,0.51,3400.45,1719.89,1680.56,1.0,0.05,0.9771322584583897,179.11,0.09,6.59,5.88,0.0017,44.4015625,65.0401953125,76.5,52.5,97.00546875,88.006376953125,8.999091796875,45.588427734375,42.41794921875,4.750185546875,4.24890625,2.4776268005371094,1.4317436218261719,1.0458831787109375,13.46875,7.921875,5.546875,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,40,0.97791,0.8901281440000162,1123.433751354324,2026-09-04T19:21:37.591542,2026-09-04T19:21:38.481690,False,1,50.0,51.0,49.0,20.2060546875,18.0986328125,18.0517578125,19.1201171875,0.51,3172.89,1612.89,1560.01,1.0,0.05,0.9672141311558754,178.45,0.09,6.17,5.5,0.0017,43.8987109375,64.416962890625,76.0,51.5,95.798193359375,87.0360546875,8.762138671875,45.2387109375,41.79734375,4.64119140625,4.120947265625,2.477214813232422,1.4314613342285156,1.0457534790039062,13.3828125,7.8359375,5.546875,4.0,31.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,41,0.97791,0.8990334829999824,1112.3056247728423,2026-09-04T19:21:38.529074,2026-09-04T19:21:39.428130,False,1,50.0,51.0,49.0,20.1171875,18.03515625,18.0849609375,19.1162109375,0.51,3329.84,1713.21,1616.63,1.0,0.05,0.9436262921650003,178.64,0.09,6.47,5.78,0.0017,44.104365234375,64.57703125,76.5,52.0,96.680986328125,87.86623046875,8.814755859375,45.602333984375,42.263896484375,4.643017578125,4.171728515625,2.4772071838378906,1.4314537048339844,1.0457534790039062,13.38671875,7.83984375,5.546875,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,42,0.97791,0.9142809209999996,1093.7557341853362,2026-09-04T19:21:39.475599,2026-09-04T19:21:40.389906,False,1,50.0,50.0,49.0,19.9140625,17.9375,,19.041015625,0.52,3282.05,1662.71,1619.34,1.0,0.05,0.973916076766243,178.38,0.09,6.39,5.7,0.0017,43.568720703125,63.99533203125,75.5,51.5,95.70037109375,87.033037109375,8.667333984375,45.15734375,41.875693359375,4.577666015625,4.08966796875,2.4772071838378906,1.4314537048339844,1.0457534790039062,13.390625,7.84375,5.546875,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,43,0.97791,0.9031317759999524,1107.2581284085531,2026-09-04T19:21:40.437208,2026-09-04T19:21:41.340361,False,1,50.0,50.0,49.0,19.181640625,17.60546875,17.36328125,18.90234375,0.51,3141.57,1598.35,1543.22,1.0,0.05,0.9655081803109458,177.58,0.09,6.1,5.45,0.0017,42.762548828125,62.8923828125,74.5,50.5,93.990947265625,85.52533203125,8.465625,44.372666015625,41.152666015625,4.4696875,3.9959375,2.477214813232422,1.43145751953125,1.0457572937011719,13.39453125,7.84765625,5.546875,4.0,31.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,44,0.97791,0.9192957380000166,1087.7892267569523,2026-09-04T19:21:41.387630,2026-09-04T19:21:42.306948,False,1,50.0,50.0,50.0,18.9248046875,17.6044921875,17.1201171875,18.849609375,0.52,3187.98,1602.35,1585.63,1.0,0.05,0.9895653259275441,177.93,0.09,6.19,5.51,0.0017,42.40955078125,62.5368359375,74.0,50.0,95.233720703125,86.677451171875,8.556259765625,44.94958984375,41.727861328125,4.517041015625,4.039228515625,2.4772109985351562,1.43145751953125,1.0457534790039062,13.3984375,7.8515625,5.546875,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,45,0.97791,0.9111885869999696,1097.4676529832714,2026-09-04T19:21:42.354376,2026-09-04T19:21:43.265591,False,1,50.0,50.0,50.0,18.69921875,17.1767578125,16.78515625,18.27734375,0.51,3135.66,1564.18,1571.48,1.0,0.05,0.9953546974826278,177.83,0.09,6.11,5.44,0.0017,41.34322265625,60.925966796875,72.5,49.0,93.31744140625,85.00078125,8.316669921875,44.12435546875,40.876416015625,4.399130859375,3.9175390625,2.477214813232422,1.4314613342285156,1.0457534790039062,13.40234375,7.85546875,5.546875,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,48,0.97791,0.9004710400000135,1110.5298844480162,2026-09-04T19:21:45.216144,2026-09-04T19:21:46.116635,False,1,50.0,50.0,49.0,18.88671875,17.142578125,17.1953125,18.34765625,0.51,3076.65,1573.77,1502.88,1.0,0.04,0.9549552984235309,178.32,0.09,5.96,5.32,0.0017,41.683486328125,61.156044921875,72.0,48.5,94.094755859375,85.815009765625,8.27974609375,44.536201171875,41.27880859375,4.368671875,3.91107421875,,,,,,,4.0,32.0,3.0,0.0,0.0
locality,gist-960-euclidean,usearch,firsttouch,49,0.97791,0.8936412999999561,1119.0172164156347,2026-09-04T19:21:46.164156,2026-09-04T19:21:47.057817,False,1,50.0,50.0,49.0,19.7861328125,17.87890625,17.8037109375,19.091796875,0.51,3346.37,1704.88,1641.5,1.0,0.05,0.9628243630050208,178.58,0.09,6.52,5.82,0.0017,43.7962109375,64.18052734375,76.5,51.5,95.2521484375,86.880908203125,8.371240234375,45.08560546875,41.795302734375,4.421025390625,3.95021484375,2.477283477783203,1.4314956665039062,1.0457878112792969,13.4140625,7.8671875,5.546875,4.0,32.0,3.0,0.0,0.0
