label,dataset,readratio,writeratio,run,benchmark,tag,ts_start,ts_end,read_bw_gb,write_bw_gb,read_bw_wall_gb,write_bw_wall_gb,wall_s,read_bw_std,write_bw_std,read_bw_std_pct,write_bw_std_pct,start_time,end_time,samples,local_pct,local_pct_skt0,local_pct_skt1,lmb_gb_skt0,lmb_gb_skt1,rmb_gb_skt0,rmb_gb_skt1,ipc,inst,inst_skt0,inst_skt1,afreq,freq,cpu_balance,llc_rd_miss_lat_ns,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_write_gb_skt0,mem_write_gb_skt1,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s,kernel,pgt_tag
fio-repl,details,30,70,4,readwrite_random,repl,1788260191.0599122,1788260241.9177897,5.530757921,2.285934828,5.5219240207640095,2.2822075953680288,30.052,0.025449570314,0.002333698263,0.4705761046373263,0.104398822642027,2026-09-01 12:56:31.059912205,2026-09-01 12:57:21.917789698,51,62.411764705882355,63.490196078431374,62.745098039215684,21.254346660539216,16.15816482843137,11.068876378676471,16.74954044117647,0.24450980392156865,1538.0980392156862,765.3517647058824,772.7462745098039,0.9986274509803922,0.05333333333333334,0.9904308696814976,172.89470588235295,0.5729411764705883,24.6978431372549,8.63843137254902,0.005237254901960784,19.156918083639702,37.375838886335785,44.1421568627451,22.401960784313726,41.51863664215687,21.220775696997546,20.297859987745095,11.183059129901963,10.03771599264706,10.78037185968137,9.517487362132353,2.1630830203785614,1.1615195928835402,1.0015728520412073,12.25375306372549,8.305300245098039,3.948452818627451,9.66,27.56,21.52,0.08,0.0,,
fio-repl,details,30,70,5,readwrite_random,repl,1788260245.387269,1788260296.3719218,6.929178434,2.239822006,6.9141986693717365,2.2349798729504107,30.067,0.036222274353,0.002387511498,0.5348630959099573,0.1090410622236271,2026-09-01 12:57:25.387269020,2026-09-01 12:58:16.371921778,51,65.68627450980392,62.6078431372549,65.94117647058823,18.97427734375,18.50021063112745,10.275926776960784,16.467371323529413,0.26,1555.7739215686272,748.7121568627451,807.0603921568628,0.9952941176470589,0.05333333333333334,0.9277027644261138,167.5035294117647,0.5629411764705883,25.026274509803926,9.075686274509806,0.0053941176470588235,18.997369791666667,37.05385071997549,43.700980392156865,22.24509803921569,42.39635550704657,22.205442708333333,20.190911841299023,10.197474149816177,12.0079674096201,10.61745921415441,9.573452244178922,2.140669803993375,1.1588813183354396,0.9817979102041207,12.189644607843137,8.283624387254902,3.9060202205882355,9.78,26.94,21.7,0.12,0.0,,
fio-repl,details,30,70,1,readwrite_random,unrepl-bound,1788260299.2435582,1788260349.986169,10.936563422,29.572025248,10.892994349910364,29.455197979417036,30.122,0.039916329415,0.047567836847,0.3733231839113147,0.1645508520615029,2026-09-01 12:58:19.243558168,2026-09-01 12:59:09.986169100,51,57.90196078431372,59.254901960784316,81.82352941176471,32.9699609375,1.5954733455882353,0.7441597732843137,24.432554853723403,0.21156862745098037,1279.891176470588,708.2456862745098,571.6456862745098,0.9984313725490196,0.053725490196078425,0.8071290759022639,533.1990196078432,0.1703921568627451,7.052549019607843,5.160588235294117,0.00377843137254902,25.860551087622543,44.64419213388481,52.745098039215684,30.313725490196077,74.9271760110294,34.61664675245098,40.31052906709559,33.3468723192402,1.2697746246936277,39.42694833792892,0.8835811121323529,1.3152121001598882,1.1505711125392541,0.16461271398207722,12.241804534313726,8.32046568627451,3.9213388480392157,6.122448979591836,20.93877551020408,25.387755102040817,27.551020408163264,0.0,,
fio-repl,details,30,70,2,readwrite_random,unrepl-bound,1788260353.0181773,1788260403.6987689,11.694109351,29.367073438,11.653326786236216,29.26465737956689,30.108,0.038387695712,0.0433156222839999,0.335677382556574,0.1508795874448704,2026-09-01 12:59:13.018177271,2026-09-01 13:00:03.698768854,50,57.12,58.1,87.38,32.757222493489586,1.7626953125,0.60537109375,24.728046875,0.22339999999999996,1296.34,721.6432,574.6968,0.996,0.054000000000000006,0.7963725009810944,518.1938,0.16260000000000005,7.482999999999999,5.5856,0.004044,26.82318984375,45.656075390625,53.91,31.565,75.4193708984375,35.165173046875,40.254196875000005,33.9663603515625,1.1988119140625002,39.4027662109375,0.8514306640625,1.337261047363281,1.1730110931396485,0.1642499542236328,12.288203125,8.306875,3.981328125,5.9375,21.520833333333332,24.895833333333332,27.604166666666668,0.0,,
fio-repl,details,30,70,3,readwrite_random,unrepl-bound,1788260406.8506966,1788260457.5789697,11.25453509,29.316405114,11.217893635427394,29.22095952479984,30.101,0.038121696516,0.041106803589,0.3466328755767229,0.1434021568277882,2026-09-01 13:00:06.850696564,2026-09-01 13:00:57.578969717,50,60.2,59.9,89.06,33.41330078125,1.95701171875,1.19962890625,23.0575,0.20659999999999998,1282.7638,703.6500000000001,579.1124,0.9984000000000001,0.054000000000000006,0.8230120088111986,553.7078,0.16680000000000003,7.153799999999999,5.2356,0.0038640000000000002,25.0021927734375,43.97923398437499,51.93,29.115,75.2498013671875,34.64058925781249,40.609212890625,33.388091796874996,1.2524968749999998,39.747759570312496,0.861454296875,1.3295985203163296,1.1647474251541439,0.16485109516218596,12.237438725490197,8.318474264705882,3.9189644607843137,6.183673469387755,21.816326530612244,25.775510204081634,26.816326530612244,0.0,,
fio-repl,details,30,70,4,readwrite_random,unrepl-bound,1788260460.7489762,1788260511.485812,12.68447101,29.268643704,12.628069394212902,29.13947163047518,30.136,0.041579221587,0.03908921319,0.3353302979815427,0.1365909049559068,2026-09-01 13:01:00.748976231,2026-09-01 13:01:51.485811949,51,55.13725490196079,56.549019607843135,82.6078431372549,32.0080715880102,1.5812078737745099,0.6326784620098039,25.74948299632353,0.22882352941176468,1311.5141176470588,730.7576470588236,580.7560784313725,0.9970588235294118,0.05372549019607844,0.7947314417698096,496.29294117647055,0.15549019607843143,7.833137254901961,5.957058823529411,0.004231372549019607,28.06497434129902,46.82871151194853,55.30882352941176,32.98529411764706,75.62250555300244,35.72546626072304,39.897040249693625,34.48734757965686,1.2381190640318627,39.03909237132353,0.8579476868872548,1.337054443359375,1.1681256866455076,0.16895759582519532,12.26234375,7.795703125,4.466640625,6.104166666666667,21.291666666666668,25.625,27.395833333333332,0.0,,
fio-repl,details,30,70,5,readwrite_random,unrepl-bound,1788260514.7011433,1788260565.4090755,11.746979465,29.231201816,11.710290889324517,29.13990590743263,30.097,0.0376856705979999,0.041393642308,0.3282880386267284,0.1448489395388801,2026-09-01 13:01:54.701143265,2026-09-01 13:02:45.409075499,51,59.35294117647059,60.07843137254902,82.13725490196079,33.140644148284316,1.9862898284313726,1.1321997549019607,22.66831341911765,0.22313725490196076,1289.3396078431372,707.6233333333333,581.716862745098,0.9976470588235294,0.05352941176470588,0.8220713412669141,541.3064705882354,0.17039215686274517,7.777254901960784,5.654313725490196,0.0040999999999999995,24.723902420343137,43.5910004978554,51.38725490196079,28.931372549019606,74.323740234375,34.49865157781863,39.82508827359069,33.01004346660539,1.4886084941789215,38.822376302083335,1.0027127374387255,1.3591515350341796,1.1733138275146484,0.18582809448242188,12.2878125,7.813515625,4.474296875,5.916666666666667,23.083333333333332,25.145833333333332,26.104166666666668,0.0,,
fio-repl,details,30,70,1,readwrite_random,unrepl-firsttouch,1788260568.464988,1788260619.1848335,19.758626165,45.929344524,19.699531510301743,45.79350404678985,30.092,0.088972264502,0.056199650936,0.4610236938670798,0.1251277731248999,2026-09-01 13:02:48.464987993,2026-09-01 13:03:39.184833527,51,49.98039215686274,54.3921568627451,46.745098039215684,26.65203737745098,18.82149969362745,19.89392578125,23.85820695465686,0.29980392156862745,1950.6519607843143,1059.395294117647,891.256862745098,0.9980392156862745,0.05333333333333334,0.84128829691226,309.4550980392157,0.1476470588235294,11.019411764705882,9.085686274509802,0.004380392156862745,47.04329254748774,65.8146595435049,77.99019607843137,55.51960784313726,118.82172487745099,54.8921861596201,63.92953814338236,30.723696959252454,24.1684890088848,35.08361232383579,28.845925053615193,1.2828877018947227,0.7428620282341453,0.5400350982067632,12.226332720588236,7.779105392156863,4.447227328431373,7.040816326530612,20.653061224489797,24.755102040816325,24.0,0.0,,
fio-repl,details,30,70,2,readwrite_random,unrepl-firsttouch,1788260622.380246,1788260673.0598924,18.920904605,44.265582853,18.872468498553808,44.15373790245686,30.079,0.0781123689489999,0.054740846713,0.4226670438079465,0.1264706988377347,2026-09-01 13:03:42.380245924,2026-09-01 13:04:33.059892416,50,50.34,51.5,50.38,27.86443359375,17.2380078125,16.33546875,27.569765625,0.2908,1895.3580000000002,919.9773999999999,975.3815999999999,0.9982,0.053599999999999995,0.9431974111465706,338.4254,0.15780000000000002,10.417200000000001,8.4646,0.004216,45.9149744140625,64.8094083984375,76.82,54.32,115.64556257659312,52.959748200061284,62.68581552542893,32.12674823835784,20.83299996170343,38.91024567248775,23.775571001838234,1.2958194732666015,0.806423110961914,0.4893963623046875,12.2503125,8.326171875,3.924140625,6.448979591836735,20.551020408163264,24.0,24.3265306122449,0.0,,
fio-repl,details,30,70,3,readwrite_random,unrepl-firsttouch,1788260676.2858756,1788260726.972046,19.399424767,45.522491846,19.34590466637859,45.39841525278378,30.085,0.072871881905,0.061496676837,0.384310463176546,0.1381636021120098,2026-09-01 13:04:36.285875559,2026-09-01 13:05:26.972045898,50,50.44,53.58,47.52,27.923708545918366,18.66287109375,19.24830078125,25.16333984375,0.2988,1946.8355999999999,1061.7958,885.0402,0.9974,0.054000000000000006,0.8335314568017692,313.5436,0.1434,10.9536,8.9794,0.004392,46.96127246093749,65.9641173828125,78.22,55.5,117.92996289062499,54.554995703125,63.37496777343749,31.5339205078125,23.021075976562496,35.934098046875,27.440869140624997,1.2994474029541017,0.7716869354248046,0.5277796936035156,12.291796875,8.3296875,3.962109375,6.714285714285714,20.693877551020407,23.551020408163264,24.918367346938776,0.0,,
fio-repl,details,30,70,4,readwrite_random,unrepl-firsttouch,1788260730.1405458,1788260780.8072798,18.818802501,44.468210825,18.778119288256228,44.373556703628566,30.067,0.04031359016,0.058230786842,0.2192553333556322,0.1339213062176612,2026-09-01 13:05:30.140545845,2026-09-01 13:06:20.807279825,51,50.333333333333336,53.254901960784316,48.509803921568626,26.6541015625,16.856796875,15.554126496010639,25.765146292892158,0.31098039215686274,1876.9788235294118,906.7052941176472,970.2737254901961,0.9962745098039216,0.05333333333333334,0.9344840227014978,334.85196078431375,0.15627450980392157,10.540392156862744,8.533725490196078,0.004262745098039216,45.31351907169118,64.08759497549019,75.87254901960785,53.44607843137255,116.3677357421875,53.309025390624996,63.05870898437499,31.899428124999996,21.4095970703125,38.715773828124995,24.3429349609375,1.2867522894167431,0.7881678412942326,0.49860329721488206,12.228707107843137,7.789905024509804,4.438802083333333,6.551020408163265,21.26530612244898,23.612244897959183,24.693877551020407,0.0,,
fio-repl,details,30,70,5,readwrite_random,unrepl-firsttouch,1788260783.9949584,1788260834.682693,20.537431648,46.324546613,20.484176340425535,46.20596316595745,30.08,0.0573455379,0.059449744809,0.2855457341564067,0.1312333759829132,2026-09-01 13:06:23.994958401,2026-09-01 13:07:14.682693005,51,50.09803921568628,53.11764705882353,47.92156862745098,22.63754212622549,23.716637436224488,24.012618719362745,20.03073299632353,0.32627450980392153,1968.885882352941,1034.278431372549,934.6080392156863,0.995686274509804,0.05333333333333334,0.9036329201754753,307.2376470588235,0.16137254901960787,11.474509803921569,9.406274509803922,0.004458823529411766,47.27658528645832,65.89862955729167,78.15196078431373,55.8921568627451,118.85744140625,54.67285788143383,64.18458275888479,26.014418466605395,28.658439414828432,29.93493470435049,34.24964786305147,1.2746582779229856,0.6555091259526271,0.6191114537856157,12.253676470588236,7.799325980392157,4.454350490196078,6.979591836734694,20.714285714285715,23.346938775510203,23.571428571428573,0.0,,
fio-repl,details,30,70,1,readwrite_random,unrepl-interleaved,1788260837.8728354,1788260888.5493343,20.394948816,46.01245682,20.3447684000532,45.89924622742386,30.076,0.087609005126,0.057920581314,0.4394756402534875,0.1287753327331929,2026-09-01 13:07:17.872835398,2026-09-01 13:08:08.549334288,51,49.92156862745098,54.627450980392155,46.23529411764706,24.559149050245097,21.543308423913043,23.210209865196077,19.590552236519606,0.30196078431372547,1978.596470588235,1064.7917647058825,913.8049019607844,0.9966666666666666,0.05333333333333333,0.8582005724031836,305.00098039215686,0.15294117647058827,11.460196078431373,9.409607843137254,0.004476470588235294,47.55631855085784,66.33164215686274,78.42647058823529,56.19607843137255,119.46197629442402,55.06993929993873,64.39203814338235,27.80475490196078,27.265182674632353,31.67530579810049,32.71673215379902,1.2929972076416016,0.6934407043457032,0.5995853424072265,12.23828125,8.298828125,3.939453125,6.653061224489796,20.79591836734694,23.6734693877551,23.26530612244898,0.0,,
fio-repl,details,30,70,2,readwrite_random,unrepl-interleaved,1788260891.642439,1788260942.3191037,20.431984427,45.989255504,20.381035236227017,45.87610575842005,30.077,0.07834394651,0.066545560239,0.3921295135409818,0.148030024082893,2026-09-01 13:08:11.642438889,2026-09-01 13:09:02.319103718,50,49.62,54.18,46.26,25.040975765306122,22.356953938802082,23.276407047193878,21.7700390625,0.3154,1994.8563999999997,1071.8318000000002,923.0232,0.9964,0.0538,0.8611642237149522,305.9436,0.15440000000000004,11.532199999999998,9.4952,0.004468000000000001,47.8876126953125,66.7438580078125,79.04499999999999,56.58,120.19557272518381,55.48055434283088,64.71501761642158,28.06985657935049,27.41069661458333,31.967553998161765,32.74746457567402,1.2812944300034468,0.6877718906776578,0.5935319638719746,12.204733455882353,8.274126838235293,3.930606617647059,6.979591836734694,20.632653061224488,23.26530612244898,23.0,0.0,,
fio-repl,details,30,70,3,readwrite_random,unrepl-interleaved,1788260945.5592768,1788260996.2769573,20.481428726,46.61956629,20.422208270131943,46.48476944531224,30.089,0.080702164391,0.05842898066,0.403268563150227,0.1281652088345562,2026-09-01 13:09:05.559276819,2026-09-01 13:09:56.276957273,50,50.08,52.12,48.26,24.502072704081634,22.28529296875,22.736171875,22.41486328125,0.30820000000000003,2012.2562,1048.1094,964.1461999999999,0.9978,0.0538,0.9198908052918902,308.7398,0.14780000000000004,11.078199999999999,9.1664,0.0043100000000000005,48.723220117187495,67.48879335937501,80.03999999999999,57.56,122.03743547028186,55.84266199448529,66.1947744332108,28.181717218137255,27.660945925245098,32.996465035232845,33.19830710018382,1.2873310762293197,0.690121893789254,0.5972280315324372,12.250612745098039,8.301930147058824,3.9486825980392157,6.530612244897959,20.79591836734694,23.367346938775512,23.448979591836736,0.0,,
fio-repl,details,30,70,4,readwrite_random,unrepl-interleaved,1788260999.4438584,1788261050.1395285,20.236635943,46.737689239,20.178121342196224,46.60409972666844,30.088,0.084076445672,0.052660709443,0.4252572786964053,0.115232371745522,2026-09-01 13:09:59.443858385,2026-09-01 13:10:50.139528513,51,49.80392156862745,53.31372549019608,47.72549019607843,26.13285079656863,22.658911611519606,23.3655859375,24.44299555759804,0.3205882352941177,1976.6254901960785,1032.52,944.106274509804,0.9962745098039216,0.05313725490196079,0.9143709318074266,305.04901960784315,0.15156862745098043,11.117647058823529,9.085490196078432,0.0042921568627450985,47.839472081801475,66.38267558976716,78.7843137254902,56.51960784313726,121.5404247089461,55.69530445772058,65.84512120863971,28.10980526194853,27.585498429840683,32.76270335477941,33.08241651348038,1.2934805297851562,0.6921638488769531,0.6013166809082031,12.27484375,8.313359375,3.961484375,7.020408163265306,20.836734693877553,23.448979591836736,23.93877551020408,0.0,,
fio-repl,details,30,70,5,readwrite_random,unrepl-interleaved,1788261053.2427225,1788261103.936236,21.204780797,46.342800752,21.14979499574468,46.227251880851064,30.08,0.058051334688,0.062779180499,0.2799612660934271,0.1385585694601413,2026-09-01 13:10:53.242722511,2026-09-01 13:11:43.936235905,51,49.666666666666664,52.21568627450981,48.470588235294116,23.758348651960784,23.48226651278409,22.51675474877451,19.796500997340427,0.30450980392156873,2010.9492156862743,983.1203921568629,1027.8292156862744,0.9978431372549019,0.05333333333333334,0.956501700042103,305.69941176470587,0.1490196078431373,11.95294117647059,10.010588235294117,0.004658823529411763,48.30114525888481,66.90669519761029,79.34313725490196,57.20098039215686,123.43179140624997,56.96182148437501,66.4699693359375,28.693986914062492,28.2678349609375,33.8232353515625,32.64673359375001,1.2989817810058595,0.6961012268066407,0.6028805541992187,12.29953125,8.313203125,3.986328125,7.3061224489795915,21.6734693877551,23.551020408163264,22.73469387755102,0.0,,
fio-repl,details,20,80,1,readwrite_random,repl,1788261107.1577904,1788261158.0492532,2.78280446,2.67895602,2.777157760894152,2.6736091586720776,30.062,0.016179438859,0.002793402707,0.5948881447741206,0.1067053779767478,2026-09-01 13:11:47.157790422,2026-09-01 13:12:38.049253225,51,59.333333333333336,62.431372549019606,57.705882352941174,20.95699295343137,15.592890625,12.263920802696079,16.34832643995098,0.2298039215686274,1460.7513725490194,743.8054901960785,716.9470588235293,0.9984313725490196,0.05352941176470588,0.9638905174449992,181.64156862745105,0.5990196078431371,23.512745098039215,7.56235294117647,0.004850980392156862,19.110651616115195,37.17310853247549,43.9264705882353,22.259803921568626,39.22103359375,19.1809568359375,20.0400767578125,10.495677343750001,8.685280273437499,10.570047070312498,9.4700296875,2.173590117809819,1.162079605401731,1.0115293615004597,12.225796568627452,8.300015318627452,3.92578125,9.82,27.1,23.0,0.1,0.0,,
