round,elapsed_ms,tag
0,0.543255,alloc
1,0.540761,alloc
2,0.539862,alloc
3,0.540069,alloc
4,0.539870,alloc
5,0.540380,alloc
6,0.540135,alloc
7,0.540233,alloc
8,0.540169,alloc
9,0.540261,alloc
