round,elapsed_ms,tag
0,0.141525,pgtable_repl
1,0.140531,pgtable_repl
2,0.140225,pgtable_repl
3,0.140950,pgtable_repl
4,0.142441,pgtable_repl
0,0.138131,pgtable_norepl
1,0.137081,pgtable_norepl
2,0.137606,pgtable_norepl
3,0.138000,pgtable_norepl
4,0.137663,pgtable_norepl
