,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2026-08-27,15:28:39.248,  386.25,  661.55,  386.13,  661.60,  385.80,  661.08,  383.27,  657.40,  383.28,  657.26,  383.26,  657.23, 2308.00, 3956.13,6877495308, 6264.13,  371.94,  640.39,  372.19,  640.76,  372.06,  640.43,  370.52,  636.28,  370.51,  636.36,  370.19,  635.75, 2227.41, 3829.98,6879222312, 6057.38,  432.78,  725.90,  432.69,  725.81,  432.91,  725.82,  428.25,  719.24,  428.07,  719.06,  428.27,  719.49, 2582.97, 4335.33,6879314075, 6918.30,    1.49,    4.03,    1.55,    4.09,    1.51,    4.07,    1.34,    4.06,    1.37,    4.08,    1.45,    4.11,    8.72,   24.43,6881276590,   33.15,   7127.09,  12145.87,  19272.96
2026-08-27,15:28:40.249,    6.89,    5.98,    6.93,    5.96,    6.71,    5.76,    6.55,    5.66,    6.42,    5.60,    6.55,    5.73,   40.06,   34.69,8003451303,   74.75,    1.84,    3.75,    1.89,    3.76,    2.01,    3.91,    1.63,    3.59,    1.64,    3.58,    1.59,    3.58,   10.60,   22.17,8001425887,   32.77,   73.04,   95.47,   72.83,   95.16,   72.84,   95.19,   57.16,   79.50,   57.02,   79.24,   57.21,   79.52,  390.10,  524.09,8002073282,  914.18,    2.52,    2.62,    2.64,    2.78,    2.56,    2.68,    1.89,    1.88,    1.88,    1.87,    2.03,    2.04,   13.52,   13.87,7999775505,   27.38,    454.27,    594.81,   1049.09
2026-08-27,15:28:41.249,   12.79,   34.22,   12.68,   34.22,   12.41,   33.94,    8.92,   32.48,    9.20,   32.64,    9.73,   33.21,   65.74,  200.71,7779521759,  266.46,    9.45,   30.84,    9.54,   30.93,    9.93,   31.29,    6.53,   29.41,    6.43,   29.37,    6.47,   29.38,   48.37,  181.23,7779160727,  229.60,   33.03,   96.70,   34.37,   97.69,   32.97,   96.47,   25.65,   93.91,   26.24,   94.93,   27.28,   95.84,  179.55,  575.54,7749319905,  755.09,   10.33,   34.62,   10.54,   34.87,   10.39,   34.69,    6.71,   32.45,    6.68,   32.39,    6.84,   32.54,   51.49,  201.56,7780464090,  253.04,    345.15,   1159.03,   1504.18
2026-08-27,15:28:42.250,   30.48,   40.81,   30.72,   41.27,   30.22,   40.75,   26.59,   38.69,   27.17,   39.11,   28.35,   40.39,  173.52,  241.02,7630609217,  414.54,   33.78,   43.72,   34.14,   44.00,   34.63,   44.51,   30.60,   41.63,   30.44,   41.54,   30.55,   41.63,  194.13,  257.04,7629070155,  451.17,   49.25,   76.32,   50.25,   76.92,   49.75,   76.53,   43.44,   73.52,   46.88,   77.22,   43.70,   74.01,  283.27,  454.51,7587936942,  737.78,   34.47,   44.24,   34.89,   44.64,   34.35,   44.16,   31.19,   42.11,   31.09,   41.98,   31.30,   42.15,  197.29,  259.28,7632957149,  456.57,    848.21,   1211.85,   2060.06
2026-08-27,15:28:43.251,   28.78,   46.95,   29.00,   47.20,   28.46,   46.66,   24.08,   44.79,   24.74,   45.22,   25.71,   46.25,  160.76,  277.06,7647464283,  437.83,   32.49,   52.34,   32.74,   52.54,   33.23,   53.08,   28.59,   50.57,   28.49,   50.50,   28.55,   50.57,  184.08,  309.60,7647332550,  493.68,   44.30,   67.65,   45.77,   68.57,   44.65,   67.75,   39.41,   65.12,   41.42,   67.53,   39.89,   65.65,  255.44,  402.28,7607993309,  657.72,   30.68,   44.87,   31.09,   45.23,   30.54,   44.76,   27.20,   42.87,   27.09,   42.76,   27.31,   42.91,  173.92,  263.40,7648075532,  437.31,    774.20,   1252.34,   2026.54
2026-08-27,15:28:44.250,   49.37,   93.80,   49.66,   94.21,   48.18,   93.23,   44.03,   92.44,   42.67,   90.76,   44.19,   92.46,  278.09,  556.90,7614922397,  835.00,   61.80,  122.13,   62.09,  122.32,   62.59,  122.88,   54.29,  118.06,   54.17,  118.00,   54.29,  118.13,  349.22,  721.53,7612925371, 1070.74,   78.22,  133.86,   79.17,  134.51,   78.16,  133.44,   70.07,  129.61,   73.16,  133.69,   70.59,  130.65,  449.36,  795.76,7564460909, 1245.12,   79.64,  130.18,   79.82,  130.26,   78.98,  129.68,   71.32,  125.63,   71.31,  125.59,   71.50,  125.63,  452.57,  766.96,7608947220, 1219.53,   1529.24,   2841.15,   4370.39
2026-08-27,15:28:45.251,   68.90,   84.04,   67.49,   83.51,   68.20,   83.75,   64.31,   82.20,   64.32,   81.23,   68.04,   84.31,  401.26,  499.04,7688565933,  900.30,   81.17,  105.26,   82.32,  106.49,   82.16,  106.25,   76.34,  102.54,   75.52,  101.52,   75.56,  101.65,  473.07,  623.71,7687631018, 1096.78,   80.01,   93.57,   79.28,   93.45,   81.11,   94.04,   72.58,   89.37,   73.67,   91.20,   71.94,   89.05,  458.59,  550.68,7651454168, 1009.27,   66.19,   82.68,   66.76,   83.37,   65.87,   82.42,   60.40,   79.25,   60.20,   78.90,   60.44,   79.19,  379.86,  485.82,7686044744,  865.69,   1712.78,   2159.26,   3872.04
2026-08-27,15:28:46.255,  253.02,  222.66,  250.99,  220.75,  254.23,  223.10,  231.70,  203.80,  234.35,  205.78,  236.30,  208.00, 1460.60, 1284.09,7985102322, 2744.69,  254.90,  229.43,  256.96,  231.78,  257.30,  232.28,  240.22,  216.67,  235.35,  212.46,  235.77,  212.88, 1480.50, 1335.50,7990880443, 2816.00,  296.95,  259.90,  298.94,  263.12,  303.34,  265.97,  282.76,  250.61,  279.75,  249.38,  273.81,  242.57, 1735.55, 1531.54,8015593503, 3267.09,  261.09,  229.44,  263.41,  231.71,  255.73,  223.88,  235.14,  205.51,  233.88,  204.71,  235.32,  205.96, 1484.57, 1301.21,8016447929, 2785.78,   6161.23,   5452.34,  11613.57
2026-08-27,15:28:47.250,  394.20,  380.56,  394.55,  381.55,  396.19,  383.73,  362.29,  352.59,  362.73,  352.28,  364.13,  354.13, 2274.09, 2204.84,7995252607, 4478.93,  380.07,  390.73,  382.59,  393.33,  380.40,  391.27,  349.73,  362.16,  348.02,  360.36,  350.57,  363.30, 2191.38, 2261.15,7988747380, 4452.53,  447.25,  437.10,  449.51,  438.92,  451.40,  441.69,  414.63,  408.33,  413.00,  407.87,  412.93,  407.34, 2588.72, 2541.25,7961795257, 5129.97,  412.93,  427.25,  417.64,  432.80,  411.55,  425.19,  385.79,  403.28,  381.07,  398.40,  380.45,  397.56, 2389.43, 2484.48,7962140179, 4873.91,   9443.62,   9491.72,  18935.34
