time,total,free,available,dirty,anon,mapped,pageTable,vmallocTotal,vmallocUsed,own_VmRSS,own_RssAnon,own_RssFile,own_VmPTE,Node0_total,Node0_free,Node0_used,Node0_dirty,Node0_anon,Node0_mapped,Node0_pageTable,Node1_total,Node1_free,Node1_used,Node1_dirty,Node1_anon,Node1_mapped,Node1_pageTable,Node2_total,Node2_free,Node2_used,Node2_dirty,Node2_anon,Node2_mapped,Node2_pageTable,Node3_total,Node3_free,Node3_used,Node3_dirty,Node3_anon,Node3_mapped,Node3_pageTable
2026-09-04T20:30:19.699951,787867116,761978056,781081264,1995556,166860,150804,4988,34359738367,477940,16612,6876,9736,108,195746820,179257688,16489132,1995556,35100,18792,1436,197386256,196578016,808240,0,6116,1364,240,197386256,190994932,6391324,0,38856,40456,1208,197347784,195147420,2200364,0,86788,90192,2104
2026-09-04T20:30:20.700749,787867116,761384384,780497924,1602632,716792,159188,8724,34359738367,490308,16696,6888,9808,108,195746820,179067932,16678888,1602632,216820,18496,2736,197386256,196404344,981912,0,180304,1364,264,197386256,190823136,6563120,0,211132,40928,1208,197347784,195088972,2258812,0,108536,98400,4516
2026-09-04T20:30:21.701849,787867116,761882068,780995328,1176528,194984,159208,9560,34359738367,490180,16696,6888,9808,108,195746820,179243976,16502844,1176528,39464,18496,3296,197386256,196570748,815508,0,6312,1364,176,197386256,190978532,6407724,0,39264,40928,1432,197347784,195088812,2258972,0,109944,98420,4656
2026-09-04T20:30:22.702951,787867116,761892668,781005928,758868,195872,159264,9672,34359738367,490180,16696,6888,9808,108,195746820,179253072,16493748,758864,39688,18496,3460,197386256,196570796,815460,0,6316,1364,288,197386256,190979604,6406652,0,39360,40928,1348,197347784,195089196,2258588,4,110508,98476,4576
2026-09-04T20:30:23.704063,787867116,761913068,781026332,341216,189328,159264,8968,34359738367,489972,16696,6888,9808,108,195746820,179261924,16484896,341072,38556,18496,3448,197386256,196573236,813020,48,5732,1364,280,197386256,190987568,6398688,24,38100,40928,1332,197347784,195090340,2257444,72,106940,98476,3908
2026-09-04T20:30:24.704925,787867116,762841472,781061292,540,188772,159264,8840,34359738367,489956,16700,6892,9808,108,195746820,179291632,16455188,392,38556,18496,3448,197386256,196862716,523540,48,5452,1364,276,197386256,191061044,6325212,24,38100,40928,1332,197347784,195629516,1718268,76,106664,98476,3784
2026-09-04T20:30:25.706017,787867116,773500528,781226772,16,188680,159228,8788,34359738367,489956,16700,6892,9808,108,195746820,189403756,6343064,16,38560,18496,3448,197386256,196922048,464208,0,5352,1328,224,197386256,191096008,6290248,0,38100,40928,1332,197347784,196078716,1269068,0,106668,98476,3784
2026-09-04T20:30:26.707247,787867116,784607612,782263128,20,188680,159228,8788,34359738367,489956,16700,6892,9808,108,195746820,194356372,1390448,16,38560,18496,3448,197386256,196945248,441008,0,5352,1328,224,197386256,196672988,713268,0,38100,40928,1332,197347784,196636032,711752,4,106668,98476,3784
2026-09-04T20:30:27.708448,787867116,784601728,782251816,792,233488,177336,9288,34359738367,490436,16700,6892,9808,108,195746820,194279612,1467208,788,89172,37544,3996,197386256,196951132,435124,0,5352,360,224,197386256,196696356,689900,0,33060,40928,1324,197347784,196674628,673156,4,105904,98504,3744
2026-09-04T20:30:28.709401,787867116,784531128,782203760,796,267920,196512,9576,34359738367,490932,16700,6892,9808,108,195746820,194204832,1541988,788,123676,56720,4300,197386256,196951624,434632,0,5352,360,224,197386256,196699172,687084,0,32984,40928,1324,197347784,196675500,672284,8,105908,98504,3728
