,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT2,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,SKT3,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2026-08-27,14:52:16.649,  401.01,  683.02,  401.01,  683.13,  401.02,  683.09,  394.64,  673.31,  394.76,  673.48,  394.89,  673.43, 2387.32, 4069.46,7382723236, 6456.78,  393.49,  672.79,  393.48,  672.80,  393.56,  672.74,  387.88,  666.33,  387.88,  666.18,  388.07,  666.40, 2344.37, 4017.25,7382921159, 6361.62,  396.12,  683.65,  395.79,  683.07,  396.07,  683.47,  390.25,  672.40,  390.54,  673.09,  390.47,  672.93, 2359.24, 4068.62,7382774968, 6427.85,   30.45,   52.71,   30.36,   52.61,   30.41,   52.66,   27.08,   48.23,   27.01,   48.14,   27.04,   48.19,  172.36,  302.55,7384928448,  474.91,   7263.28,  12457.87,  19721.15
2026-08-27,14:52:17.648,   36.44,   64.78,   36.39,   64.70,   36.36,   64.68,   35.30,   61.71,   35.26,   61.69,   35.49,   61.94,  215.24,  379.50,7998300824,  594.74,    8.37,   10.14,    8.45,   10.16,    8.46,   10.22,    7.37,    9.52,    7.37,    9.54,    7.35,    9.54,   47.38,   59.12,7999402851,  106.49,    5.60,    8.58,    5.66,    8.66,    5.62,    8.63,    5.03,    7.61,    4.99,    7.57,    5.00,    7.58,   31.91,   48.63,7999245009,   80.54,   19.93,   36.75,   19.96,   36.86,   19.88,   36.67,   18.76,   34.55,   18.69,   34.47,   18.76,   34.54,  115.98,  213.84,7998700826,  329.81,    410.50,    701.09,   1111.59
2026-08-27,14:52:18.647,   47.46,   88.33,   47.43,   88.30,   47.34,   88.19,   46.43,   84.61,   46.41,   84.61,   46.61,   84.81,  281.67,  518.85,7998145611,  800.52,    1.28,    1.59,    1.35,    1.64,    1.40,    1.72,    1.16,    1.42,    1.14,    1.41,    1.12,    1.39,    7.45,    9.17,7995958096,   16.62,    0.92,    1.29,    0.97,    1.35,    0.96,    1.32,    0.83,    1.19,    0.78,    1.12,    0.79,    1.14,    5.26,    7.41,7995874899,   12.66,    1.14,    1.41,    1.17,    1.48,    1.14,    1.42,    1.01,    1.27,    0.95,    1.19,    0.98,    1.21,    6.38,    7.99,7994085353,   14.37,    300.76,    543.41,    844.17
2026-08-27,14:52:19.647,   62.93,  103.63,   62.88,  103.62,   62.80,  103.45,   61.27,   99.19,   61.24,   99.15,   61.44,   99.40,  372.55,  608.44,8000382791,  981.00,    3.09,    2.37,    3.18,    2.44,    3.23,    2.51,    2.88,    2.13,    2.87,    2.11,    2.89,    2.13,   18.14,   13.70,8000673780,   31.84,    6.54,    6.86,    6.58,    6.88,    6.58,    6.88,    6.28,    6.46,    6.24,    6.45,    6.25,    6.45,   38.47,   39.99,8000465602,   78.46,    1.95,    2.29,    2.00,    2.38,    1.95,    2.28,    1.82,    2.13,    1.74,    2.03,    1.78,    2.08,   11.24,   13.19,8001579301,   24.43,    440.41,    675.32,   1115.73
2026-08-27,14:52:20.648,   16.22,   26.01,   16.61,   26.35,   16.24,   25.98,   14.16,   25.02,   14.08,   24.95,   14.45,   25.41,   91.78,  153.72,7791997590,  245.49,    7.37,    7.72,    7.43,    7.79,    7.56,    7.94,    6.68,    7.16,    6.70,    7.16,    6.68,    7.15,   42.43,   44.93,7791857628,   87.35,    2.88,    5.26,    3.01,    5.36,    3.04,    5.39,    2.43,    4.87,    2.38,    4.80,    2.45,    4.90,   16.19,   30.58,7763540691,   46.77,   10.20,   21.42,   10.25,   21.52,   10.57,   21.74,    8.41,   20.80,    8.22,   20.51,    8.14,   20.48,   55.80,  126.47,7793037637,  182.26,    206.19,    355.70,    561.89
2026-08-27,14:52:21.648,  150.94,  242.62,  149.44,  245.63,  170.89,  267.02,  131.52,  234.63,  140.27,  241.54,  128.70,  232.76,  871.75, 1464.20,7907211262, 2335.95,   39.61,   63.76,   40.41,   64.40,   40.52,   64.73,   27.86,   54.31,   27.76,   54.20,   27.59,   53.94,  203.74,  355.33,7905349231,  559.07,   41.27,   62.69,   37.49,   60.83,   42.74,   64.83,   26.38,   52.03,   25.83,   51.27,   26.43,   51.87,  200.14,  343.51,7897027622,  543.65,   53.38,  106.51,   54.53,  107.61,   53.50,  106.74,   37.91,   96.65,   38.14,   97.01,   38.13,   97.07,  275.58,  611.58,7906035272,  887.17,   1551.22,   2774.61,   4325.83
2026-08-27,14:52:22.648,  138.03,  213.66,  133.07,  213.73,  155.20,  235.64,  117.73,  204.37,  129.00,  213.16,  116.77,  203.80,  789.79, 1284.36,7923298684, 2074.15,   35.24,   53.07,   35.58,   53.31,   35.42,   53.09,   25.46,   45.28,   26.16,   46.37,   26.17,   46.24,  184.02,  297.36,7923158996,  481.38,   37.20,   49.97,   33.23,   47.74,   37.53,   50.31,   25.02,   41.75,   25.42,   42.18,   25.25,   41.88,  183.65,  273.84,7911046523,  457.49,   36.87,   40.46,   39.95,   44.12,   38.43,   42.18,   30.77,   36.07,   29.87,   35.10,   30.04,   35.36,  205.93,  233.30,7921379259,  439.23,   1363.39,   2088.86,   3452.25
2026-08-27,14:52:23.648,  174.14,  283.05,  171.29,  284.34,  186.23,  298.85,  153.71,  274.32,  163.54,  282.28,  153.95,  274.67, 1002.87, 1697.51,7877336747, 2700.38,   74.88,  126.41,   76.19,  127.86,   75.24,  126.45,   60.96,  116.01,   60.77,  116.08,   59.70,  114.95,  407.74,  727.78,7878566926, 1135.52,   59.37,  107.98,   57.19,  106.70,   60.42,  109.32,   41.95,   94.83,   41.16,   93.70,   42.36,   95.02,  302.44,  607.55,7866125036,  909.99,   48.76,   95.56,   50.18,   97.31,   49.73,   96.51,   35.48,   86.75,   35.49,   86.74,   35.19,   86.60,  254.84,  549.48,7877435802,  804.32,   1967.89,   3582.32,   5550.20
2026-08-27,14:52:24.648,  241.36,  290.04,  236.31,  293.32,  264.49,  319.43,  204.10,  268.37,  221.86,  280.79,  202.94,  267.95, 1371.06, 1719.90,7908588528, 3090.95,  116.55,  149.22,  116.77,  148.83,  116.35,  149.36,   82.07,  111.34,   80.94,  110.99,   81.89,  111.82,  594.59,  781.56,7907143135, 1376.15,  121.66,  146.19,  111.13,  139.30,  122.53,  148.30,   78.90,  105.75,   79.13,  106.14,   78.77,  105.38,  592.12,  751.06,7896704869, 1343.18,  107.13,  140.04,  109.05,  141.91,  108.70,  141.67,   79.24,  112.79,   77.42,  110.49,   76.47,  109.77,  558.02,  756.66,7910751733, 1314.69,   3115.79,   4009.18,   7124.97
